WKT,OBJECTID,COD_ESTACI,COD_PARAME,PromedioDe,valoracion,UTMX,UTMY,HUSO,DEMARCACIO,unidades
"POINT (865238.395637916 4566379.69973792)","1","060007000",PO4,0.08636363636,< LQ,"361851","4558544","31",CIC,mg PO4/l
"POINT (918732.982827563 4587845.19598297)","2","095001000",PO4,3.70000000000,> Valor frontera,"416605","4576233","31",CIC,mg PO4/l
"POINT (51981.4892741833 4710331.29024915)","3",14.RW.01.040,PO4,0.02000000000,> LQ y < Valor frontera,"545700","4696100","29",GC,mg PO4/l
"POINT (51285.812808766 4703345.83436926)","4",14.RW.01.080,PO4,0.00875000000,> LQ y < Valor frontera,"545500","4689100","29",GC,mg PO4/l
"POINT (42250.359924795 4703482.80360952)","5",14.RW.01.100,PO4,0.02284615385,< LQ,"536500","4688600","29",GC,mg PO4/l
"POINT (42393.7529278272 4702668.59948504)","6",14.RW.01.110,PO4,0.01200000000,> LQ y < Valor frontera,"536700","4687800","29",GC,mg PO4/l
"POINT (24107.1324998122 4688482.38054056)","7",14.RW.01.140,PO4,0.10700000000,> LQ y < Valor frontera,"519505","4672401","29",GC,mg PO4/l
"POINT (45239.9841889066 4722970.07822986)","8",14.RW.03.070,PO4,0.02200000000,< LQ,"538100","4708200","29",GC,mg PO4/l
"POINT (40643.7057046733 4714853.59447034)","9",14.RW.03.080,PO4,0.02175000000,> LQ y < Valor frontera,"534100","4699800","29",GC,mg PO4/l
"POINT (37043.599329732 4732095.98696171)","10",14.RW.04.050,PO4,0.02400000000,< LQ,"529300","4716700","29",GC,mg PO4/l
"POINT (26366.6225024003 4723305.18349347)","11",14.RW.04.090,PO4,0.08900000000,> LQ y < Valor frontera,"519300","4707200","29",GC,mg PO4/l
"POINT (93006.8986602901 4764583.15582441)","12",14.RW.05.060,PO4,0.02500000000,< LQ,"582688","4753003","29",GC,mg PO4/l
"POINT (104189.969250532 4748011.73578308)","13",14.RW.05.080,PO4,0.02500000000,< LQ,"595000","4737300","29",GC,mg PO4/l
"POINT (89898.6824040214 4757469.24850881)","14",14.RW.05.090,PO4,0.37930769231,> LQ y < Valor frontera,"580100","4745700","29",GC,mg PO4/l
"POINT (89413.2364722867 4756298.46666101)","15",14.RW.05.110,PO4,0.25575000000,> LQ y < Valor frontera,"579700","4744500","29",GC,mg PO4/l
"POINT (46011.8244208379 4749348.23716154)","16",14.RW.05.200,PO4,0.05400000000,> LQ y < Valor frontera,"537000","4734500","29",GC,mg PO4/l
"POINT (63687.8273866039 4752006.41375914)","17",14.RW.05.250,PO4,0.02750000000,> LQ y < Valor frontera,"554400","4738400","29",GC,mg PO4/l
"POINT (39290.6459652747 4746345.86254427)","18",14.RW.05.310,PO4,0.04045454545,< LQ,"530526","4731036","29",GC,mg PO4/l
"POINT (38568.5190997567 4760533.94666124)","19",14.RW.05.330,PO4,0.88875000000,> Valor frontera,"528800","4745100","29",GC,mg PO4/l
"POINT (36640.3042492128 4747604.33564699)","20",14.RW.05.380,PO4,0.52825000000,> Valor frontera,"527800","4732100","29",GC,mg PO4/l
"POINT (38417.8026654404 4757186.44912331)","21",14.RW.05.SCH,PO4,0.76275000000,> Valor frontera,"528888","4741759","29",GC,mg PO4/l
"POINT (53552.9135994671 4790812.1243822)","22",14.RW.06.100,PO4,0.01500000000,< LQ,"541550","4776293","29",GC,mg PO4/l
"POINT (55483.439354305 4772188.786699)","23",14.RW.06.120,PO4,0.02071428571,< LQ,"544800","4757900","29",GC,mg PO4/l
"POINT (49247.8940713605 4769318.66776911)","24",14.RW.06.140,PO4,0.02421428571,< LQ,"538800","4754600","29",GC,mg PO4/l
"POINT (44975.4589182659 4776071.20015529)","25",14.RW.06.150,PO4,0.02500000000,< LQ,"534068","4761014","29",GC,mg PO4/l
"POINT (40391.2784897051 4771962.92217777)","26",14.RW.06.180,PO4,0.02200000000,< LQ,"529800","4756600","29",GC,mg PO4/l
"POINT (17374.3917208776 4779040.66685693)","27",14.RW.07.020,PO4,0.03875000000,> LQ y < Valor frontera,"506400","4762000","29",GC,mg PO4/l
"POINT (9442.26493770775 4776391.64220039)","28",14.RW.07.040,PO4,0.02500000000,< LQ,"498700","4758800","29",GC,mg PO4/l
"POINT (4092.61205679004 4785925.99965557)","29",14.RW.08.010,PO4,0.01714285714,< LQ,"492700","4767900","29",GC,mg PO4/l
"POINT (347.299168411118 4784183.51927732)","30",14.RW.08.020,PO4,0.01976923077,< LQ,"489100","4765900","29",GC,mg PO4/l
"POINT (-7819.53398388432 4780053.5934828)","31",14.RW.08.030,PO4,0.00600000000,> LQ y < Valor frontera,"481274","4761211","29",GC,mg PO4/l
"POINT (13629.0373818612 4795497.62986961)","32",14.RW.09.010,PO4,0.02050000000,> LQ y < Valor frontera,"501500","4778100","29",GC,mg PO4/l
"POINT (3181.15826905781 4794237.51960227)","33",14.RW.09.030,PO4,0.02461538462,< LQ,"491200","4776100","29",GC,mg PO4/l
"POINT (35250.4585800475 4799773.87324617)","34",14.RW.10.040,PO4,0.23750000000,> LQ y < Valor frontera,"522700","4783900","29",GC,mg PO4/l
"POINT (22128.4582006947 4803231.47174586)","35",14.RW.10.070,PO4,0.08046153846,< LQ,"509400","4786400","29",GC,mg PO4/l
"POINT (73461.645828275 4802853.24405013)","36",14.RW.11.010,PO4,0.04000000000,> LQ y < Valor frontera,"560500","4789700","29",GC,mg PO4/l
"POINT (68276.4793517424 4800084.32698835)","37",14.RW.11.030,PO4,0.02500000000,< LQ,"555538","4786573","29",GC,mg PO4/l
"POINT (66668.6062910085 4806336.74829776)","38",14.RW.11.040,PO4,0.02738461538,< LQ,"553490","4792680","29",GC,mg PO4/l
"POINT (67508.5891510763 4806698.29321181)","39",14.RW.11.060,PO4,0.02500000000,< LQ,"554300","4793100","29",GC,mg PO4/l
"POINT (65410.0936736338 4808256.28703028)","40",14.RW.11.070,PO4,0.04475000000,> LQ y < Valor frontera,"552100","4794500","29",GC,mg PO4/l
"POINT (49770.3142459902 4809480.6495301)","41",14.RW.11.080,PO4,0.03642857143,< LQ,"536450","4794597","29",GC,mg PO4/l
"POINT (92512.6031198381 4793947.91870272)","42",14.RW.12.030,PO4,0.01600000000,> LQ y < Valor frontera,"580100","4782200","29",GC,mg PO4/l
"POINT (80402.6143320047 4804363.0524942)","43",14.RW.12.080,PO4,0.01925000000,> LQ y < Valor frontera,"567300","4791700","29",GC,mg PO4/l
"POINT (77753.4355251397 4803850.48008402)","44",14.RW.12.090,PO4,0.03253846154,< LQ,"564700","4791000","29",GC,mg PO4/l
"POINT (79825.6290410733 4794038.0237927)","45",14.RW.12.100,PO4,0.02914285714,< LQ,"567465","4781382","29",GC,mg PO4/l
"POINT (74001.9264171754 4813197.81245175)","46",14.RW.12.110,PO4,0.09925000000,> LQ y < Valor frontera,"560296","4800034","29",GC,mg PO4/l
"POINT (106563.115604825 4821663.77577938)","47",14.RW.13.030,PO4,0.05275000000,> LQ y < Valor frontera,"592100","4810800","29",GC,mg PO4/l
"POINT (86688.9521659784 4820486.97518905)","48",14.RW.13.050,PO4,0.02061538462,< LQ,"572400","4808200","29",GC,mg PO4/l
"POINT (92176.1372148595 4839561.79922672)","49",14.RW.14.030,PO4,0.02500000000,< LQ,"576489","4827582","29",GC,mg PO4/l
"POINT (89783.2606174574 4832720.81263939)","50",14.RW.14.040,PO4,0.03323076923,< LQ,"574600","4820600","29",GC,mg PO4/l
"POINT (84228.5892257321 4832318.90683454)","51",14.RW.14.060,PO4,0.04675000000,> LQ y < Valor frontera,"569100","4819800","29",GC,mg PO4/l
"POINT (83555.3791653176 4829956.33846701)","52",14.RW.14.080,PO4,0.02500000000,< LQ,"568600","4817400","29",GC,mg PO4/l
"POINT (114303.245863589 4848121.35174287)","53",14.RW.15.020,PO4,0.02500000000,< LQ,"597900","4837700","29",GC,mg PO4/l
"POINT (109376.508080759 4846025.9431392)","54",14.RW.15.040,PO4,0.04471428571,< LQ,"593146","4835258","29",GC,mg PO4/l
"POINT (104434.863392967 4836683.21077614)","55",14.RW.15.050,PO4,0.07375000000,> LQ y < Valor frontera,"588900","4825600","29",GC,mg PO4/l
"POINT (103949.524599674 4843850.00796107)","56",14.RW.15.060,PO4,0.03400000000,< LQ,"587900","4832700","29",GC,mg PO4/l
"POINT (104908.924482553 4853407.18633719)","57",14.RW.15.080,PO4,0.02500000000,< LQ,"588165","4842284","29",GC,mg PO4/l
"POINT (116158.374758322 4833524.67486638)","58",14.RW.16.030,PO4,0.01750000000,> LQ y < Valor frontera,"600800","4823300","29",GC,mg PO4/l
"POINT (120233.890523111 4848193.35547063)","59",14.RW.16.040,PO4,0.02115384615,< LQ,"603800","4838200","29",GC,mg PO4/l
"POINT (146489.975591892 4832233.88742051)","60",14.RW.17.010,PO4,0.03923076923,< LQ,"631100","4824200","29",GC,mg PO4/l
"POINT (142573.481956662 4829485.18805662)","61",14.RW.17.060,PO4,0.04525000000,> LQ y < Valor frontera,"627397","4821180","29",GC,mg PO4/l
"POINT (128189.803062254 4833256.68704866)","62",14.RW.17.110,PO4,0.02225000000,> LQ y < Valor frontera,"612800","4823900","29",GC,mg PO4/l
"POINT (129680.477038857 4839977.04206567)","63",14.RW.17.120,PO4,0.02515384615,< LQ,"613800","4830700","29",GC,mg PO4/l
"POINT (149506.542145467 4822578.97633788)","64",14.RW.18.010,PO4,0.04892307692,< LQ,"634800","4814800","29",GC,mg PO4/l
"POINT (154108.028224108 4826868.31102654)","65",14.RW.18.020,PO4,0.07142857143,> LQ y < Valor frontera,"639075","4819404","29",GC,mg PO4/l
"POINT (145304.522362966 4829974.40842933)","66",D_0218,PO4,0.06450000000,> LQ y < Valor frontera,"630082","4821864","29",GC,mg PO4/l
"POINT (114131.953547641 4847919.84974033)","67",D_0411,PO4,0.01900000000,> LQ y < Valor frontera,"597744","4837487","29",GC,mg PO4/l
"POINT (47333.8530596822 4752015.82008579)","68",D_1012,PO4,0.12075000000,> LQ y < Valor frontera,"538126","4737248","29",GC,mg PO4/l
"POINT (40062.0020152684 4755274.71536618)","69",D_1013,PO4,0.91600000000,> Valor frontera,"530660","4739974","29",GC,mg PO4/l
"POINT (34964.3253269147 4799289.82399819)","70",D_1026,PO4,0.15450000000,> LQ y < Valor frontera,"522450","4783398","29",GC,mg PO4/l
"POINT (83699.5127712767 4839306.66717354)","71",D_1027,PO4,0.05950000000,> LQ y < Valor frontera,"568070","4826717","29",GC,mg PO4/l
"POINT (97454.1849531374 4844577.96429772)","72",D_1028,PO4,0.16800000000,> LQ y < Valor frontera,"581381","4832956","29",GC,mg PO4/l
"POINT (107749.006036757 4834223.8724347)","73",D_1029,PO4,0.03900000000,> LQ y < Valor frontera,"592377","4823390","29",GC,mg PO4/l
"POINT (60438.5214495429 4812438.41461327)","74",D_1031,PO4,0.08075000000,> LQ y < Valor frontera,"546853","4798305","29",GC,mg PO4/l
"POINT (8559.42690963449 4798843.58903076)","75",D_1049,PO4,0.00400000000,> LQ y < Valor frontera,"496219","4781065","29",GC,mg PO4/l
"POINT (25738.2018147334 4783932.26367005)","76",D_1054,PO4,0.02100000000,> LQ y < Valor frontera,"514370","4767462","29",GC,mg PO4/l
"POINT (92432.8540044675 4793756.35481795)","77",D_1114,PO4,0.03475000000,> LQ y < Valor frontera,"580034","4782004","29",GC,mg PO4/l
"POINT (78421.4082217234 4736058.77455039)","78",D_1602,PO4,1.12450000000,> Valor frontera,"570195","4723573","29",GC,mg PO4/l
"POINT (44770.9998588137 4761304.83644153)","79",D_1604,PO4,0.03875000000,> LQ y < Valor frontera,"534916","4746308","29",GC,mg PO4/l
"POINT (8410.94392897311 4793505.67385475)","80",D_1605,PO4,0.10800000000,> LQ y < Valor frontera,"496453","4775746","29",GC,mg PO4/l
"POINT (93653.3714009178 4798357.21529281)","81",D_1606,PO4,0.01875000000,> LQ y < Valor frontera,"580920","4786671","29",GC,mg PO4/l
"POINT (154041.098521505 4832342.12555658)","82",D_1607,PO4,0.08975000000,> LQ y < Valor frontera,"638614","4824852","29",GC,mg PO4/l
"POINT (162352.94282677 4831084.33963086)","83",D_1608,PO4,0.48325000000,> Valor frontera,"646985","4824198","29",GC,mg PO4/l
"POINT (68524.2380811493 4758467.78640432)","84",D_1610,PO4,0.00675000000,> LQ y < Valor frontera,"558754","4745174","29",GC,mg PO4/l
"POINT (68226.3251097043 4746691.68954306)","85",D_1611,PO4,0.14950000000,> LQ y < Valor frontera,"559294","4733433","29",GC,mg PO4/l
"POINT (62471.7464389952 4755888.60732512)","86",D_1612,PO4,0.05775000000,> LQ y < Valor frontera,"552914","4742177","29",GC,mg PO4/l
"POINT (48546.7493192949 4749773.45386429)","87",D_1613,PO4,0.12825000000,> LQ y < Valor frontera,"539492","4735103","29",GC,mg PO4/l
"POINT (35047.8923780127 4751054.15571063)","88",D_1614,PO4,0.03000000000,> LQ y < Valor frontera,"525971","4735419","29",GC,mg PO4/l
"POINT (9134.88723838102 4798707.67386747)","89",D_1615,PO4,0.01050000000,> LQ y < Valor frontera,"496801","4780971","29",GC,mg PO4/l
"POINT (1616.4120289759 4793664.13697737)","90",D_1616,PO4,0.03350000000,> LQ y < Valor frontera,"489685","4775418","29",GC,mg PO4/l
"POINT (43424.9181298086 4798211.83274298)","91",D_1617,PO4,0.01200000000,> LQ y < Valor frontera,"530944","4782931","29",GC,mg PO4/l
"POINT (43422.6401721366 4798082.33289569)","92",D_1618,PO4,0.01150000000,> LQ y < Valor frontera,"530951","4782802","29",GC,mg PO4/l
"POINT (90060.9905277472 4843604.90217317)","93",D_1619,PO4,0.01225000000,> LQ y < Valor frontera,"574092","4831454","29",GC,mg PO4/l
"POINT (114289.608821498 4842288.17114356)","94",D_205,PO4,0.03300000000,> LQ y < Valor frontera,"598307","4831891","29",GC,mg PO4/l
"POINT (80939.6617014929 4839197.30555574)","95",D_210,PO4,0.06700000000,> LQ y < Valor frontera,"565331","4826409","29",GC,mg PO4/l
"POINT (41822.3372562359 4808348.89274895)","96",D_220,PO4,0.03000000000,> LQ y < Valor frontera,"528624","4792901","29",GC,mg PO4/l
"POINT (41835.9181406308 4803610.69207396)","97",D_227,PO4,0.10700000000,> LQ y < Valor frontera,"528977","4788188","29",GC,mg PO4/l
"POINT (22014.2141005807 4744546.8397496)","98",D_230,PO4,0.01400000000,> LQ y < Valor frontera,"513467","4728021","29",GC,mg PO4/l
"POINT (61365.8086861799 4756054.83212898)","99",D_250,PO4,0.09225000000,> LQ y < Valor frontera,"551802","4742264","29",GC,mg PO4/l
"POINT (20557.8859180784 4752086.13838435)","100",D_251,PO4,0.03450000000,> LQ y < Valor frontera,"511484","4735417","29",GC,mg PO4/l
"POINT (68127.7648221237 4749560.38760811)","101",D_261,PO4,0.11175000000,> LQ y < Valor frontera,"558992","4736281","29",GC,mg PO4/l
"POINT (66715.1931635884 4810462.56577857)","102",D_272,PO4,0.05025000000,> LQ y < Valor frontera,"553241","4796789","29",GC,mg PO4/l
"POINT (147326.803858384 4821284.36533821)","103",D_278,PO4,0.08175000000,> LQ y < Valor frontera,"632722","4813354","29",GC,mg PO4/l
"POINT (38913.4325805542 4800851.80346301)","104",D_283,PO4,0.05500000000,> LQ y < Valor frontera,"526267","4785235","29",GC,mg PO4/l
"POINT (3590.41532981163 4768615.90802503)","105",D_292,PO4,0.00450000000,> LQ y < Valor frontera,"493434","4750651","29",GC,mg PO4/l
"POINT (134918.765204277 4818318.9347071)","106",D_315,PO4,0.06800000000,> LQ y < Valor frontera,"620576","4809508","29",GC,mg PO4/l
"POINT (61543.0227869846 4785842.59064662)","107",D_318,PO4,0.01875000000,> LQ y < Valor frontera,"549856","4771919","29",GC,mg PO4/l
"POINT (58821.8064932189 4780181.1790571)","108",D_322,PO4,0.01925000000,> LQ y < Valor frontera,"547552","4766091","29",GC,mg PO4/l
"POINT (81320.1272779764 4765939.4799542)","109",D_326,PO4,0.06525000000,> LQ y < Valor frontera,"570958","4753521","29",GC,mg PO4/l
"POINT (20332.35755744 4768618.2937208)","110",D_327,PO4,0.03200000000,> LQ y < Valor frontera,"510085","4751845","29",GC,mg PO4/l
"POINT (89667.1506591531 4738147.73011414)","111",D_338,PO4,0.08325000000,> LQ y < Valor frontera,"581241","4726449","29",GC,mg PO4/l
"POINT (66262.5100380199 4771717.39187168)","112",D_341,PO4,0.02625000000,> LQ y < Valor frontera,"555560","4758199","29",GC,mg PO4/l
"POINT (48729.9161647544 4755775.54133095)","113",D_367,PO4,0.33400000000,> LQ y < Valor frontera,"539248","4741088","29",GC,mg PO4/l
"POINT (118119.279432147 4852817.59238392)","114",D_381,PO4,0.02025000000,> LQ y < Valor frontera,"601360","4842652","29",GC,mg PO4/l
"POINT (29901.1430304311 4726461.73705898)","115",D_382,PO4,0.12950000000,> LQ y < Valor frontera,"522593","4710590","29",GC,mg PO4/l
"POINT (55425.3788529877 4810382.69342806)","116",D_408,PO4,0.02125000000,> LQ y < Valor frontera,"542012","4795900","29",GC,mg PO4/l
"POINT (24073.9545709566 4780094.74037557)","117",D_422,PO4,0.02750000000,> LQ y < Valor frontera,"512988","4763526","29",GC,mg PO4/l
"POINT (72533.2907235982 4733494.29692598)","118",D_428,PO4,0.02350000000,> LQ y < Valor frontera,"564516","4720603","29",GC,mg PO4/l
"POINT (42887.3659351722 4732802.05533377)","119",D_456,PO4,0.04875000000,> LQ y < Valor frontera,"535064","4717816","29",GC,mg PO4/l
"POINT (67031.1393809756 4808725.53771785)","120",D_504,PO4,0.41300000000,> Valor frontera,"553680","4795083","29",GC,mg PO4/l
"POINT (75757.9279253472 4807517.0593549)","121",D_505,PO4,0.27650000000,> LQ y < Valor frontera,"562451","4794506","29",GC,mg PO4/l
"POINT (35869.2534049597 4716458.75507916)","122",D_514,PO4,0.02725000000,> LQ y < Valor frontera,"529237","4701060","29",GC,mg PO4/l
"POINT (44641.8781445333 4761222.30257343)","123",D_517,PO4,0.05925000000,> LQ y < Valor frontera,"534793","4746217","29",GC,mg PO4/l
"POINT (5146.18062361394 4731408.4280711)","124",D_527,PO4,0.03100000000,> LQ y < Valor frontera,"497621","4713760","29",GC,mg PO4/l
"POINT (65487.1962658931 4748066.7244018)","125",D_543,PO4,0.24225000000,> LQ y < Valor frontera,"556470","4734607","29",GC,mg PO4/l
"POINT (27359.1746289663 4752100.43299101)","126",D_557,PO4,0.01600000000,> LQ y < Valor frontera,"518248","4735914","29",GC,mg PO4/l
"POINT (18227.4676635169 4773692.34374545)","127",D_585,PO4,0.01850000000,> LQ y < Valor frontera,"507630","4756741","29",GC,mg PO4/l
"POINT (59546.859682974 4782303.86587076)","128",D_589,PO4,0.39100000000,> LQ y < Valor frontera,"548122","4768255","29",GC,mg PO4/l
"POINT (9754.84259973501 4774199.69589831)","129",D_609,PO4,0.04025000000,> LQ y < Valor frontera,"499167","4756642","29",GC,mg PO4/l
"POINT (104457.164177655 4849617.99084369)","130",D_626,PO4,0.07525000000,> LQ y < Valor frontera,"587989","4838479","29",GC,mg PO4/l
"POINT (21994.1145676524 4715206.24430112)","131",D_641,PO4,0.07850000000,> LQ y < Valor frontera,"515522","4698835","29",GC,mg PO4/l
"POINT (74807.3631072602 4799253.22018583)","132",D_700,PO4,0.02000000000,> LQ y < Valor frontera,"562097","4786213","29",GC,mg PO4/l
"POINT (102763.272485176 4793247.33564188)","133",NO00460002,PO4,0.02500000000,< LQ,"590355","4782236","29",CHMS,mg PO4/l
"POINT (119515.677134887 4804530.04238573)","134",NO00470002,PO4,0.06250000000,< LQ,"606227","4794670","29",CHMS,mg PO4/l
"POINT (117841.762319348 4805299.32842972)","135",NO00470003,PO4,0.06250000000,< LQ,"604505","4795316","29",CHMS,mg PO4/l
"POINT (126303.357550612 4792082.89134404)","136",NO00470008,PO4,0.02500000000,< LQ,"613878","4782761","29",CHMS,mg PO4/l
"POINT (131218.897655375 4789768.70025169)","137",NO00470009,PO4,0.25375000000,> LQ y < Valor frontera,"618939","4780808","29",CHMS,mg PO4/l
"POINT (108522.706994869 4793194.98872623)","138",NO00470010,PO4,0.05500000000,< LQ,"596093","4782596","29",CHMS,mg PO4/l
"POINT (130976.782796084 4805192.87031883)","139",NO00470012,PO4,0.02500000000,< LQ,"617593","4796152","29",CHMS,mg PO4/l
"POINT (115786.103491011 4797723.46979905)","140",NO00470020 ,PO4,0.02500000000,< LQ,"603001","4787625","29",CHMS,mg PO4/l
"POINT (136122.007753742 4790709.68455352)","141",NO00480001,PO4,0.06454545455,< LQ,"623755","4782096","29",CHMS,mg PO4/l
"POINT (134802.97653405 4803166.25213572)","142",NO00480003,PO4,0.03750000000,< LQ,"621549","4794408","29",CHMS,mg PO4/l
"POINT (138414.229258455 4796870.18919782)","143",NO00480004,PO4,0.07625000000,< LQ,"625597","4788396","29",CHMS,mg PO4/l
"POINT (140277.699947086 4794525.41109254)","144",NO00480012,PO4,0.04166666667,< LQ,"627621","4786194","29",CHMS,mg PO4/l
"POINT (132921.622886493 4791555.10916945)","145",NO00480021,PO4,0.03375000000,< LQ,"620507","4782709","29",CHMS,mg PO4/l
"POINT (131103.020876336 4765658.28982406)","146",NO00720007,PO4,0.07562500000,< LQ,"620545","4756787","29",CHMS,mg PO4/l
"POINT (125335.90234497 4771247.17297679)","147",NO00720022,PO4,0.05500000000,< LQ,"614403","4761942","29",CHMS,mg PO4/l
"POINT (124865.828025343 4780297.02278203)","148",NO00720025,PO4,0.04666666667,< LQ,"613289","4770921","29",CHMS,mg PO4/l
"POINT (117697.623225632 4776763.0677763)","149",NO00720026,PO4,0.02500000000,< LQ,"606403","4766890","29",CHMS,mg PO4/l
"POINT (111644.573520716 4776239.82215298)","150",NO00720027,PO4,0.05000000000,> LQ y < Valor frontera,"600413","4765937","29",CHMS,mg PO4/l
"POINT (129955.316719503 4771619.24550629)","151",NO00720028,PO4,0.11312500000,< LQ,"618977","4762642","29",CHMS,mg PO4/l
"POINT (106137.758952593 4787622.33293689)","152",NO00720034,PO4,0.02500000000,< LQ,"594117","4776877","29",CHMS,mg PO4/l
"POINT (119628.629132891 4756818.92440569)","153",NO00970001,PO4,0.02500000000,< LQ,"609747","4747167","29",CHMS,mg PO4/l
"POINT (120842.229622614 4757346.78658242)","154",NO00970005,PO4,0.04166666667,< LQ,"610918","4747779","29",CHMS,mg PO4/l
"POINT (130051.926615809 4763765.51501966)","155",NO00970006,PO4,0.02500000000,< LQ,"619633","4754827","29",CHMS,mg PO4/l
"POINT (111659.73733399 4761410.34086088)","156",NO00970020,PO4,0.02500000000,< LQ,"601485","4751172","29",CHMS,mg PO4/l
"POINT (114947.788593226 4758151.51305507)","157",NO00970021,PO4,0.02500000000,< LQ,"604991","4748161","29",CHMS,mg PO4/l
"POINT (116414.991841348 4759711.69170179)","158",NO00970022,PO4,0.08750000000,> LQ y < Valor frontera,"606341","4749819","29",CHMS,mg PO4/l
"POINT (136198.134020844 4757775.9087428)","159",NO00980003,PO4,0.04000000000,< LQ,"626181","4749299","29",CHMS,mg PO4/l
"POINT (132711.074775605 4755553.14044619)","160",NO00980004,PO4,0.06833333333,> LQ y < Valor frontera,"622866","4746837","29",CHMS,mg PO4/l
"POINT (131835.925511758 4763902.99471631)","161",NO00980006,PO4,0.02500000000,< LQ,"621400","4755091","29",CHMS,mg PO4/l
"POINT (141146.974399051 4761208.14578253)","162",NO00980007,PO4,0.03750000000,< LQ,"630866","4753070","29",CHMS,mg PO4/l
"POINT (140393.071571473 4752341.08406194)","163",NO00980009,PO4,0.23000000000,> LQ y < Valor frontera,"630746","4744184","29",CHMS,mg PO4/l
"POINT (136718.609505517 4756165.48767877)","164",NO00980030,PO4,0.02500000000,< LQ,"626814","4747732","29",CHMS,mg PO4/l
"POINT (137155.194524933 4756964.58884131)","165",NO00980031,PO4,0.02500000000,< LQ,"627192","4748559","29",CHMS,mg PO4/l
"POINT (144158.698112562 4753507.84254976)","166",NO00980032 ,PO4,0.02500000000,< LQ,"634414","4745614","29",CHMS,mg PO4/l
"POINT (205523.221191476 4748724.41491506)","167",NO01000010 ,PO4,0.04000000000,< LQ,"695904","4745212","29",CHMS,mg PO4/l
"POINT (233454.740003107 4759278.6177885)","168",NO01010014,PO4,0.05833333333,< LQ,"723001","4757724","29",CHMS,mg PO4/l
"POINT (218126.789252236 4752224.20497671)","169",NO01010015,PO4,0.06250000000,< LQ,"708220","4749598","29",CHMS,mg PO4/l
"POINT (223156.877747474 4748377.86036978)","170",NO01010030,PO4,0.04000000000,< LQ,"713509","4746121","29",CHMS,mg PO4/l
"POINT (240028.15640052 4765225.19064855)","171",NO01010031,PO4,0.02500000000,< LQ,"729132","4764123","29",CHMS,mg PO4/l
"POINT (231625.494286634 4758491.80535998)","172",NO01010032,PO4,0.04000000000,< LQ,"721233","4756809","29",CHMS,mg PO4/l
"POINT (108387.97847863 4738850.32487022)","173",NO01230001,PO4,0.06214285714,< LQ,"599830","4728476","29",CHMS,mg PO4/l
"POINT (141640.256873299 4735388.46306383)","174",NO01240004,PO4,0.05500000000,< LQ,"633192","4727386","29",CHMS,mg PO4/l
"POINT (142421.272025548 4749728.71283019)","175",NO01240006,PO4,0.13666666667,< LQ,"632952","4741726","29",CHMS,mg PO4/l
"POINT (138073.235792235 4745759.10846717)","176",NO01240007,PO4,0.05500000000,< LQ,"628903","4737463","29",CHMS,mg PO4/l
"POINT (148539.768033156 4740843.98774341)","177",NO01240008,PO4,0.02500000000,< LQ,"639678","4733310","29",CHMS,mg PO4/l
"POINT (129770.000357156 4741474.50778859)","178",NO01240012,PO4,0.02500000000,< LQ,"620937","4732606","29",CHMS,mg PO4/l
"POINT (194648.739065917 4730745.47962074)","179",NO01260005,PO4,0.02500000000,< LQ,"686341","4726518","29",CHMS,mg PO4/l
"POINT (211437.204667337 4732927.54709889)","180",NO01260008,PO4,0.06611111111,< LQ,"702922","4729884","29",CHMS,mg PO4/l
"POINT (194497.706614592 4730822.43797848)","181",NO01260009,PO4,0.04000000000,< LQ,"686185","4726584","29",CHMS,mg PO4/l
"POINT (201316.524634836 4737925.37705745)","182",NO01260011,PO4,0.04642857143,< LQ,"692478","4734148","29",CHMS,mg PO4/l
"POINT (201190.159417858 4739981.8669483)","183",NO01260012,PO4,0.05833333333,< LQ,"692206","4736189","29",CHMS,mg PO4/l
"POINT (211913.203471975 4736035.20687463)","184",NO01260014,PO4,0.06250000000,< LQ,"703176","4733016","29",CHMS,mg PO4/l
"POINT (197094.55069808 4746096.45424343)","185",NO01260015,PO4,0.04000000000,< LQ,"687689","4741993","29",CHMS,mg PO4/l
"POINT (201343.761139684 4738631.68000607)","186",NO01260030,PO4,0.04642857143,< LQ,"692455","4734854","29",CHMS,mg PO4/l
"POINT (195879.991133986 4737219.06874123)","187",NO01260031,PO4,0.02500000000,< LQ,"687109","4733058","29",CHMS,mg PO4/l
"POINT (196845.917181608 4738286.94098638)","188",NO01260032,PO4,0.04000000000,< LQ,"687996","4734191","29",CHMS,mg PO4/l
"POINT (215327.404361025 4739624.58936923)","189",NO01270001,PO4,0.03750000000,< LQ,"706325","4736837","29",CHMS,mg PO4/l
"POINT (232495.773891539 4742151.88839043)","190",NO01270005,PO4,0.04000000000,< LQ,"723264","4740577","29",CHMS,mg PO4/l
"POINT (217037.389315274 4747570.83454452)","191",NO01270008,PO4,0.07000000000,< LQ,"707465","4744881","29",CHMS,mg PO4/l
"POINT (213209.338771334 4730457.35812868)","192",NO01270009,PO4,0.05500000000,< LQ,"704864","4727547","29",CHMS,mg PO4/l
"POINT (213092.669200615 4746954.55836204)","193",NO01270011,PO4,0.06250000000,< LQ,"703576","4743986","29",CHMS,mg PO4/l
"POINT (222635.91950373 4745967.88488316)","194",NO01270030,PO4,0.04000000000,< LQ,"713161","4743681","29",CHMS,mg PO4/l
