WKT,OBJECTID,COD_ESTACI,ID_METRICA,PromedioDe,VALORACION,UTMX,UTMY,HUSO,NOM_DEMARC
"POINT (865238.395637916 4566379.69973792)","1","060007000","22",18.60000000000,>Valor frontera M/B,"361851","4558544","31",CIC
"POINT (951686.254665365 4619465.29377743)","2","120001000","22",5.59234043000,<Valor frontera M/B,"451593","4605424","31",CIC
"POINT (117841.762319348 4805299.32842972)","3",NO00470003,"22",17.80000000000,>Valor frontera M/B,"604505","4795316","29",CHMS
"POINT (131218.897655375 4789768.70025169)","4",NO00470009,"22",9.50000000000,<Valor frontera M/B,"618939","4780808","29",CHMS
"POINT (134802.97653405 4803166.25213572)","5",NO00480003,"22",14.80000000000,>Valor frontera M/B,"621549","4794408","29",CHMS
"POINT (138414.229258455 4796870.18919782)","6",NO00480004,"22",17.80000000000,>Valor frontera M/B,"625597","4788396","29",CHMS
"POINT (140277.699947086 4794525.41109254)","7",NO00480012,"22",14.50000000000,>Valor frontera M/B,"627621","4786194","29",CHMS
"POINT (131103.020876336 4765658.28982406)","8",NO00720007,"22",15.00000000000,>Valor frontera M/B,"620545","4756787","29",CHMS
"POINT (124865.828025343 4780297.02278203)","9",NO00720025,"22",19.20000000000,>Valor frontera M/B,"613289","4770921","29",CHMS
"POINT (129955.316719503 4771619.24550629)","10",NO00720028,"22",10.60000000000,<Valor frontera M/B,"618977","4762642","29",CHMS
"POINT (120842.229622614 4757346.78658242)","11",NO00970005,"22",16.50000000000,>Valor frontera M/B,"610918","4747779","29",CHMS
"POINT (136198.134020844 4757775.9087428)","12",NO00980003,"22",14.70000000000,>Valor frontera M/B,"626181","4749299","29",CHMS
"POINT (141146.974399051 4761208.14578253)","13",NO00980007,"22",17.40000000000,>Valor frontera M/B,"630866","4753070","29",CHMS
"POINT (144158.698112562 4753507.84254976)","14",NO00980032 ,"22",16.90000000000,>Valor frontera M/B,"634414","4745614","29",CHMS
"POINT (205523.221191476 4748724.41491506)","15",NO01000010 ,"22",14.50000000000,>Valor frontera M/B,"695904","4745212","29",CHMS
"POINT (233454.740003107 4759278.6177885)","16",NO01010014,"22",17.63407643310,>Valor frontera M/B,"723001","4757724","29",CHMS
"POINT (218126.789252236 4752224.20497671)","17",NO01010015,"22",19.22494172490,>Valor frontera M/B,"708220","4749598","29",CHMS
"POINT (223156.877747474 4748377.86036978)","18",NO01010030,"22",19.23523965140,>Valor frontera M/B,"713509","4746121","29",CHMS
"POINT (231625.494286634 4758491.80535998)","19",NO01010032,"22",19.38605442180,>Valor frontera M/B,"721233","4756809","29",CHMS
"POINT (142421.272025548 4749728.71283019)","20",NO01240006,"22",8.60000000000,<Valor frontera M/B,"632952","4741726","29",CHMS
"POINT (201316.524634836 4737925.37705745)","21",NO01260011,"22",15.80000000000,>Valor frontera M/B,"692478","4734148","29",CHMS
"POINT (201190.159417858 4739981.8669483)","22",NO01260012,"22",18.00000000000,>Valor frontera M/B,"692206","4736189","29",CHMS
"POINT (211913.203471975 4736035.20687463)","23",NO01260014,"22",17.64912434330,>Valor frontera M/B,"703176","4733016","29",CHMS
"POINT (197094.55069808 4746096.45424343)","24",NO01260015,"22",18.80000000000,>Valor frontera M/B,"687689","4741993","29",CHMS
"POINT (201343.761139684 4738631.68000607)","25",NO01260030,"22",16.60000000000,>Valor frontera M/B,"692455","4734854","29",CHMS
"POINT (195879.991133986 4737219.06874123)","26",NO01260031,"22",16.70000000000,>Valor frontera M/B,"687109","4733058","29",CHMS
"POINT (196845.917181608 4738286.94098638)","27",NO01260032,"22",19.80000000000,>Valor frontera M/B,"687996","4734191","29",CHMS
"POINT (222635.91950373 4745967.88488316)","28",NO01270030,"22",17.70085271320,>Valor frontera M/B,"713161","4743681","29",CHMS
"POINT (230120.572682134 4730936.11422243)","29",NO01270031,"22",17.65611753370,>Valor frontera M/B,"721692","4729224","29",CHMS
"POINT (125410.193079945 4716333.58598435)","30",NO01550009,"22",13.80000000000,>Valor frontera M/B,"618375","4707258","29",CHMS
"POINT (132532.89633585 4719249.88834036)","31",NO01560009,"22",16.80000000000,>Valor frontera M/B,"625263","4710666","29",CHMS
"POINT (146638.016942817 4720682.03447131)","32",NO01560011,"22",18.10000000000,>Valor frontera M/B,"639212","4713090","29",CHMS
"POINT (134376.069188874 4725058.54443281)","33",NO01560013,"22",15.20000000000,>Valor frontera M/B,"626688","4716582","29",CHMS
"POINT (170590.188473632 4717366.93384329)","34",NO01570021,"22",18.20000000000,>Valor frontera M/B,"663311","4711481","29",CHMS
"POINT (177779.988264156 4731162.83590985)","35",NO01570022,"22",16.40000000000,>Valor frontera M/B,"669499","4725738","29",CHMS
"POINT (176744.723932462 4726100.75636074)","36",NO01570023 ,"22",18.90000000000,>Valor frontera M/B,"668826","4720620","29",CHMS
"POINT (204685.792147813 4716318.8850783)","37",NO01580003,"22",16.40000000000,>Valor frontera M/B,"697368","4712848","29",CHMS
"POINT (186987.398253701 4713919.80474745)","38",NO01580007,"22",15.70000000000,>Valor frontera M/B,"679896","4709205","29",CHMS
"POINT (190849.385410644 4717671.02997505)","39",NO01580024,"22",15.10000000000,>Valor frontera M/B,"683480","4713217","29",CHMS
"POINT (207118.426934967 4716645.79170647)","40",NO01580025,"22",13.90000000000,>Valor frontera M/B,"699770","4713346","29",CHMS
"POINT (196555.416141345 4724544.36733768)","41",NO01580027,"22",13.20000000000,>Valor frontera M/B,"688681","4720472","29",CHMS
"POINT (189905.216001003 4716256.18384136)","42",NO01580030,"22",16.70000000000,>Valor frontera M/B,"682639","4711740","29",CHMS
"POINT (190374.550123149 4715899.82362498)","43",NO01580031,"22",16.20000000000,>Valor frontera M/B,"683132","4711418","29",CHMS
"POINT (193821.289660897 4719850.83109238)","44",NO01580032,"22",14.70000000000,>Valor frontera M/B,"686288","4715600","29",CHMS
"POINT (221379.413277996 4722301.11307384)","45",NO01580040,"22",17.70280952380,>Valor frontera M/B,"713588","4719994","29",CHMS
"POINT (228093.304704327 4720898.53740292)","46",NO01590001,"22",18.05205047320,>Valor frontera M/B,"720382","4719071","29",CHMS
"POINT (219460.493571143 4723510.58398593)","47",NO01590005,"22",17.80000000000,>Valor frontera M/B,"711589","4721064","29",CHMS
"POINT (211485.608055554 4721969.88935079)","48",NO01590012,"22",16.10000000000,>Valor frontera M/B,"703747","4718963","29",CHMS
"POINT (220419.092397547 4724283.92666206)","49",NO01590013,"22",14.86191489360,>Valor frontera M/B,"712490","4721903","29",CHMS
"POINT (68663.5276514604 4704179.82107817)","50",NO01860002,"22",18.63297644540,>Valor frontera M/B,"562735","4691154","29",CHMS
"POINT (68307.1964156472 4714183.30806866)","51",NO01860003,"22",19.99404761900,>Valor frontera M/B,"561675","4701085","29",CHMS
"POINT (98542.6493301513 4699556.19723309)","52",NO01870003,"22",11.80000000000,<Valor frontera M/B,"592804","4688656","29",CHMS
"POINT (74131.0222114504 4711142.09584819)","53",NO01870014,"22",17.35392670160,>Valor frontera M/B,"567686","4698469","29",CHMS
"POINT (78575.4290608172 4705168.02629831)","54",NO01870015,"22",11.70000000000,<Valor frontera M/B,"572531","4692836","29",CHMS
"POINT (76661.5288863447 4706515.14223271)","55",NO01870018,"22",17.44208859370,>Valor frontera M/B,"570531","4694042","29",CHMS
"POINT (87861.8942761061 4701097.24807413)","56",NO01870030,"22",13.90000000000,>Valor frontera M/B,"582062","4689438","29",CHMS
"POINT (126068.48041989 4712236.50075329)","57",NO01880011,"22",14.40000000000,>Valor frontera M/B,"619320","4703224","29",CHMS
"POINT (121295.92986312 4714231.64255925)","58",NO01880015,"22",13.30000000000,>Valor frontera M/B,"614426","4704874","29",CHMS
"POINT (123454.663140786 4715348.73443583)","59",NO01880022,"22",13.90000000000,>Valor frontera M/B,"616497","4706139","29",CHMS
"POINT (119466.451262378 4711725.5135493)","60",NO01880030 ,"22",12.30000000000,<Valor frontera M/B,"612781","4702249","29",CHMS
"POINT (137374.889003063 4699569.73297773)","61",NO01890006,"22",19.40000000000,>Valor frontera M/B,"631475","4691405","29",CHMS
"POINT (146678.53447755 4697426.00065518)","62",NO01890016,"22",19.20000000000,>Valor frontera M/B,"640894","4689925","29",CHMS
"POINT (129609.920776718 4700870.04554174)","63",NO01890017,"22",17.70000000000,>Valor frontera M/B,"623649","4692153","29",CHMS
"POINT (155056.530387019 4701948.37856077)","64",NO01890032 ,"22",13.30000000000,>Valor frontera M/B,"648922","4695021","29",CHMS
"POINT (178194.068912924 4702750.30386095)","65",NO01900002,"22",15.60000000000,>Valor frontera M/B,"671921","4697452","29",CHMS
"POINT (166447.57025522 4705759.60483241)","66",NO01900015,"22",18.00000000000,>Valor frontera M/B,"660003","4699622","29",CHMS
"POINT (174654.292621413 4705731.30402972)","67",NO01900016,"22",11.60000000000,<Valor frontera M/B,"668183","4700173","29",CHMS
"POINT (186958.884342342 4708776.80678005)","68",NO01910004,"22",15.50000000000,>Valor frontera M/B,"680231","4704077","29",CHMS
"POINT (186076.64715139 4702992.96208042)","69",NO01910006,"22",16.40000000000,>Valor frontera M/B,"679760","4698250","29",CHMS
"POINT (184787.458947244 4695179.988325)","70",NO01910020,"22",15.80000000000,>Valor frontera M/B,"679026","4690372","29",CHMS
"POINT (190457.285218514 4711422.33696986)","71",NO01910030,"22",16.90000000000,>Valor frontera M/B,"683531","4706961","29",CHMS
"POINT (203179.674011023 4695765.58814759)","72",NO01910031,"22",18.40000000000,>Valor frontera M/B,"697318","4692252","29",CHMS
"POINT (211141.747746008 4696287.83668505)","73",NO01920010,"22",12.70000000000,<Valor frontera M/B,"705219","4693334","29",CHMS
"POINT (37682.6776714449 4688786.57113782)","74",NO02230005,"22",13.53164621680,>Valor frontera M/B,"532989","4673657","29",CHMS
"POINT (61565.3848521168 4695524.24056047)","75",NO02240011,"22",19.89988290400,>Valor frontera M/B,"556280","4682040","29",CHMS
"POINT (81772.4808596902 4688178.21111456)","76",NO02250011,"22",14.82014462810,>Valor frontera M/B,"576909","4676149","29",CHMS
"POINT (75702.1156355907 4682546.71655706)","77",NO02250017,"22",18.29872448980,>Valor frontera M/B,"571262","4670117","29",CHMS
"POINT (73199.9391622114 4690994.6897655)","78",NO02250020,"22",15.65017699120,>Valor frontera M/B,"568178","4678350","29",CHMS
"POINT (74213.9726971648 4693388.53582437)","79",NO02250021,"22",18.51926895310,>Valor frontera M/B,"569019","4680804","29",CHMS
"POINT (88026.2238339881 4697924.43061346)","80",NO02250022,"22",16.50000000000,>Valor frontera M/B,"582449","4686291","29",CHMS
"POINT (152871.489087902 4694924.42820075)","81",NO02270005,"22",16.80000000000,>Valor frontera M/B,"647240","4687869","29",CHMS
"POINT (150268.415079793 4693200.31520814)","82",NO02270011,"22",17.30000000000,>Valor frontera M/B,"644768","4685968","29",CHMS
"POINT (153987.122683577 4687643.03812165)","83",NO02270012,"22",13.70000000000,>Valor frontera M/B,"648864","4680693","29",CHMS
"POINT (141915.690243738 4694434.05551753)","84",NO02270020,"22",18.60000000000,>Valor frontera M/B,"636360","4686609","29",CHMS
"POINT (159911.179106344 4691444.04600401)","85",NO02280011,"22",12.60000000000,>Valor frontera M/B,"654499","4684897","29",CHMS
"POINT (200772.90811036 4685268.53008329)","86",NO02290010 ,"22",15.10000000000,>Valor frontera M/B,"695658","4681618","29",CHMS
"POINT (206749.622147516 4686182.73956462)","87",NO02290011,"22",18.30000000000,>Valor frontera M/B,"701552","4682950","29",CHMS
"POINT (76225.2140572033 4689674.92008125)","88",NO02550004,"22",15.67063253010,>Valor frontera M/B,"571282","4677249","29",CHMS
"POINT (33640.7155183143 4672556.20278882)","89",NO02610001,"22",12.60309579440,>Valor frontera M/B,"530106","4657226","29",CHMS
"POINT (40942.3974746318 4673193.00720474)","90",NO02610016,"22",16.27476851850,>Valor frontera M/B,"537326","4658371","29",CHMS
"POINT (35122.8434400389 4681167.38591261)","91",NO02610018,"22",14.95959158420,>Valor frontera M/B,"530977","4665897","29",CHMS
"POINT (28534.9168015511 4666477.28148814)","92",NO02610019,"22",14.64396551720,>Valor frontera M/B,"525452","4650821","29",CHMS
"POINT (45216.5341611925 4673217.71928894)","93",NO02620002,"22",16.80377777780,>Valor frontera M/B,"541577","4658695","29",CHMS
"POINT (44605.416578814 4676056.69963693)","94",NO02620004,"22",13.49188311690,>Valor frontera M/B,"540770","4661477","29",CHMS
"POINT (62193.6518407883 4676702.92126834)","95",NO02620005,"22",18.71040723980,>Valor frontera M/B,"558227","4663353","29",CHMS
"POINT (67050.2874482532 4679277.55801913)","96",NO02620011,"22",13.83433406110,>Valor frontera M/B,"562880","4666256","29",CHMS
"POINT (48682.1048467047 4682023.47458799)","97",NO02620012,"22",17.29848877370,>Valor frontera M/B,"544408","4667700","29",CHMS
"POINT (54186.9779883052 4674220.15172486)","98",NO02620013,"22",16.76893939390,>Valor frontera M/B,"550433","4660321","29",CHMS
"POINT (95639.9534173353 4663675.4858216)","99",NO02630002,"22",12.90000000000,>Valor frontera M/B,"592433","4652728","29",CHMS
"POINT (98501.7469889971 4671576.40725899)","100",NO02630009,"22",13.50000000000,>Valor frontera M/B,"594729","4660795","29",CHMS
"POINT (112253.708811093 4664275.094097)","101",NO02640002,"22",10.60000000000,<Valor frontera M/B,"608934","4654488","29",CHMS
"POINT (112505.50008834 4667056.0300629)","102",NO02640003,"22",7.80000000000,<Valor frontera M/B,"608990","4657275","29",CHMS
"POINT (106305.201355166 4670206.65957811)","103",NO02640004,"22",13.40000000000,>Valor frontera M/B,"602595","4659978","29",CHMS
"POINT (102244.910042857 4667808.90666573)","104",NO02640006,"22",12.20000000000,>Valor frontera M/B,"598720","4657306","29",CHMS
"POINT (126489.498578285 4674787.29613077)","105",NO02650003,"22",17.60000000000,>Valor frontera M/B,"622375","4665955","29",CHMS
"POINT (140412.959614321 4667285.71350414)","106",NO02650008,"22",17.60000000000,>Valor frontera M/B,"636770","4659459","29",CHMS
"POINT (154178.13848063 4671374.9313191)","107",NO02660007,"22",19.40000000000,>Valor frontera M/B,"650197","4664498","29",CHMS
"POINT (25728.4519506541 4665106.46550208)","108",NO02990005,"22",15.25221962620,>Valor frontera M/B,"522756","4649261","29",CHMS
"POINT (74485.0806440384 4654880.24825786)","109",NO03010007,"22",19.40000000000,>Valor frontera M/B,"571988","4642493","29",CHMS
"POINT (79336.8678171978 4651208.59444628)","110",NO03010016,"22",19.20000000000,>Valor frontera M/B,"577074","4639177","29",CHMS
"POINT (76042.2276115987 4647030.46188068)","111",NO03010018,"22",19.00000000000,>Valor frontera M/B,"574086","4634788","29",CHMS
"POINT (80733.8737754871 4656171.54914712)","112",NO03010019,"22",17.90000000000,>Valor frontera M/B,"578118","4644215","29",CHMS
"POINT (85969.0999869564 4654148.65094386)","113",NO03010020,"22",18.30000000000,>Valor frontera M/B,"583471","4642567","29",CHMS
"POINT (102053.765911935 4652679.5459066)","114",NO03020002,"22",17.50000000000,>Valor frontera M/B,"599588","4642228","29",CHMS
"POINT (482840.000048235 4564593.9999575)","115",TA43204001,"22",15.50000000000,>Valor frontera M/B,"482840","4564594","30",CHT
"POINT (471310.999971361 4540732.00004104)","116",TA45905004,"22",19.00000000000,>Valor frontera M/B,"471311","4540732","30",CHT
"POINT (499760.000048453 4550630.00002087)","117",TA46004005,"22",16.40000000000,>Valor frontera M/B,"499760","4550630","30",CHT
"POINT (522467.999959242 4556598.99995682)","118",TA46104005,"22",14.85000000000,>Valor frontera M/B,"522468","4556599","30",CHT
"POINT (468098.999995524 4524618.00001759)","119",TA48505005,"22",17.80000000000,>Valor frontera M/B,"468099","4524618","30",CHT
"POINT (488067.000024598 4521530.00003819)","120",TA48604001,"22",18.80000000000,>Valor frontera M/B,"488067","4521530","30",CHT
"POINT (490146.999985154 4520942.99996648)","121",TA48604004,"22",16.80000000000,>Valor frontera M/B,"490147","4520943","30",CHT
"POINT (502622.999983478 4531443.00001939)","122",TA48604005,"22",16.10000000000,>Valor frontera M/B,"502623","4531443","30",CHT
"POINT (505086.000004873 4530520.00000278)","123",TA48604007,"22",14.70000000000,>Valor frontera M/B,"505086","4530520","30",CHT
"POINT (514619.000014931 4534746.99997874)","124",TA48704002,"22",14.30000000000,>Valor frontera M/B,"514619","4534747","30",CHT
"POINT (448301.999998926 4505052.99996706)","125",TA50905002,"22",10.90000000000,<Valor frontera M/B,"448302","4505053","30",CHT
"POINT (482085.000031807 4507803.9999634)","126",TA51004001,"22",12.90000000000,>Valor frontera M/B,"482085","4507804","30",CHT
"POINT (495496.999958497 4516857.99995193)","127",TA51104001,"22",11.80000000000,<Valor frontera M/B,"495497","4516858","30",CHT
"POINT (488895.000024989 4517336.99998095)","128",TA51104003,"22",18.00000000000,>Valor frontera M/B,"488895","4517337","30",CHT
"POINT (531024.999986614 4511152.99997244)","129",TA51201005,"22",14.60000000000,>Valor frontera M/B,"531025","4511153","30",CHT
"POINT (526138.999983713 4503053.00001773)","130",TA51201006,"22",19.70000000000,>Valor frontera M/B,"526139","4503053","30",CHT
"POINT (550562.999981171 4503529.99995153)","131",TA51301003,"22",18.40000000000,>Valor frontera M/B,"550563","4503530","30",CHT
"POINT (596278.000008555 4518603.99996292)","132",TA51401001,"22",17.10000000000,>Valor frontera M/B,"596278","4518604","30",CHT
"POINT (587361.999975925 4503745.99995954)","133",TA51401003,"22",17.20000000000,>Valor frontera M/B,"587362","4503746","30",CHT
"POINT (367736.99995777 4487102.00003356)","134",TA53107001,"22",11.30000000000,<Valor frontera M/B,"367737","4487102","30",CHT
"POINT (424809.999997066 4491265.0000422)","135",TA53305001,"22",10.70000000000,<Valor frontera M/B,"424810","4491265","30",CHT
"POINT (406933.999972073 4492973.00003817)","136",TA53306004,"22",9.50000000000,<Valor frontera M/B,"406934","4492973","30",CHT
"POINT (414945.0000032 4497949.00000064)","137",TA53306005,"22",10.10000000000,<Valor frontera M/B,"414945","4497949","30",CHT
"POINT (407105.999989816 4500997.99996005)","138",TA53306006,"22",16.50000000000,>Valor frontera M/B,"407106","4500998","30",CHT
"POINT (420349.000016261 4484619.00002915)","139",TA53306007,"22",11.60000000000,<Valor frontera M/B,"420349","4484619","30",CHT
"POINT (432951.000002763 4486990.99996824)","140",TA53405001,"22",10.30000000000,<Valor frontera M/B,"432951","4486991","30",CHT
"POINT (451773.999960464 4492596.99996386)","141",TA53405003,"22",11.80000000000,<Valor frontera M/B,"451774","4492597","30",CHT
"POINT (431677.999950945 4500110.00002981)","142",TA53405004,"22",12.90000000000,<Valor frontera M/B,"431678","4500110","30",CHT
"POINT (446674.99998252 4494312.99997304)","143",TA53405006,"22",11.50000000000,>Valor frontera M/B,"446675","4494313","30",CHT
"POINT (476288.999976625 4486522.9999522)","144",TA53504004,"22",13.10000000000,>Valor frontera M/B,"476289","4486523","30",CHT
"POINT (467817.999998251 4486280.00000245)","145",TA53504007,"22",7.20000000000,<Valor frontera M/B,"467818","4486280","30",CHT
"POINT (499364.999995598 4491534.00001818)","146",TA53603002,"22",14.70000000000,>Valor frontera M/B,"499365","4491534","30",CHT
"POINT (502333.999985777 4492073.99996601)","147",TA53603003,"22",15.90000000000,>Valor frontera M/B,"502334","4492074","30",CHT
"POINT (540306.999951373 4483905.00002444)","148",TA53701001,"22",15.40000000000,>Valor frontera M/B,"540307","4483905","30",CHT
"POINT (571953.999993248 4486644.99998612)","149",TA53901003,"22",17.50000000000,>Valor frontera M/B,"571954","4486645","30",CHT
"POINT (258174.000018022 4472758.99995399)","150",TA55310004,"22",13.70000000000,>Valor frontera M/B,"258174","4472759","30",CHT
"POINT (362115.000011104 4478085.00003863)","151",TA55607007,"22",10.70000000000,<Valor frontera M/B,"362115","4478085","30",CHT
"POINT (382803.000025246 4407555.99995575)","152",TA55608008,"22",8.20000000000,<Valor frontera M/B,"382803","4407556","30",CHT
"POINT (382087.999975328 4479769.00003072)","153",TA55707007,"22",9.90000000000,<Valor frontera M/B,"382088","4479769","30",CHT
"POINT (387906.999958831 4473978.9999666)","154",TA55707012,"22",14.50000000000,>Valor frontera M/B,"387907","4473979","30",CHT
"POINT (418962.000004236 4477143.0000252)","155",TA55806001,"22",11.10000000000,<Valor frontera M/B,"418962","4477143","30",CHT
"POINT (420658.999968266 4480536.00001641)","156",TA55806002,"22",6.50000000000,<Valor frontera M/B,"420659","4480536","30",CHT
"POINT (406829.000023399 4476519.00003053)","157",TA55807001,"22",10.90000000000,>Valor frontera M/B,"406829","4476519","30",CHT
"POINT (442123.00002083 4467981.99995681)","158",TA55905003,"22",9.70000000000,<Valor frontera M/B,"442123","4467982","30",CHT
"POINT (455343.000015398 4476288.00001366)","159",TA55905004,"22",6.20000000000,<Valor frontera M/B,"455343","4476288","30",CHT
"POINT (464245.000033867 4478886.00003867)","160",TA56004002,"22",12.00000000000,>Valor frontera M/B,"464245","4478886","30",CHT
"POINT (456763.999987084 4471759.99998582)","161",TA56005001,"22",7.40000000000,<Valor frontera M/B,"456764","4471760","30",CHT
"POINT (463114.999998083 4471543.00000824)","162",TA56005002,"22",7.20000000000,<Valor frontera M/B,"463115","4471543","30",CHT
"POINT (507311.000002626 4470173.00000965)","163",TA56102001,"22",14.20000000000,>Valor frontera M/B,"507311","4470173","30",CHT
"POINT (531591.00000222 4472269.00001448)","164",TA56201006,"22",13.20000000000,>Valor frontera M/B,"531591","4472269","30",CHT
"POINT (557165.999993868 4475091.99995022)","165",TA56301004,"22",14.80000000000,>Valor frontera M/B,"557166","4475092","30",CHT
"POINT (551635.000046148 4479711.99997101)","166",TA56301005,"22",17.70000000000,>Valor frontera M/B,"551635","4479712","30",CHT
"POINT (185494.999956932 4454290.00004225)","167",TA57311002,"22",19.00000000000,>Valor frontera M/B,"185495","4454290","30",CHT
"POINT (188397.999961384 4454531.00000486)","168",TA57311005,"22",18.90000000000,>Valor frontera M/B,"188398","4454531","30",CHT
"POINT (243997.000030955 4456015.00001243)","169",TA57510003,"22",10.60000000000,<Valor frontera M/B,"243997","4456015","30",CHT
"POINT (266635.999961063 4456436.00002128)","170",TA57610001,"22",17.10000000000,>Valor frontera M/B,"266636","4456436","30",CHT
"POINT (326977.000006252 4454402.00003774)","171",TA57809002,"22",14.70000000000,>Valor frontera M/B,"326977","4454402","30",CHT
"POINT (322263.999951079 4450201.00002852)","172",TA57809003,"22",14.10000000000,>Valor frontera M/B,"322264","4450201","30",CHT
"POINT (335342.999995869 4453668.99998061)","173",TA57809005,"22",15.60000000000,>Valor frontera M/B,"335343","4453669","30",CHT
"POINT (358146.000013399 4459561.9999834)","174",TA57908001,"22",11.20000000000,>Valor frontera M/B,"358146","4459562","30",CHT
"POINT (351457.000036727 4452269.00000989)","175",TA57909002,"22",12.20000000000,>Valor frontera M/B,"351457","4452269","30",CHT
"POINT (346237.999982361 4454608.00004241)","176",TA57909005,"22",11.70000000000,>Valor frontera M/B,"346238","4454608","30",CHT
"POINT (397720.99997522 4464692.00003306)","177",TA58007003,"22",11.30000000000,>Valor frontera M/B,"397721","4464692","30",CHT
"POINT (397143.999958059 4464077.99995463)","178",TA58007013,"22",12.70000000000,<Valor frontera M/B,"397144","4464078","30",CHT
"POINT (380544.000047022 4450193.0000179)","179",TA58007014,"22",11.20000000000,>Valor frontera M/B,"380544","4450193","30",CHT
"POINT (419528.000026167 4452601.99999627)","180",TA58106001,"22",6.10000000000,<Valor frontera M/B,"419528","4452602","30",CHT
"POINT (420111.999970596 4462638.99995833)","181",TA58106002,"22",4.80000000000,<Valor frontera M/B,"420112","4462639","30",CHT
"POINT (422948.000012335 4459182.99996411)","182",TA58106003,"22",6.30000000000,<Valor frontera M/B,"422948","4459183","30",CHT
"POINT (449198.999952737 4461632.00000434)","183",TA58205001,"22",3.50000000000,<Valor frontera M/B,"449199","4461632","30",CHT
"POINT (454123.999987675 4453742.99998337)","184",TA58205004,"22",8.50000000000,<Valor frontera M/B,"454124","4453743","30",CHT
"POINT (508728.000046077 4464788.99998718)","185",TA58402004,"22",12.90000000000,>Valor frontera M/B,"508728","4464789","30",CHT
"POINT (526505.000034546 4446716.00001199)","186",TA58501001,"22",7.50000000000,<Valor frontera M/B,"526505","4446716","30",CHT
"POINT (529799.999962707 4463248.00004688)","187",TA58501002,"22",19.20000000000,>Valor frontera M/B,"529800","4463248","30",CHT
"POINT (520058.999983657 4455057.99997533)","188",TA58501003,"22",15.10000000000,>Valor frontera M/B,"520059","4455058","30",CHT
"POINT (157435.000028627 4451519.99999098)","189",TA59512001,"22",17.60000000000,>Valor frontera M/B,"157435","4451520","30",CHT
"POINT (163248.000007735 4447664.99998531)","190",TA59512002,"22",13.90000000000,>Valor frontera M/B,"163248","4447665","30",CHT
"POINT (191148.000025953 4437650.00005112)","191",TA59611003,"22",12.00000000000,<Valor frontera M/B,"191148","4437650","30",CHT
"POINT (184535.000001444 4435847.99998317)","192",TA59611004,"22",12.60000000000,<Valor frontera M/B,"184535","4435848","30",CHT
"POINT (190097.000046088 4440575.9999779)","193",TA59611008,"22",13.00000000000,<Valor frontera M/B,"190097","4440576","30",CHT
"POINT (219291.999966392 4441899.99997575)","194",TA59710005,"22",10.70000000000,<Valor frontera M/B,"219292","4441900","30",CHT
"POINT (226285.00002481 4437777.99996782)","195",TA59710007,"22",10.30000000000,<Valor frontera M/B,"226285","4437778","30",CHT
"POINT (210347.99999718 4434424.99998048)","196",TA59710008,"22",10.00000000000,<Valor frontera M/B,"210348","4434425","30",CHT
"POINT (251151.000007058 4432817.0000466)","197",TA59809001,"22",15.80000000000,>Valor frontera M/B,"251151","4432817","30",CHT
"POINT (238074.000007622 4436378.00000034)","198",TA59810009,"22",12.30000000000,<Valor frontera M/B,"238074","4436378","30",CHT
"POINT (232807.999965951 4440247.99999402)","199",TA59810011,"22",10.70000000000,<Valor frontera M/B,"232808","4440248","30",CHT
"POINT (276945.000043177 4433529.00000283)","200",TA59909007,"22",12.70000000000,<Valor frontera M/B,"276945","4433529","30",CHT
"POINT (278334.999997196 4433318.9999573)","201",TA59909009,"22",6.70000000000,<Valor frontera M/B,"278335","4433319","30",CHT
"POINT (279913.999997314 4435480.99995854)","202",TA59909010,"22",15.50000000000,>Valor frontera M/B,"279914","4435481","30",CHT
"POINT (268196.000051681 4431550.99997106)","203",TA59909012,"22",17.65000000000,>Valor frontera M/B,"268196","4431551","30",CHT
"POINT (277550.000045464 4436039.00002821)","204",TA59909076,"22",14.00000000000,>Valor frontera M/B,"277550","4436039","30",CHT
"POINT (290301.999982499 4439877.00001606)","205",TA60009009,"22",15.30000000000,>Valor frontera M/B,"290302","4439877","30",CHT
"POINT (286513.999976703 4435564.999974)","206",TA60009098,"22",8.90000000000,<Valor frontera M/B,"286514","4435565","30",CHT
"POINT (309336.000015948 4448964.99995299)","207",TA60009999,"22",15.70000000000,>Valor frontera M/B,"309336","4448965","30",CHT
"POINT (328225.99998625 4447368.99999525)","208",TA60109004,"22",11.30000000000,<Valor frontera M/B,"328226","4447369","30",CHT
"POINT (315940.00001624 4436047.00004986)","209",TA60109006,"22",14.10000000000,>Valor frontera M/B,"315940","4436047","30",CHT
"POINT (352120.00002131 4429751.99998753)","210",TA60207011,"22",10.80000000000,<Valor frontera M/B,"352120","4429752","30",CHT
"POINT (374511.000034871 4436363.00002506)","211",TA60307005,"22",11.40000000000,>Valor frontera M/B,"374511","4436363","30",CHT
"POINT (371730.000017278 4431435.00003278)","212",TA60307006,"22",8.00000000000,<Valor frontera M/B,"371730","4431435","30",CHT
"POINT (443484.000044868 4432071.00002025)","213",TA60502001,"22",5.70000000000,<Valor frontera M/B,"443484","4432071","30",CHT
"POINT (452121.000029894 4432817.99999308)","214",TA60502004,"22",12.00000000000,>Valor frontera M/B,"452121","4432818","30",CHT
"POINT (451092.99999363 4442459.00001092)","215",TA60503005,"22",13.30000000000,>Valor frontera M/B,"451093","4442459","30",CHT
