WKT,OBJECTID,COD_ESTACI,COD_METRIC,MínDeVALO,UTMX,UTMY,HUSO,NOM_DEMARC
"POINT (260940.0000367 4805671.99996417)","1402",NO00280015,METI,<Valor frontera M/B,"260940","4805672","30",CHCOcc
"POINT (262705.999995737 4807704.00001542)","1403",NO00280020,METI,<Valor frontera M/B,"262706","4807704","30",CHCOcc
"POINT (271470.000044524 4809146.00004621)","1404",NO00290003,METI,<Valor frontera M/B,"271470","4809146","30",CHCOcc
"POINT (271762.999957504 4810643.99995709)","1405",NO00290004,METI,<Valor frontera M/B,"271763","4810644","30",CHCOcc
"POINT (284220.000006543 4807081.00002006)","1406",NO00290010,METI,<Valor frontera M/B,"284220","4807081","30",CHCOcc
"POINT (299155.000045811 4803228.0000211)","1407",NO00300016,METI,>Valor frontera M/B,"299155","4803228","30",CHCOcc
"POINT (415007.999959326 4801876.00001248)","1408",NO00340003,METI,>Valor frontera M/B,"415008","4801876","30",CHCOcc
"POINT (430611.000008778 4803171.99995717)","1409",NO00340009,METI,<Valor frontera M/B,"430611","4803172","30",CHCOcc
"POINT (452466.000001296 4811468.00004272)","1410",NO00350001,METI,<Valor frontera M/B,"452466","4811468","30",CHCOcc
"POINT (443197.000027999 4806782.00003745)","1411",NO00350002,METI,>Valor frontera M/B,"443197","4806782","30",CHCOcc
"POINT (442791.999991292 4807485.00001773)","1412",NO00350006,METI,>Valor frontera M/B,"442792","4807485","30",CHCOcc
"POINT (443630.000034134 4799477.99996025)","1413",NO00350009,METI,<Valor frontera M/B,"443630","4799478","30",CHCOcc
"POINT (483837.999976282 4800952.00003134)","1414",NO00360001,METI,>Valor frontera M/B,"483838","4800952","30",CHCOcc
"POINT (481482.000044 4801429.00002411)","1415",NO00360002,METI,>Valor frontera M/B,"481482","4801429","30",CHCOcc
"POINT (459142.999974658 4800974.999999)","1416",NO00360007,METI,>Valor frontera M/B,"459143","4800975","30",CHCOcc
"POINT (221455.000027601 4798817.99999256)","1417",NO00510004,METI,>Valor frontera M/B,"221455","4798818","30",CHCOcc
"POINT (230555.000044174 4797774.00002356)","1418",NO00510005,METI,>Valor frontera M/B,"230555","4797774","30",CHCOcc
"POINT (219184.999962805 4791633.99996411)","1419",NO00510013,METI,>Valor frontera M/B,"219185","4791634","30",CHCOcc
"POINT (263833.999982341 4799589.99996749)","1420",NO00520008,METI,<Valor frontera M/B,"263834","4799590","30",CHCOcc
"POINT (266206.000043113 4801486.00004239)","1421",NO00520012,METI,<Valor frontera M/B,"266206","4801486","30",CHCOcc
"POINT (274301.999992057 4793219.99996745)","1422",NO00530012,METI,<Valor frontera M/B,"274302","4793220","30",CHCOcc
"POINT (277004.999993298 4787667.99998914)","1423",NO00530013,METI,<Valor frontera M/B,"277005","4787668","30",CHCOcc
"POINT (281339.000000943 4788134.00002667)","1424",NO00530014,METI,>Valor frontera M/B,"281339","4788134","30",CHCOcc
"POINT (273716.9999805 4786516.00002535)","1425",NO00530015,METI,>Valor frontera M/B,"273717","4786516","30",CHCOcc
"POINT (351446.000005799 4796572.99998677)","1426",NO00560005,METI,>Valor frontera M/B,"351446","4796573","30",CHCOcc
"POINT (355217.000032651 4791713.0000111)","1427",NO00560008,METI,>Valor frontera M/B,"355217","4791713","30",CHCOcc
"POINT (423234.000012262 4796065.99997196)","1428",NO00580002,METI,>Valor frontera M/B,"423234","4796066","30",CHCOcc
"POINT (470785.999990118 4782212.99996611)","1429",NO00600003,METI,>Valor frontera M/B,"470786","4782213","30",CHCOcc
"POINT (478447.000044205 4789461.99997951)","1430",NO00600008,METI,>Valor frontera M/B,"478447","4789462","30",CHCOcc
"POINT (506454.000013173 4787727.00001777)","1431",NO00610003,METI,<Valor frontera M/B,"506454","4787727","30",CHCOr
"POINT (501895.000018345 4788553.00004475)","1432",NO00610011,METI,<Valor frontera M/B,"501895","4788553","30",CHCOr
"POINT (531754.000044869 4779597.00000101)","1433",NO00620006,METI,<Valor frontera M/B,"531754","4779597","30",CHCOr
"POINT (526565.999991449 4781507.99999439)","1434",NO00620007,METI,<Valor frontera M/B,"526566","4781508","30",CHCOr
"POINT (518564.000019437 4783180.00002253)","1435",NO00620008,METI,>Valor frontera M/B,"518564","4783180","30",CHCOr
"POINT (519893.999975657 4784347.00004313)","1436",NO00620009,METI,<Valor frontera M/B,"519894","4784347","30",CHCOr
"POINT (579096.000045995 4786640.00000436)","1437",NO00640009,METI,<Valor frontera M/B,"579096","4786640","30",CHCOr
"POINT (575269.999976469 4782405.00000202)","1438",NO00640018,METI,<Valor frontera M/B,"575270","4782405","30",CHCOr
"POINT (606432.000021273 4791758.00001316)","1439",NO00650002,METI,>Valor frontera M/B,"606432","4791758","30",CHCOr
"POINT (574065.999952044 4774905.99998519)","1440",NO00820014,METI,>Valor frontera M/B,"574066","4774906","30",CHCOr
"POINT (477029.999958697 4772105.99999649)","1441",NO00850001,METI,>Valor frontera M/B,"477030","4772106","30",CHCOr
"POINT (515943.000004245 4787038.00003115)","1442",NO00850006,METI,<Valor frontera M/B,"515943","4787038","30",CHCOr
"POINT (499933.999963357 4769934.00003578)","1443",NO00860004,METI,<Valor frontera M/B,"499934","4769934","30",CHCOr
"POINT (499754.000030173 4770149.99998029)","1444",NO00860005,METI,>Valor frontera M/B,"499754","4770150","30",CHCOr
"POINT (535034.999985617 4775385.00001784)","1445",NO00870003,METI,<Valor frontera M/B,"535035","4775385","30",CHCOr
"POINT (563885.00004565 4766151.99996014)","1446",NO00880006,METI,>Valor frontera M/B,"563885","4766152","30",CHCOr
"POINT (562527.99997746 4763673.00000148)","1447",NO00880009,METI,>Valor frontera M/B,"562528","4763673","30",CHCOr
"POINT (575561.999995718 4776035.999979)","1448",NO00890003,METI,<Valor frontera M/B,"575562","4776036","30",CHCOr
"POINT (567519.999974717 4768265.00000097)","1449",NO00890007,METI,<Valor frontera M/B,"567520","4768265","30",CHCOr
"POINT (613504.000009116 4777610.99998667)","1450",NO00900004,METI,>Valor frontera M/B,"613504","4777611","30",CHCOr
"POINT (149020.000042074 4307399.0000094)","1451","400027",IBMWP,>Valor frontera M/B,"149020","4307399","30",CHGn
"POINT (252228.999992828 4289874.00003798)","1452","400061",IBMWP,<Valor frontera M/B,"252229","4289874","30",CHGn
"POINT (192670.999956932 4292245.00002978)","1453","400066",IBMWP,<Valor frontera M/B,"192671","4292245","30",CHGn
"POINT (169081.000025171 4294571.99996429)","1454","400067",IBMWP,<Valor frontera M/B,"169081","4294572","30",CHGn
"POINT (126599.999982178 4175302.00001053)","1455","400075",IBMWP,>Valor frontera M/B,"126600","4175302","30",CHGn
"POINT (179530.000038438 4308703.00000542)","1456","400119",IBMWP,<Valor frontera M/B,"179530","4308703","30",CHGn
"POINT (367504.999992519 4293979.99997839)","1457","400120",IBMWP,>Valor frontera M/B,"367505","4293980","30",CHGn
"POINT (231469.999968201 4254819.99996733)","1458","400122",IBMWP,>Valor frontera M/B,"231470","4254820","30",CHGn
"POINT (494515.000037761 4354588.00000305)","1459","400150",IBMWP,<Valor frontera M/B,"494515","4354588","30",CHGn
"POINT (518617.000011077 4371637.00004664)","1460","400151",IBMWP,<Valor frontera M/B,"518617","4371637","30",CHGn
"POINT (420171.000046008 4341884.99997017)","1461","400157",IBMWP,<Valor frontera M/B,"420171","4341885","30",CHGn
"POINT (293569.000013673 4358048.00004484)","1462","400169",IBMWP,>Valor frontera M/B,"293569","4358048","30",CHGn
"POINT (264418.000013615 4333230.00002765)","1463","400171",IBMWP,<Valor frontera M/B,"264418","4333230","30",CHGn
"POINT (239420.99996699 4329220.99995738)","1464","400176",IBMWP,<Valor frontera M/B,"239421","4329221","30",CHGn
"POINT (218278.999988995 4329915.99995979)","1465","400178",IBMWP,>Valor frontera M/B,"218279","4329916","30",CHGn
"POINT (203185.000008984 4329813.99999575)","1466","400179",IBMWP,<Valor frontera M/B,"203185","4329814","30",CHGn
"POINT (430150.000048768 4328128.00000816)","1467","400188",IBMWP,<Valor frontera M/B,"430150","4328128","30",CHGn
"POINT (145239.000023475 4305667.00000491)","1468","400196",IBMWP,<Valor frontera M/B,"145239","4305667","30",CHGn
"POINT (463116.000001661 4283156.00002459)","1469","400200",IBMWP,<Valor frontera M/B,"463116","4283156","30",CHGn
"POINT (422865.999985442 4302299.99995317)","1470","400202",IBMWP,>Valor frontera M/B,"422866","4302300","30",CHGn
"POINT (454203.000028356 4280009.00000682)","1471","400203",IBMWP,>Valor frontera M/B,"454203","4280009","30",CHGn
"POINT (386933.999990705 4294623.99995466)","1472","400205",IBMWP,>Valor frontera M/B,"386934","4294624","30",CHGn
"POINT (351297.000006079 4296032.99998891)","1473","400213",IBMWP,>Valor frontera M/B,"351297","4296033","30",CHGn
"POINT (338650.000036801 4288497.0000276)","1474","400214",IBMWP,>Valor frontera M/B,"338650","4288497","30",CHGn
"POINT (319657.000046342 4256173.000032)","1475","400219",IBMWP,>Valor frontera M/B,"319657","4256173","30",CHGn
"POINT (255709.000000643 4305107.0000154)","1476","400222",IBMWP,<Valor frontera M/B,"255709","4305107","30",CHGn
"POINT (223438.999990481 4270223.99996099)","1477","400225",IBMWP,<Valor frontera M/B,"223439","4270224","30",CHGn
"POINT (229854.99996991 4285889.00004384)","1478","400227",IBMWP,<Valor frontera M/B,"229855","4285889","30",CHGn
"POINT (215803.000008076 4280302.99998961)","1479","400228",IBMWP,<Valor frontera M/B,"215803","4280303","30",CHGn
"POINT (208573.999984672 4285093.9999768)","1480","400229",IBMWP,<Valor frontera M/B,"208574","4285094","30",CHGn
"POINT (200351.99996068 4305641.99995758)","1481","400230",IBMWP,<Valor frontera M/B,"200352","4305642","30",CHGn
"POINT (161561.000016977 4303187.0000365)","1482","400235",IBMWP,<Valor frontera M/B,"161561","4303187","30",CHGn
"POINT (155387.99997583 4278314.99995875)","1483","400236",IBMWP,<Valor frontera M/B,"155388","4278315","30",CHGn
"POINT (144500.999966247 4296778.00000143)","1484","400237",IBMWP,<Valor frontera M/B,"144501","4296778","30",CHGn
"POINT (163458.999973355 4263879.99996013)","1485","400238",IBMWP,>Valor frontera M/B,"163459","4263880","30",CHGn
"POINT (147054.999965691 4243560.00002345)","1486","400239",IBMWP,<Valor frontera M/B,"147055","4243560","30",CHGn
"POINT (167734.999985552 4243512.00004676)","1487","400241",IBMWP,>Valor frontera M/B,"167735","4243512","30",CHGn
"POINT (157433.000046511 4208316.00004579)","1488","400246",IBMWP,>Valor frontera M/B,"157433","4208316","30",CHGn
"POINT (117353.000032495 4193187.00000386)","1489","400248",IBMWP,>Valor frontera M/B,"117353","4193187","30",CHGn
"POINT (122285.000022311 4187128.00000358)","1490","400251",IBMWP,>Valor frontera M/B,"122285","4187128","30",CHGn
"POINT (331059.000007622 4258021.00004804)","1491","400253",IBMWP,<Valor frontera M/B,"331059","4258021","30",CHGn
"POINT (525421.000010163 4304594.99998067)","1492","400256",IBMWP,>Valor frontera M/B,"525421","4304595","30",CHGn
"POINT (257227.000005121 4337101.00002276)","1493","400267",IBMWP,>Valor frontera M/B,"257227","4337101","30",CHGn
"POINT (253773.999971231 4348868.00002799)","1494","400268",IBMWP,>Valor frontera M/B,"253774","4348868","30",CHGn
"POINT (351546.999992618 4333474.99995378)","1495","400272",IBMWP,>Valor frontera M/B,"351547","4333475","30",CHGn
"POINT (324627.999972034 4338681.99998225)","1496","400273",IBMWP,>Valor frontera M/B,"324628","4338682","30",CHGn
"POINT (333588.000021394 4319745.00000594)","1497","400277",IBMWP,>Valor frontera M/B,"333588","4319745","30",CHGn
"POINT (306230.999966941 4300869.00001916)","1498","400278",IBMWP,>Valor frontera M/B,"306231","4300869","30",CHGn
"POINT (292743.999997687 4298821.00000444)","1499","400279",IBMWP,>Valor frontera M/B,"292744","4298821","30",CHGn
"POINT (180968.999983749 4291940.99997583)","1500","400283",IBMWP,<Valor frontera M/B,"180969","4291941","30",CHGn
"POINT (139957.999964982 4274203.99995104)","1501","400284",IBMWP,<Valor frontera M/B,"139958","4274204","30",CHGn
"POINT (149064.999970737 4251826.00004539)","1502","400286",IBMWP,>Valor frontera M/B,"149065","4251826","30",CHGn
"POINT (112395.000010049 4132123.99996435)","1503","400293",IBMWP,>Valor frontera M/B,"112395","4132124","30",CHGn
"POINT (320367.999956863 4275399.99997407)","1504","400294",IBMWP,>Valor frontera M/B,"320368","4275400","30",CHGn
"POINT (469914.00002274 4272965.99999971)","1505","400296",IBMWP,>Valor frontera M/B,"469914","4272966","30",CHGn
"POINT (491397.000006021 4337321.00004411)","1506","400297",IBMWP,<Valor frontera M/B,"491397","4337321","30",CHGn
"POINT (432566.999973805 4284895.99996936)","1507","400301",IBMWP,<Valor frontera M/B,"432567","4284896","30",CHGn
"POINT (403049.99999143 4361668.00003738)","1508","400302",IBMWP,<Valor frontera M/B,"403050","4361668","30",CHGn
"POINT (348506.999999282 4352007.00003026)","1509","400305",IBMWP,>Valor frontera M/B,"348507","4352007","30",CHGn
"POINT (328885.99996495 4342855.00003914)","1510","400306",IBMWP,>Valor frontera M/B,"328886","4342855","30",CHGn
"POINT (319036.000036368 4332721.00005122)","1511","400308",IBMWP,>Valor frontera M/B,"319036","4332721","30",CHGn
"POINT (307175.999948688 4338310.00003017)","1512","400309",IBMWP,>Valor frontera M/B,"307176","4338310","30",CHGn
"POINT (289829.999969858 4348255.99996359)","1513","400311",IBMWP,>Valor frontera M/B,"289830","4348256","30",CHGn
"POINT (282380.000021305 4355609.00005093)","1514","400312",IBMWP,>Valor frontera M/B,"282380","4355609","30",CHGn
"POINT (313175.000028465 4287383.00004901)","1515","400314",IBMWP,<Valor frontera M/B,"313175","4287383","30",CHGn
"POINT (300767.999987389 4307735.99995801)","1516","400315",IBMWP,>Valor frontera M/B,"300768","4307736","30",CHGn
"POINT (300145.0000131 4322399.00000108)","1517","400316",IBMWP,>Valor frontera M/B,"300145","4322399","30",CHGn
"POINT (263203.000008647 4313063.00000922)","1518","400317",IBMWP,<Valor frontera M/B,"263203","4313063","30",CHGn
"POINT (233796.999957362 4311093.00001673)","1519","400318",IBMWP,<Valor frontera M/B,"233797","4311093","30",CHGn
"POINT (226302.000038271 4304108.9999877)","1520","400319",IBMWP,<Valor frontera M/B,"226302","4304109","30",CHGn
"POINT (194576.999967624 4314404.99994929)","1521","400321",IBMWP,<Valor frontera M/B,"194577","4314405","30",CHGn
"POINT (179053.000032161 4310625.9999553)","1522","400322",IBMWP,<Valor frontera M/B,"179053","4310626","30",CHGn
"POINT (173485.999972797 4349564.9999665)","1523","400323",IBMWP,>Valor frontera M/B,"173486","4349565","30",CHGn
"POINT (163901.999998992 4317658.99998465)","1524","400324",IBMWP,<Valor frontera M/B,"163902","4317659","30",CHGn
"POINT (135317.999955954 4293585.00001922)","1525","400325",IBMWP,<Valor frontera M/B,"135318","4293585","30",CHGn
"POINT (134033.999987142 4291304.99997749)","1526","400326",IBMWP,<Valor frontera M/B,"134034","4291305","30",CHGn
"POINT (134854.000000629 4285242.99997115)","1527","400327",IBMWP,<Valor frontera M/B,"134854","4285243","30",CHGn
"POINT (126396.000030903 4262668.00004824)","1528","400330",IBMWP,>Valor frontera M/B,"126396","4262668","30",CHGn
"POINT (183468.000000969 4251428.00001653)","1529","400333",IBMWP,<Valor frontera M/B,"183468","4251428","30",CHGn
"POINT (148776.999968027 4235153.99999811)","1530","400335",IBMWP,>Valor frontera M/B,"148777","4235154","30",CHGn
"POINT (284616.000014562 4335383.0000382)","1531","400339",IBMWP,<Valor frontera M/B,"284616","4335383","30",CHGn
"POINT (289458.999974531 4350984.00004527)","1532","400340",IBMWP,>Valor frontera M/B,"289459","4350984","30",CHGn
"POINT (278458.000033091 4331359.00004142)","1533","400342",IBMWP,<Valor frontera M/B,"278458","4331359","30",CHGn
"POINT (279494.00002783 4297938.00003783)","1534","400346",IBMWP,>Valor frontera M/B,"279494","4297938","30",CHGn
"POINT (301577.999988505 4346477.00001432)","1535","400473",IBMWP,>Valor frontera M/B,"301578","4346477","30",CHGn
"POINT (260976.000011506 4356631.00003171)","1536","400474",IBMWP,>Valor frontera M/B,"260976","4356631","30",CHGn
"POINT (160304.9999557 4359864.99997131)","1537","400475",IBMWP,>Valor frontera M/B,"160305","4359865","30",CHGn
"POINT (272143.000006385 4316348.99998296)","1538","400478",IBMWP,<Valor frontera M/B,"272143","4316349","30",CHGn
"POINT (142182.000023807 4341631.99997642)","1539","400480",IBMWP,<Valor frontera M/B,"142182","4341632","30",CHGn
"POINT (146030.999983912 4261998.00000149)","1540","400481",IBMWP,<Valor frontera M/B,"146031","4261998","30",CHGn
"POINT (322169.000038038 4287326.00001189)","1541","400483",IBMWP,>Valor frontera M/B,"322169","4287326","30",CHGn
"POINT (391805.999961201 4364359.99995399)","1542","400484",IBMWP,>Valor frontera M/B,"391806","4364360","30",CHGn
"POINT (172863.999969587 4272380.99998296)","1543","400485",IBMWP,>Valor frontera M/B,"172864","4272381","30",CHGn
"POINT (324365.000037645 4301483.00003014)","1544","400486",IBMWP,>Valor frontera M/B,"324365","4301483","30",CHGn
"POINT (296884.99995903 4305765.00004013)","1545","400488",IBMWP,>Valor frontera M/B,"296885","4305765","30",CHGn
"POINT (397680.999987848 4309183.00001073)","1546","400489",IBMWP,>Valor frontera M/B,"397681","4309183","30",CHGn
"POINT (419692.999969382 4330204.99994997)","1547","400491",IBMWP,<Valor frontera M/B,"419693","4330205","30",CHGn
"POINT (148883.999988376 4309516.00002424)","1548","400492",IBMWP,<Valor frontera M/B,"148884","4309516","30",CHGn
"POINT (216856.000012583 4299960.00004966)","1549","400494",IBMWP,<Valor frontera M/B,"216856","4299960","30",CHGn
"POINT (129617.00000998 4183755.0000227)","1550","400497",IBMWP,>Valor frontera M/B,"129617","4183755","30",CHGn
"POINT (293607.999955008 4366478.00002983)","1551","400501",IBMWP,>Valor frontera M/B,"293608","4366478","30",CHGn
"POINT (283615.999977071 4348915.99999324)","1552","400502",IBMWP,<Valor frontera M/B,"283616","4348916","30",CHGn
"POINT (156572.000044288 4230982.99997529)","1553","400598",IBMWP,>Valor frontera M/B,"156572","4230983","30",CHGn
"POINT (513825.999957336 4313637.00000195)","1554","400614",IBMWP,>Valor frontera M/B,"513826","4313637","30",CHGn
"POINT (523737.999955591 4297070.99998724)","1555","400615",IBMWP,>Valor frontera M/B,"523738","4297071","30",CHGn
"POINT (517577.000039025 4304858.00001434)","1556","400616",IBMWP,>Valor frontera M/B,"517577","4304858","30",CHGn
"POINT (196709.999999879 4262978.99997002)","1557","400618",IBMWP,<Valor frontera M/B,"196710","4262979","30",CHGn
"POINT (158860.999953366 4325532.9999609)","1558","400619",IBMWP,>Valor frontera M/B,"158861","4325533","30",CHGn
"POINT (157025.000034494 4328974.99995588)","1559","400621",IBMWP,<Valor frontera M/B,"157025","4328975","30",CHGn
"POINT (125626.000032506 4261442.00000278)","1560","400622",IBMWP,>Valor frontera M/B,"125626","4261442","30",CHGn
"POINT (136628.000001747 4244315.99995314)","1561","400623",IBMWP,>Valor frontera M/B,"136628","4244316","30",CHGn
"POINT (155100.000023671 4238422.00001106)","1562","400624",IBMWP,>Valor frontera M/B,"155100","4238422","30",CHGn
"POINT (141121.999978596 4233607.99997294)","1563","400625",IBMWP,>Valor frontera M/B,"141122","4233608","30",CHGn
"POINT (139343.999959048 4217981.99999915)","1564","400626",IBMWP,>Valor frontera M/B,"139344","4217982","30",CHGn
"POINT (161682.999961759 4266558.99999594)","1565","400627",IBMWP,>Valor frontera M/B,"161683","4266559","30",CHGn
"POINT (250786.999991946 4348427.99996689)","1566","400628",IBMWP,>Valor frontera M/B,"250787","4348428","30",CHGn
"POINT (122363.379663275 4164650.73827133)","1567","400634",IBMWP,>Valor frontera M/B,"122363","4164651","30",CHGn
"POINT (122017.199375549 4166282.53424053)","1568","400635",IBMWP,>Valor frontera M/B,"122017","4166283","30",CHGn
"POINT (119817.000001918 4168567.00003415)","1569","400636",IBMWP,>Valor frontera M/B,"119817","4168567","30",CHGn
"POINT (339232.000042267 4331623.00001556)","1570","400637",IBMWP,>Valor frontera M/B,"339232","4331623","30",CHGn
"POINT (328790.000023466 4323293.0000087)","1571","400638",IBMWP,>Valor frontera M/B,"328790","4323293","30",CHGn
"POINT (345540.000036413 4285049.99997855)","1572","400640",IBMWP,>Valor frontera M/B,"345540","4285050","30",CHGn
"POINT (186905.854350996 4264758.18899865)","1573","400643",IBMWP,>Valor frontera M/B,"186906","4264758","30",CHGn
"POINT (194035.617180771 4267034.09223878)","1574","400644",IBMWP,>Valor frontera M/B,"194036","4267034","30",CHGn
"POINT (294181.99996832 4365951.00000418)","1575","400645",IBMWP,>Valor frontera M/B,"294182","4365951","30",CHGn
"POINT (192224.110163568 4239024.38538911)","1576","400657",IBMWP,>Valor frontera M/B,"192224","4239024","30",CHGn
"POINT (226139.530969677 4291260.78787646)","1577","400673",IBMWP,<Valor frontera M/B,"226140","4291261","30",CHGn
"POINT (274262.99995553 4252764.00002533)","1578","400674",IBMWP,>Valor frontera M/B,"274263","4252764","30",CHGn
"POINT (491546.00000922 4376912.99996391)","1579","400685",IBMWP,<Valor frontera M/B,"491546","4376913","30",CHGn
"POINT (486555.000008954 4402798.99998922)","1580","400687",IBMWP,<Valor frontera M/B,"486555","4402799","30",CHGn
"POINT (356489.999984043 4282093.99995181)","1581","400688",IBMWP,>Valor frontera M/B,"356490","4282094","30",CHGn
"POINT (274772.999998311 4319825.99999744)","1582","400689",IBMWP,<Valor frontera M/B,"274773","4319826","30",CHGn
"POINT (215856.999982051 4303181.0000226)","1583","400690",IBMWP,>Valor frontera M/B,"215857","4303181","30",CHGn
"POINT (388189.000008507 4315293.00001314)","1584","400692",IBMWP,>Valor frontera M/B,"388189","4315293","30",CHGn
"POINT (205755.000036868 4221638.00004212)","1585","400695",IBMWP,>Valor frontera M/B,"205755","4221638","30",CHGn
"POINT (205332.999959717 4235163.99996303)","1586","400696",IBMWP,<Valor frontera M/B,"205333","4235164","30",CHGn
"POINT (189897.000016257 4246626.99999595)","1587","400697",IBMWP,>Valor frontera M/B,"189897","4246627","30",CHGn
"POINT (209683.99999032 4247361.99998027)","1588","400698",IBMWP,<Valor frontera M/B,"209684","4247362","30",CHGn
"POINT (170751.999996072 4211130.00002184)","1589","400699",IBMWP,>Valor frontera M/B,"170752","4211130","30",CHGn
"POINT (171249.999986396 4213285.99999139)","1590","400700",IBMWP,>Valor frontera M/B,"171250","4213286","30",CHGn
"POINT (156497.000013599 4227881.00004761)","1591","400701",IBMWP,>Valor frontera M/B,"156497","4227881","30",CHGn
"POINT (176392.000038246 4223085.99999217)","1592","400702",IBMWP,>Valor frontera M/B,"176392","4223086","30",CHGn
"POINT (534390.000027701 4429042.00004287)","1593","400706",IBMWP,>Valor frontera M/B,"534390","4429042","30",CHGn
"POINT (523988.000020514 4417589.99998271)","1594","400707",IBMWP,>Valor frontera M/B,"523988","4417590","30",CHGn
"POINT (496390.000006268 4391091.99998386)","1595","400708",IBMWP,<Valor frontera M/B,"496390","4391092","30",CHGn
"POINT (472989.999995532 4369892.00002094)","1596","400709",IBMWP,<Valor frontera M/B,"472990","4369892","30",CHGn
"POINT (403281.999989264 4305497.999953)","1597","400710",IBMWP,>Valor frontera M/B,"403282","4305498","30",CHGn
"POINT (360440.000050022 4328892.99997441)","1598","400711",IBMWP,>Valor frontera M/B,"360440","4328893","30",CHGn
"POINT (192504.000032987 4330855.99997425)","1599","400712",IBMWP,>Valor frontera M/B,"192504","4330856","30",CHGn
"POINT (175993.000049769 4317755.99997158)","1600","400713",IBMWP,<Valor frontera M/B,"175993","4317756","30",CHGn
"POINT (239990.000020013 4287544.00001124)","1601","400715",IBMWP,>Valor frontera M/B,"239990","4287544","30",CHGn
"POINT (311840.00003965 4283043.99996781)","1602","400717",IBMWP,<Valor frontera M/B,"311840","4283044","30",CHGn
"POINT (300388.999971789 4264080.99994839)","1603","400718",IBMWP,>Valor frontera M/B,"300389","4264081","30",CHGn
"POINT (309273.000048426 4271769.000007)","1604","400719",IBMWP,<Valor frontera M/B,"309273","4271769","30",CHGn
"POINT (372288.999987655 4252593.00003277)","1605","400720",IBMWP,>Valor frontera M/B,"372289","4252593","30",CHGn
"POINT (357989.000046265 4257793.9999932)","1606","400721",IBMWP,>Valor frontera M/B,"357989","4257794","30",CHGn
"POINT (335007.000020532 4285159.00000233)","1607","400722",IBMWP,>Valor frontera M/B,"335007","4285159","30",CHGn
"POINT (334394.000017711 4260822.99998464)","1608","400724",IBMWP,>Valor frontera M/B,"334394","4260823","30",CHGn
"POINT (541340.000009087 4420491.99997423)","1609","400725",IBMWP,<Valor frontera M/B,"541340","4420492","30",CHGn
"POINT (536790.00000406 4385292.00000384)","1610","400726",IBMWP,<Valor frontera M/B,"536790","4385292","30",CHGn
"POINT (535708.000041077 4365296.00001985)","1611","400727",IBMWP,<Valor frontera M/B,"535708","4365296","30",CHGn
"POINT (552140.000025085 4369491.00001496)","1612","400728",IBMWP,<Valor frontera M/B,"552140","4369491","30",CHGn
"POINT (503989.999960964 4429592.0000025)","1613","400729",IBMWP,<Valor frontera M/B,"503990","4429592","30",CHGn
"POINT (477939.999997877 4390292.00001965)","1614","400730",IBMWP,<Valor frontera M/B,"477940","4390292","30",CHGn
"POINT (316640.000042973 4371894.00001432)","1615","400732",IBMWP,>Valor frontera M/B,"316640","4371894","30",CHGn
"POINT (424363.99996765 4271010.99996118)","1616",GV08360003,IBMWP,<Valor frontera M/B,"424364","4271011","30",CHGv
"POINT (518751.000012816 4262905.00004571)","1617",GV08400001,IBMWP,>Valor frontera M/B,"518751","4262905","30",CHGv
"POINT (536776.000029332 4278103.99998447)","1618",GV08400002,IBMWP,>Valor frontera M/B,"536776","4278104","30",CHGv
"POINT (512137.000015156 4244056.99995706)","1619",GV08640001,IBMWP,<Valor frontera M/B,"512137","4244057","30",CHGv
"POINT (526332.99997053 4240868.99999747)","1620",GV08650003,IBMWP,>Valor frontera M/B,"526333","4240869","30",CHGv
"POINT (373155.000033663 4220481.00002105)","1621",GV08820001,IBMWP,>Valor frontera M/B,"373155","4220481","30",CHGv
"POINT (384040.000026945 4230211.99995484)","1622",GV08820003,IBMWP,>Valor frontera M/B,"384040","4230212","30",CHGv
"POINT (397194.999986306 4227038.99996341)","1623",GV08830002,IBMWP,>Valor frontera M/B,"397195","4227039","30",CHGv
"POINT (438169.999997362 4240109.00000337)","1624",GV08840003,IBMWP,>Valor frontera M/B,"438170","4240109","30",CHGv
"POINT (503656.000047234 4237890.0000032)","1625",GV08860001,IBMWP,<Valor frontera M/B,"503656","4237890","30",CHGv
"POINT (232673.999963602 4222177.9999986)","1626",GV08980001,IBMWP,>Valor frontera M/B,"232674","4222178","30",CHGv
"POINT (232754.999997644 4214001.00004599)","1627",GV08980002,IBMWP,>Valor frontera M/B,"232755","4214001","30",CHGv
"POINT (250474.000015054 4213150.99996562)","1628",GV08990002,IBMWP,>Valor frontera M/B,"250474","4213151","30",CHGv
"POINT (289286.000034943 4214494.99996181)","1629",GV09000001,IBMWP,>Valor frontera M/B,"289286","4214495","30",CHGv
"POINT (356887.000035666 4216120.00005039)","1630",GV09020002,IBMWP,>Valor frontera M/B,"356887","4216120","30",CHGv
"POINT (365000.999994733 4207456.00000879)","1631",GV09020004,IBMWP,>Valor frontera M/B,"365001","4207456","30",CHGv
"POINT (380699.999992635 4209050.99996879)","1632",GV09030006,IBMWP,<Valor frontera M/B,"380700","4209051","30",CHGv
"POINT (412627.999978336 4208078.00002676)","1633",GV09040002,IBMWP,<Valor frontera M/B,"412628","4208078","30",CHGv
"POINT (403508.999983014 4215367.00004455)","1634",GV09040005,IBMWP,>Valor frontera M/B,"403509","4215367","30",CHGv
"POINT (408524.999987187 4223242.00003546)","1635",GV09040006,IBMWP,>Valor frontera M/B,"408525","4223242","30",CHGv
