WKT,OBJECTID,COD_ESTACI,COD_PARAME,PromedioDe,VALORACION,UTMX,UTMY,HUSO,NOM_DEMARC,unidades
"POINT (217625.99997839 4457260.00001029)","454",TA57410004,NH4,0.02500000000,< LQ,"217626","4457260","30",CHT,mg NH4/l
"POINT (207115.000024662 4457363.00001843)","455",TA57411010,NH4,0.05000000000,< LQ,"207115","4457363","30",CHT,mg NH4/l
"POINT (243997.000030955 4456015.00001243)","456",TA57510003,NH4,0.07780000000,< Valor frontera,"243997","4456015","30",CHT,mg NH4/l
"POINT (266635.999961063 4456436.00002128)","457",TA57610001,NH4,0.04862500000,< LQ,"266636","4456436","30",CHT,mg NH4/l
"POINT (303557.999995373 4449972.99998865)","458",TA57709001,NH4,0.04175000000,< LQ,"303558","4449973","30",CHT,mg NH4/l
"POINT (326977.000006252 4454402.00003774)","459",TA57809002,NH4,0.04625000000,< LQ,"326977","4454402","30",CHT,mg NH4/l
"POINT (322263.999951079 4450201.00002852)","460",TA57809003,NH4,0.05180000000,< Valor frontera,"322264","4450201","30",CHT,mg NH4/l
"POINT (335342.999995869 4453668.99998061)","461",TA57809005,NH4,0.04100000000,< Valor frontera,"335343","4453669","30",CHT,mg NH4/l
"POINT (358146.000013399 4459561.9999834)","462",TA57908001,NH4,1.53140000000,> Valor frontera,"358146","4459562","30",CHT,mg NH4/l
"POINT (351457.000036727 4452269.00000989)","463",TA57909002,NH4,0.15800000000,< Valor frontera,"351457","4452269","30",CHT,mg NH4/l
"POINT (349306.99996761 4450983.99997621)","464",TA57909003,NH4,0.02550000000,< Valor frontera,"349307","4450984","30",CHT,mg NH4/l
"POINT (342528.000014224 4459029.99995417)","465",TA57909004,NH4,0.06125000000,< LQ,"342528","4459030","30",CHT,mg NH4/l
"POINT (346237.999982361 4454608.00004241)","466",TA57909005,NH4,0.09240000000,< Valor frontera,"346238","4454608","30",CHT,mg NH4/l
"POINT (397720.99997522 4464692.00003306)","467",TA58007003,NH4,0.06660000000,< Valor frontera,"397721","4464692","30",CHT,mg NH4/l
"POINT (397143.999958059 4464077.99995463)","468",TA58007013,NH4,0.07600000000,< Valor frontera,"397144","4464078","30",CHT,mg NH4/l
"POINT (380544.000047022 4450193.0000179)","469",TA58007014,NH4,0.04375000000,< Valor frontera,"380544","4450193","30",CHT,mg NH4/l
"POINT (385218.00000655 4449763.00000558)","470",TA58007015,NH4,0.02500000000,< LQ,"385218","4449763","30",CHT,mg NH4/l
"POINT (419528.000026167 4452601.99999627)","471",TA58106001,NH4,6.11200000000,> Valor frontera,"419528","4452602","30",CHT,mg NH4/l
"POINT (420111.999970596 4462638.99995833)","472",TA58106002,NH4,20.66333333330,> Valor frontera,"420112","4462639","30",CHT,mg NH4/l
"POINT (422948.000012335 4459182.99996411)","473",TA58106003,NH4,1.20200000000,> Valor frontera,"422948","4459183","30",CHT,mg NH4/l
"POINT (449198.999952737 4461632.00000434)","474",TA58205001,NH4,2.00700000000,> Valor frontera,"449199","4461632","30",CHT,mg NH4/l
"POINT (454123.999987675 4453742.99998337)","475",TA58205004,NH4,13.38200000000,> Valor frontera,"454124","4453743","30",CHT,mg NH4/l
"POINT (502695.999996452 4456772.99996893)","476",TA58402003,NH4,0.05000000000,< LQ,"502696","4456773","30",CHT,mg NH4/l
"POINT (508728.000046077 4464788.99998718)","477",TA58402004,NH4,0.03875000000,< Valor frontera,"508728","4464789","30",CHT,mg NH4/l
"POINT (526505.000034546 4446716.00001199)","478",TA58501001,NH4,0.49966666667,< Valor frontera,"526505","4446716","30",CHT,mg NH4/l
"POINT (529799.999962707 4463248.00004688)","479",TA58501002,NH4,0.05566666667,< Valor frontera,"529800","4463248","30",CHT,mg NH4/l
"POINT (520058.999983657 4455057.99997533)","480",TA58501003,NH4,0.35441666667,< Valor frontera,"520059","4455058","30",CHT,mg NH4/l
"POINT (157435.000028627 4451519.99999098)","481",TA59512001,NH4,0.03433333333,< Valor frontera,"157435","4451520","30",CHT,mg NH4/l
"POINT (163248.000007735 4447664.99998531)","482",TA59512002,NH4,0.02758333333,< Valor frontera,"163248","4447665","30",CHT,mg NH4/l
"POINT (191148.000025953 4437650.00005112)","483",TA59611003,NH4,0.11638461539,< Valor frontera,"191148","4437650","30",CHT,mg NH4/l
"POINT (184535.000001444 4435847.99998317)","484",TA59611004,NH4,0.18260000000,< Valor frontera,"184535","4435848","30",CHT,mg NH4/l
"POINT (195485.000023619 4438930.00002007)","485",TA59611007,NH4,0.05000000000,< LQ,"195485","4438930","30",CHT,mg NH4/l
"POINT (190097.000046088 4440575.9999779)","486",TA59611008,NH4,0.09315384615,< Valor frontera,"190097","4440576","30",CHT,mg NH4/l
"POINT (175496.999963162 4451337.99996679)","487",TA59612001,NH4,0.04625000000,< LQ,"175497","4451338","30",CHT,mg NH4/l
"POINT (219291.999966392 4441899.99997575)","488",TA59710005,NH4,0.10060000000,< Valor frontera,"219292","4441900","30",CHT,mg NH4/l
"POINT (226285.00002481 4437777.99996782)","489",TA59710007,NH4,0.50380000000,< Valor frontera,"226285","4437778","30",CHT,mg NH4/l
"POINT (210347.99999718 4434424.99998048)","490",TA59710008,NH4,0.35640000000,< Valor frontera,"210348","4434425","30",CHT,mg NH4/l
"POINT (251151.000007058 4432817.0000466)","491",TA59809001,NH4,0.04470000000,< Valor frontera,"251151","4432817","30",CHT,mg NH4/l
"POINT (254396.999974494 4447796.00002182)","492",TA59810008,NH4,0.04625000000,< LQ,"254397","4447796","30",CHT,mg NH4/l
"POINT (238074.000007622 4436378.00000034)","493",TA59810009,NH4,0.16400000000,< Valor frontera,"238074","4436378","30",CHT,mg NH4/l
"POINT (232807.999965951 4440247.99999402)","494",TA59810011,NH4,0.11870833333,< Valor frontera,"232808","4440248","30",CHT,mg NH4/l
"POINT (265625.999961395 4440182.99995015)","495",TA59909001,NH4,0.03981481481,< LQ,"265626","4440183","30",CHT,mg NH4/l
"POINT (276945.000043177 4433529.00000283)","496",TA59909007,NH4,0.16660000000,< Valor frontera,"276945","4433529","30",CHT,mg NH4/l
"POINT (278334.999997196 4433318.9999573)","497",TA59909009,NH4,0.80180000000,< Valor frontera,"278335","4433319","30",CHT,mg NH4/l
"POINT (279913.999997314 4435480.99995854)","498",TA59909010,NH4,0.08860000000,< Valor frontera,"279914","4435481","30",CHT,mg NH4/l
"POINT (284373.000034442 4440274.99997644)","499",TA59909011,NH4,0.04625000000,< LQ,"284373","4440275","30",CHT,mg NH4/l
"POINT (268196.000051681 4431550.99997106)","500",TA59909012,NH4,0.06870000000,< Valor frontera,"268196","4431551","30",CHT,mg NH4/l
"POINT (279966.999975773 4443396.99999752)","501",TA59909075,NH4,0.04533333333,< LQ,"279967","4443397","30",CHT,mg NH4/l
"POINT (277550.000045464 4436039.00002821)","502",TA59909076,NH4,0.07320000000,< Valor frontera,"277550","4436039","30",CHT,mg NH4/l
"POINT (311439.00003677 4440207.00001072)","503",TA60009007,NH4,0.05000000000,< LQ,"311439","4440207","30",CHT,mg NH4/l
"POINT (295436.999994282 4445843.99997614)","504",TA60009008,NH4,0.05000000000,< LQ,"295437","4445844","30",CHT,mg NH4/l
"POINT (290301.999982499 4439877.00001606)","505",TA60009009,NH4,0.08953846154,< Valor frontera,"290302","4439877","30",CHT,mg NH4/l
"POINT (286513.999976703 4435564.999974)","506",TA60009098,NH4,0.26161538462,< Valor frontera,"286514","4435565","30",CHT,mg NH4/l
"POINT (309336.000015948 4448964.99995299)","507",TA60009999,NH4,0.10020000000,< Valor frontera,"309336","4448965","30",CHT,mg NH4/l
"POINT (328225.99998625 4447368.99999525)","508",TA60109004,NH4,0.04980000000,< Valor frontera,"328226","4447369","30",CHT,mg NH4/l
"POINT (326088.999987559 4434135.99999521)","509",TA60109005,NH4,0.04500000000,< LQ,"326089","4434136","30",CHT,mg NH4/l
"POINT (315940.00001624 4436047.00004986)","510",TA60109006,NH4,0.59740000000,< Valor frontera,"315940","4436047","30",CHT,mg NH4/l
"POINT (359685.000022566 4434109.99995562)","511",TA60207008,NH4,0.06500000000,< LQ,"359685","4434110","30",CHT,mg NH4/l
"POINT (352120.00002131 4429751.99998753)","512",TA60207011,NH4,0.19320000000,< Valor frontera,"352120","4429752","30",CHT,mg NH4/l
"POINT (374511.000034871 4436363.00002506)","513",TA60307005,NH4,0.05660000000,< Valor frontera,"374511","4436363","30",CHT,mg NH4/l
"POINT (371730.000017278 4431435.00003278)","514",TA60307006,NH4,5.62680000000,> Valor frontera,"371730","4431435","30",CHT,mg NH4/l
"POINT (374854.000018609 4441813.00004527)","515",TA60307007,NH4,0.03831250000,< LQ,"374854","4441813","30",CHT,mg NH4/l
"POINT (443484.000044868 4432071.00002025)","516",TA60502001,NH4,3.47310256410,> Valor frontera,"443484","4432071","30",CHT,mg NH4/l
"POINT (452121.000029894 4432817.99999308)","517",TA60502004,NH4,0.06800000000,< LQ,"452121","4432818","30",CHT,mg NH4/l
"POINT (451092.99999363 4442459.00001092)","518",TA60503005,NH4,0.09533333333,< LQ,"451093","4442459","30",CHT,mg NH4/l
"POINT (448136.999971558 4437334.9999681)","519",TA60505003,NH4,8.26133333333,> Valor frontera,"448137","4437335","30",CHT,mg NH4/l
"POINT (467897.000014295 4433333.00004564)","520",TA60602001,NH4,1.78250000000,> Valor frontera,"467897","4433333","30",CHT,mg NH4/l
"POINT (486752.000047929 4438546.99996129)","521",TA60702001,NH4,0.05000000000,< LQ,"486752","4438547","30",CHT,mg NH4/l
"POINT (496072.999968839 4436696.99997357)","522",TA60702002,NH4,0.23140000000,< Valor frontera,"496073","4436697","30",CHT,mg NH4/l
"POINT (498648.9999671 4441783.99998941)","523",TA60702003,NH4,0.04040000000,< Valor frontera,"498649","4441784","30",CHT,mg NH4/l
"POINT (198695.000019643 4431481.00004031)","524",TA62110005,NH4,0.13260000000,< Valor frontera,"198695","4431481","30",CHT,mg NH4/l
"POINT (207551.99998113 4424272.00002727)","525",TA62210002,NH4,0.10969230769,< Valor frontera,"207552","4424272","30",CHT,mg NH4/l
"POINT (221518.00002491 4428046.99996114)","526",TA62210003,NH4,0.06876923077,< Valor frontera,"221518","4428047","30",CHT,mg NH4/l
"POINT (221022.000004872 4421543.0000009)","527",TA62210005,NH4,0.05000000000,< LQ,"221022","4421543","30",CHT,mg NH4/l
"POINT (212725.00003257 4421061.99996728)","528",TA62210006,NH4,0.03225000000,< LQ,"212725","4421062","30",CHT,mg NH4/l
"POINT (216489.000051584 4424865.99995771)","529",TA62210009,NH4,0.22092307692,< Valor frontera,"216489","4424866","30",CHT,mg NH4/l
"POINT (253657.000005182 4421788.99999003)","530",TA62309004,NH4,0.16969230769,< Valor frontera,"253657","4421789","30",CHT,mg NH4/l
"POINT (241726.000004189 4426898.99996391)","531",TA62309006,NH4,5.59515384615,> Valor frontera,"241726","4426899","30",CHT,mg NH4/l
"POINT (236825.999967797 4416736.9999493)","532",TA62312005,NH4,0.01688888889,< LQ,"236826","4416737","30",CHT,mg NH4/l
"POINT (271550.999975302 4426882.00000567)","533",TA62409001,NH4,0.24761538461,< Valor frontera,"271551","4426882","30",CHT,mg NH4/l
"POINT (290045.000028516 4429498.00000193)","534",TA62509001,NH4,0.13905263158,< Valor frontera,"290045","4429498","30",CHT,mg NH4/l
"POINT (286530.999950071 4424837.00002224)","535",TA62509003,NH4,0.30240000000,< Valor frontera,"286531","4424837","30",CHT,mg NH4/l
"POINT (313625.99994954 4429041.00001117)","536",TA62609001,NH4,0.05450000000,< Valor frontera,"313626","4429041","30",CHT,mg NH4/l
"POINT (354267.999989465 4420104.99996234)","537",TA62708003,NH4,0.05000000000,< LQ,"354268","4420105","30",CHT,mg NH4/l
"POINT (344987.99995866 4424189.99996836)","538",TA62708006,NH4,0.37160000000,< Valor frontera,"344988","4424190","30",CHT,mg NH4/l
"POINT (362497.000019044 4416620.00001457)","539",TA62708007,NH4,0.31466666667,< Valor frontera,"362497","4416620","30",CHT,mg NH4/l
"POINT (364743.000009997 4420877.00004114)","540",TA62708008,NH4,0.37320000000,< Valor frontera,"364743","4420877","30",CHT,mg NH4/l
"POINT (397617.000011734 4413244.9999704)","541",TA62808001,NH4,1.52506666667,> Valor frontera,"397617","4413245","30",CHT,mg NH4/l
"POINT (383133.000050852 4411073.99997269)","542",TA62808003,NH4,0.94250000000,< Valor frontera,"383133","4411074","30",CHT,mg NH4/l
"POINT (411552.000003283 4427537.00001522)","543",TA62906004,NH4,0.30120000000,< Valor frontera,"411552","4427537","30",CHT,mg NH4/l
"POINT (403810.000000822 4426122.99999421)","544",TA62906006,NH4,0.13007692308,< Valor frontera,"403810","4426123","30",CHT,mg NH4/l
"POINT (425719.000014648 4417954.99999193)","545",TA62908001,NH4,0.04640000000,< Valor frontera,"425719","4417955","30",CHT,mg NH4/l
"POINT (411372.9999641 4412591.99997923)","546",TA62908005,NH4,1.74366666667,> Valor frontera,"411373","4412592","30",CHT,mg NH4/l
"POINT (429045.999965105 4423150.99994852)","547",TA63002001,NH4,2.28760000000,> Valor frontera,"429046","4423151","30",CHT,mg NH4/l
"POINT (437554.999981223 4414545.000014)","548",TA63008002,NH4,0.12700000000,< Valor frontera,"437555","4414545","30",CHT,mg NH4/l
"POINT (159178.999955733 4415067.00003973)","549",TA64812003,NH4,0.09676923077,< Valor frontera,"159179","4415067","30",CHT,mg NH4/l
"POINT (156667.000031094 4402442.99997444)","550",TA64812006,NH4,0.05200000000,< Valor frontera,"156667","4402443","30",CHT,mg NH4/l
"POINT (186041.999969275 4413176.00002178)","551",TA64912001,NH4,0.35425000000,< Valor frontera,"186042","4413176","30",CHT,mg NH4/l
"POINT (240989.999978999 4410289.99998257)","552",TA65112002,NH4,0.04766666667,< Valor frontera,"240990","4410290","30",CHT,mg NH4/l
"POINT (274835.999968189 4402273.9999813)","553",TA65212005,NH4,0.03880000000,< Valor frontera,"274836","4402274","30",CHT,mg NH4/l
"POINT (258276.000020085 4392285.00003972)","554",TA65213001,NH4,0.05000000000,< LQ,"258276","4392285","30",CHT,mg NH4/l
"POINT (292720.999970483 4400507.9999769)","555",TA65312006,NH4,0.20606666667,< Valor frontera,"292721","4400508","30",CHT,mg NH4/l
"POINT (339973.999995426 4406391.00000119)","556",TA65408001,NH4,0.07250000000,< LQ,"339974","4406391","30",CHT,mg NH4/l
"POINT (314310.999981556 4407809.00003967)","557",TA65412001,NH4,0.35260000000,< Valor frontera,"314311","4407809","30",CHT,mg NH4/l
"POINT (379980.999994642 4410031.00004313)","558",TA65608002,NH4,0.28660000000,< Valor frontera,"379981","4410031","30",CHT,mg NH4/l
"POINT (406385.99996634 4408307.00000658)","559",TA65708002,NH4,0.98000000000,> Valor frontera,"406386","4408307","30",CHT,mg NH4/l
"POINT (439583.000048471 4399653.99996726)","560",TA65808001,NH4,0.05620000000,< Valor frontera,"439583","4399654","30",CHT,mg NH4/l
"POINT (365703.999967475 4403025.99999947)","561",TA65808003,NH4,0.01000000000,< LQ,"365704","4403026","30",CHT,mg NH4/l
"POINT (130902.000029361 4392684.99997445)","562",TA67514004,NH4,0.03566666667,< Valor frontera,"130902","4392685","30",CHT,mg NH4/l
"POINT (132133.999973771 4382059.00002278)","563",TA67514005,NH4,0.10010000000,< Valor frontera,"132134","4382059","30",CHT,mg NH4/l
"POINT (114694.999973544 4391277.00000983)","564",TA67514006,NH4,0.05838461538,< Valor frontera,"114695","4391277","30",CHT,mg NH4/l
"POINT (156622.99995918 4388131.99995518)","565",TA67614002,NH4,0.08769230769,< Valor frontera,"156623","4388132","30",CHT,mg NH4/l
"POINT (143264.999959821 4392165.00000026)","566",TA67614003,NH4,0.01700000000,< LQ,"143265","4392165","30",CHT,mg NH4/l
"POINT (147232.000019611 4395259.00002406)","567",TA67614004,NH4,0.05900000000,< Valor frontera,"147232","4395259","30",CHT,mg NH4/l
"POINT (212682.000029791 4383175.9999985)","568",TA67813004,NH4,16.04880000000,> Valor frontera,"212682","4383176","30",CHT,mg NH4/l
"POINT (232050.000049676 4376988.99997546)","569",TA67913002,NH4,0.07333333333,< LQ,"232050","4376989","30",CHT,mg NH4/l
"POINT (250193.999968377 4388065.00004578)","570",TA67913003,NH4,0.14160000000,< Valor frontera,"250194","4388065","30",CHT,mg NH4/l
"POINT (283352.999965987 4381995.99994901)","571",TA68013004,NH4,0.04066666667,< LQ,"283353","4381996","30",CHT,mg NH4/l
"POINT (290167.999984589 4388584.9999777)","572",TA68112005,NH4,0.04611111111,< LQ,"290168","4388585","30",CHT,mg NH4/l
"POINT (325072.999980192 4392716.00003821)","573",TA68208001,NH4,0.08680000000,< Valor frontera,"325073","4392716","30",CHT,mg NH4/l
"POINT (354047.999988851 4385242.00001636)","574",TA68308003,NH4,0.02091666667,< Valor frontera,"354048","4385242","30",CHT,mg NH4/l
"POINT (380998.999975618 4391421.99998095)","575",TA68408002,NH4,0.05000000000,< LQ,"380999","4391422","30",CHT,mg NH4/l
"POINT (429935.999966614 4377025.99995197)","576",TA68608002,NH4,0.01000000000,< LQ,"429936","4377026","30",CHT,mg NH4/l
"POINT (138052.000037969 4377003.99997199)","577",TA70114001,NH4,0.05000000000,< LQ,"138052","4377004","30",CHT,mg NH4/l
"POINT (195303.000030826 4366974.99995964)","578",TA70314001,NH4,0.12500000000,< Valor frontera,"195303","4366975","30",CHT,mg NH4/l
"POINT (214719.99997525 4376784.99999276)","579",TA70412001,NH4,0.18661538461,< Valor frontera,"214720","4376785","30",CHT,mg NH4/l
"POINT (199445.000014355 4359612.99998567)","580",TA70414003,NH4,0.08100000000,< Valor frontera,"199445","4359613","30",CHT,mg NH4/l
"POINT (248125.999969021 4371485.99997981)","581",TA70513001,NH4,0.09000000000,< LQ,"248126","4371486","30",CHT,mg NH4/l
"POINT (666802.000035246 4221617.99995474)","582",AJA1,NH4,0.03125000000,< LQ,"666802","4221618","30",CHS,mg NH4/l
"POINT (688494.999965086 4176477.99995981)","583",ALB1,NH4,0.27888889278,< LQ,"688495","4176478","30",CHS,mg NH4/l
"POINT (588704.999972815 4229274.99996117)","584",ALH1,NH4,0.02500000000,< LQ,"588705","4229275","30",CHS,mg NH4/l
"POINT (615322.000044001 4233642.99996252)","585",ARG3,NH4,0.29749999444,< Valor frontera,"615322","4233643","30",CHS,mg NH4/l
"POINT (609515.00003609 4222969.99998381)","586",ARG4,NH4,0.05506249955,< LQ,"609515","4222970","30",CHS,mg NH4/l
"POINT (610273.999970074 4233945.99996901)","587",BEN2,NH4,0.04033333411,< LQ,"610274","4233946","30",CHS,mg NH4/l
"POINT (600979.000027814 4229744.99996885)","588",BEN4,NH4,0.03571428582,< LQ,"600979","4229745","30",CHS,mg NH4/l
"POINT (597993.000002766 4246328.00002091)","589",BENI2,NH4,0.04409090910,< LQ,"597993","4246328","30",CHS,mg NH4/l
"POINT (571577.999962258 4267631.9999678)","590",BOG2,NH4,0.02500000000,< LQ,"571578","4267632","30",CHS,mg NH4/l
"POINT (582018.000012124 4183644.99997598)","591",CARA1,NH4,0.03120000035,< LQ,"582018","4183645","30",CHS,mg NH4/l
"POINT (674448.000009564 4234940.99995069)","592",CHIC2,NH4,0.04321052644,< LQ,"674448","4234941","30",CHS,mg NH4/l
"POINT (670491.000028789 4231070.00003609)","593",CHIC3,NH4,0.08508333365,< LQ,"670491","4231070","30",CHS,mg NH4/l
"POINT (596232.999966231 4174734.99996745)","594",COR1,NH4,0.03000000000,< LQ,"596233","4174735","30",CHS,mg NH4/l
"POINT (647999.999981739 4193299.9999508)","595",ERO1,NH4,0.09363636273,< LQ,"648000","4193300","30",CHS,mg NH4/l
"POINT (562318.99997757 4253285.00000487)","596",ESCU2,NH4,0.03360000074,< LQ,"562319","4253285","30",CHS,mg NH4/l
"POINT (621418.000025594 4170707.99997171)","597",GUA2,NH4,22.76363638310,> Valor frontera,"621418","4170708","30",CHS,mg NH4/l
"POINT (642606.000004585 4187956.9999743)","598",GUA3,NH4,0.11642857109,< Valor frontera,"642606","4187957","30",CHS,mg NH4/l
"POINT (652138.999974251 4197462.00003291)","599",GUA4,NH4,0.05666666577,< Valor frontera,"652139","4197462","30",CHS,mg NH4/l
"POINT (658149.000026363 4200623.00003289)","600",GUA5,NH4,0.16276470857,< Valor frontera,"658149","4200623","30",CHS,mg NH4/l
"POINT (563671.000022526 4231245.99997431)","601",HER1,NH4,0.09124999791,< Valor frontera,"563671","4231246","30",CHS,mg NH4/l
"POINT (635779.000018038 4244936.99998541)","602",JUD1,NH4,0.20625000422,< Valor frontera,"635779","4244937","30",CHS,mg NH4/l
"POINT (636581.999980806 4240148.00002502)","603",JUD2,NH4,0.19541666470,< Valor frontera,"636582","4240148","30",CHS,mg NH4/l
"POINT (635138.999951677 4235177.00000236)","604",JUD4,NH4,0.18170000195,< Valor frontera,"635139","4235177","30",CHS,mg NH4/l
"POINT (577505.000001219 4250194.99998819)","605",LET1,NH4,0.02500000000,< LQ,"577505","4250195","30",CHS,mg NH4/l
"POINT (595565.999974774 4182545.99995876)","606",LUC1,NH4,0.03633333345,< LQ,"595566","4182546","30",CHS,mg NH4/l
"POINT (642978.999977994 4232694.00001233)","607",MEP1,NH4,0.38250000477,< Valor frontera,"642979","4232694","30",CHS,mg NH4/l
"POINT (642551.000007001 4231934.00003407)","608",MOR3,NH4,1.27629996017,> Valor frontera,"642551","4231934","30",CHS,mg NH4/l
"POINT (609343.999957409 4233445.0000172)","609",MORA1,NH4,0.02500000000,< LQ,"609344","4233445","30",CHS,mg NH4/l
"POINT (565312.000030488 4252120.00003055)","610",MOROT1,NH4,0.05000000119,< Valor frontera,"565312","4252120","30",CHS,mg NH4/l
"POINT (624067.00001565 4211939.99998378)","611",MUL1_1,NH4,0.03720000029,< LQ,"624067","4211940","30",CHS,mg NH4/l
"POINT (634303.000044984 4212319.99996443)","612",MUL2,NH4,0.05466666718,< LQ,"634303","4212320","30",CHS,mg NH4/l
"POINT (653909.999982439 4212579.99995256)","613",MUL4,NH4,1.30000003104,> Valor frontera,"653910","4212580","30",CHS,mg NH4/l
"POINT (651159.000001995 4211898.99997611)","614",MUL5,NH4,0.11624999754,< Valor frontera,"651159","4211899","30",CHS,mg NH4/l
"POINT (647886.999959692 4211889.00004138)","615",MUL6,NH4,0.09674999751,< Valor frontera,"647887","4211889","30",CHS,mg NH4/l
"POINT (618499.999997436 4250877.9999844)","616",MUN4_1,NH4,0.03970000029,< LQ,"618500","4250878","30",CHS,mg NH4/l
"POINT (616765.999953732 4241894.00003667)","617",MUN5,NH4,0.05033333376,< LQ,"616766","4241894","30",CHS,mg NH4/l
"POINT (593198.99996129 4263958.00004669)","618",MUN6,NH4,0.04452631528,< LQ,"593199","4263958","30",CHS,mg NH4/l
"POINT (620893.000031897 4260798.99995583)","619",ORT2,NH4,0.34055555132,< Valor frontera,"620893","4260799","30",CHS,mg NH4/l
"POINT (631666.000038535 4208828.00001105)","620",PLI1,NH4,0.04199999988,< LQ,"631666","4208828","30",CHS,mg NH4/l
"POINT (597450.999969868 4210094.00002714)","621",QUI2,NH4,0.07950000055,< LQ,"597451","4210094","30",CHS,mg NH4/l
"POINT (622649.999982261 4232078.99996261)","622",QUI3,NH4,0.22280000180,< Valor frontera,"622650","4232079","30",CHS,mg NH4/l
"POINT (670337.000035546 4216413.99996281)","623",SAL2,NH4,0.07333333244,< LQ,"670337","4216414","30",CHS,mg NH4/l
"POINT (643519.000024016 4210472.00003763)","624",SE0912C906,NH4,0.06106250039,< LQ,"643519","4210472","30",CHS,mg NH4/l
"POINT (656549.000008834 4207528.00004787)","625",SEG10,NH4,0.05471428611,< LQ,"656549","4207528","30",CHS,mg NH4/l
"POINT (698434.000035534 4217753.99998865)","626",SEG12,NH4,1.07240000537,> Valor frontera,"698434","4217754","30",CHS,mg NH4/l
"POINT (668996.999973728 4206499.9999809)","627",SEG13,NH4,0.08075000122,< Valor frontera,"668997","4206500","30",CHS,mg NH4/l
"POINT (543939.999972385 4231147.99994995)","628",SEG2_1,NH4,0.02500000000,< LQ,"543940","4231148","30",CHS,mg NH4/l
"POINT (559389.999983408 4242041.99995386)","629",SEG3_1,NH4,0.02857142857,< LQ,"559390","4242042","30",CHS,mg NH4/l
"POINT (571882.000043661 4250602.99999048)","630",SEG4,NH4,0.05999999841,< Valor frontera,"571882","4250603","30",CHS,mg NH4/l
"POINT (586486.000015124 4251843.00003702)","631",SEG5,NH4,0.02500000000,< LQ,"586486","4251843","30",CHS,mg NH4/l
"POINT (612666.0000347 4235697.00003468)","632",SEG6,NH4,0.03333333333,< LQ,"612666","4235697","30",CHS,mg NH4/l
"POINT (640617.999964304 4229370.99997335)","633",SEG7_1,NH4,0.06900000026,< Valor frontera,"640618","4229371","30",CHS,mg NH4/l
"POINT (618563.999960499 4235325.9999715)","634",SEG8,NH4,0.05645454519,< LQ,"618564","4235326","30",CHS,mg NH4/l
"POINT (647723.000046499 4221647.00001032)","635",SEG9,NH4,0.06457142809,< LQ,"647723","4221647","30",CHS,mg NH4/l
"POINT (616552.000005597 4268505.99999743)","636",SIE1,NH4,0.10025000051,< Valor frontera,"616552","4268506","30",CHS,mg NH4/l
"POINT (563379.999975252 4224709.00003347)","637",TAI2,NH4,0.03214285714,< LQ,"563380","4224709","30",CHS,mg NH4/l
"POINT (569463.000005375 4243569.00001479)","638",TAI3_1,NH4,0.02500000000,< LQ,"569463","4243569","30",CHS,mg NH4/l
"POINT (594583.999973488 4267426.9999693)","639",TAL1,NH4,0.02500000000,< LQ,"594584","4267427","30",CHS,mg NH4/l
"POINT (620219.000017004 4253453.00003819)","640",TOB1,NH4,0.09480000079,< LQ,"620219","4253453","30",CHS,mg NH4/l
"POINT (598054.000034367 4181304.00001088)","641",TUR1,NH4,0.14200000167,< Valor frontera,"598054","4181304","30",CHS,mg NH4/l
"POINT (549775.000012808 4246983.00002408)","642",TUS1_1,NH4,0.02500000000,< LQ,"549775","4246983","30",CHS,mg NH4/l
"POINT (558932.000038361 4251421.00004816)","643",TUS4,NH4,0.02500000000,< LQ,"558932","4251421","30",CHS,mg NH4/l
"POINT (547747.999950301 4229942.00001514)","644",ZUM2,NH4,0.02500000000,< LQ,"547748","4229942","30",CHS,mg NH4/l
"POINT (740001.00000696 4423603.99997961)","645",JU004,NH4,0.02500000000,< LQ,"740001","4423604","30",CHJ,mg NH4/l
"POINT (658495.999961538 4411508.99995203)","646",JU005,NH4,0.02433333333,< LQ,"658496","4411509","30",CHJ,mg NH4/l
"POINT (553021.00003838 4408478.00000553)","647",JU006,NH4,0.07999999921,< Valor frontera,"553021","4408478","30",CHJ,mg NH4/l
"POINT (656817.999991795 4402808.00000638)","648",JU008,NH4,0.04575000070,< LQ,"656818","4402808","30",CHJ,mg NH4/l
"POINT (616797.999972931 4401783.99997678)","649",JU009,NH4,0.02300000000,< LQ,"616798","4401784","30",CHJ,mg NH4/l
"POINT (622359.999995998 4401061.99997358)","650",JU010,NH4,0.02400000000,< LQ,"622360","4401062","30",CHJ,mg NH4/l
"POINT (555412.000013049 4394749.99997068)","651",JU012,NH4,0.02400000000,< LQ,"555412","4394750","30",CHJ,mg NH4/l
"POINT (650532.999978103 4380906.00003562)","652",JU013,NH4,0.20375000218,< Valor frontera,"650533","4380906","30",CHJ,mg NH4/l
"POINT (694890.999974347 4332381.00002733)","653",JU017,NH4,0.02300000000,< LQ,"694891","4332381","30",CHJ,mg NH4/l
"POINT (721503.999956015 4307534.99997963)","654",JU018,NH4,0.02350000000,< LQ,"721504","4307535","30",CHJ,mg NH4/l
"POINT (753527.000010973 4309209.99999334)","655",JU019,NH4,0.02350000000,< LQ,"753527","4309210","30",CHJ,mg NH4/l
"POINT (709082.000023318 4303593.00004132)","656",JU020,NH4,0.22266667386,< Valor frontera,"709082","4303593","30",CHJ,mg NH4/l
