WKT,COD_ESTACI,COD_PARAME,PromedioDe,valoracion,UTMX,UTMY,HUSO,NOM_DEMARC,unidades
"POINT (276557.000008647 4256938.9999709)","400513",CLOROFILA A,3.25000000000,No eutrófico,"276557","4256939","30",CHGn,µg/l
"POINT (197901.000007336 4259608.99998316)","400516",CLOROFILA A,2.30000000000,No eutrófico,"197901","4259609","30",CHGn,µg/l
"POINT (472299.000045982 4394811.00002421)","400518",CLOROFILA A,72.00000000000,Eutrófico,"472299","4394811","30",CHGn,µg/l
"POINT (409276.999985516 4340904.9999659)","400542",CLOROFILA A,6.00000000000,No eutrófico,"409277","4340905","30",CHGn,µg/l
"POINT (376348.000040838 4365263.99998596)","400544",CLOROFILA A,0.00000000000,No eutrófico,"376348","4365264","30",CHGn,µg/l
"POINT (151643.000009787 4309097.99995773)","400563",CLOROFILA A,17.00000000000,No eutrófico,"151643","4309098","30",CHGn,µg/l
"POINT (515421.000000088 4308505.00003984)","400570",CLOROFILA A,0.00000000000,No eutrófico,"515421","4308505","30",CHGn,µg/l
"POINT (471013.999996416 4366880.00001976)","400578",CLOROFILA A,0.00000000000,No eutrófico,"471014","4366880","30",CHGn,µg/l
"POINT (504817.999973073 4362834.99999738)","400583",CLOROFILA A,9.50000000000,No eutrófico,"504818","4362835","30",CHGn,µg/l
"POINT (408556.000043652 4310559.00003495)","400587",CLOROFILA A,0.00000000000,No eutrófico,"408556","4310559","30",CHGn,µg/l
"POINT (392171.999959825 4299775.000031)","400588",CLOROFILA A,0.00000000000,No eutrófico,"392172","4299775","30",CHGn,µg/l
"POINT (382179.000007198 4313040.00001656)","400589",CLOROFILA A,0.00000000000,No eutrófico,"382179","4313040","30",CHGn,µg/l
"POINT (174167.000017151 4288672.99995473)","400590",CLOROFILA A,0.00000000000,No eutrófico,"174167","4288673","30",CHGn,µg/l
"POINT (517751.999968614 4302905.99995765)","400591",CLOROFILA A,0.00000000000,No eutrófico,"517752","4302906","30",CHGn,µg/l
"POINT (194818.99995414 4276116.00003677)","400592",CLOROFILA A,21.00000000000,No eutrófico,"194819","4276116","30",CHGn,µg/l
"POINT (262998.000017481 4347939.9999814)","400609",CLOROFILA A,106.00000000000,Eutrófico,"262998","4347940","30",CHGn,µg/l
"POINT (129613.000012148 4276220.00002459)","400633",CLOROFILA A,23.00000000000,No eutrófico,"129613","4276220","30",CHGn,µg/l
"POINT (265153.999991178 4281709.00004707)","400639",CLOROFILA A,10.40000000000,No eutrófico,"265154","4281709","30",CHGn,µg/l
"POINT (122885.999972507 4263322.99997425)","400646",CLOROFILA A,12.00000000000,No eutrófico,"122886","4263323","30",CHGn,µg/l
"POINT (135642.000011179 4299213.99996589)","400648",CLOROFILA A,15.80000000000,No eutrófico,"135642","4299214","30",CHGn,µg/l
"POINT (143519.999995328 4335551.00002282)","400649",CLOROFILA A,3.35000000000,No eutrófico,"143520","4335551","30",CHGn,µg/l
"POINT (342142.000018405 4374407.99997785)","400651",CLOROFILA A,10.90000000000,No eutrófico,"342142","4374408","30",CHGn,µg/l
"POINT (375033.999949089 4296226.99997413)","400652",CLOROFILA A,30.95000000000,Eutrófico,"375034","4296227","30",CHGn,µg/l
"POINT (357635.999999239 4324578.99998609)","400653",CLOROFILA A,2.10000000000,No eutrófico,"357636","4324579","30",CHGn,µg/l
"POINT (150986.693185269 4212016.42380496)","400654",CLOROFILA A,38.30000000000,Eutrófico,"150987","4212016","30",CHGn,µg/l
"POINT (170322.999959168 4220099.00001498)","400655",CLOROFILA A,28.50000000000,Eutrófico,"170323","4220099","30",CHGn,µg/l
"POINT (160673.999953201 4230028.00004981)","400658",CLOROFILA A,33.50000000000,Eutrófico,"160674","4230028","30",CHGn,µg/l
"POINT (333837.000006043 4328114.9999775)","400659",CLOROFILA A,7.20000000000,No eutrófico,"333837","4328115","30",CHGn,µg/l
"POINT (346421.000042846 4285598.99996807)","400660",CLOROFILA A,50.50000000000,Eutrófico,"346421","4285599","30",CHGn,µg/l
"POINT (193548.793324591 4239736.46820076)","400661",CLOROFILA A,24.00000000000,No eutrófico,"193549","4239736","30",CHGn,µg/l
"POINT (189771.078006562 4263503.18827971)","400662",CLOROFILA A,14.55000000000,No eutrófico,"189771","4263503","30",CHGn,µg/l
"POINT (359283.000036185 4343741.00004075)","400663",CLOROFILA A,4.15000000000,No eutrófico,"359283","4343741","30",CHGn,µg/l
"POINT (155657.475830712 4245973.48284963)","400664",CLOROFILA A,45.00000000000,Eutrófico,"155657","4245973","30",CHGn,µg/l
"POINT (121873.304362991 4165758.86982844)","400665",CLOROFILA A,5.10000000000,No eutrófico,"121873","4165759","30",CHGn,µg/l
"POINT (174431.343634165 4222801.73090343)","400667",CLOROFILA A,50.85000000000,Eutrófico,"174431","4222802","30",CHGn,µg/l
"POINT (235802.506178431 4290546.2985897)","400668",CLOROFILA A,3.55000000000,No eutrófico,"235803","4290546","30",CHGn,µg/l
"POINT (446612.99996816 4328240.99997724)","400669",CLOROFILA A,86.00000000000,Eutrófico,"446613","4328241","30",CHGn,µg/l
"POINT (168635.999958984 4256991.00004336)","400671",CLOROFILA A,25.90000000000,Eutrófico,"168636","4256991","30",CHGn,µg/l
"POINT (544460.999992602 4310598.99997297)","400672",CLOROFILA A,78.00000000000,Eutrófico,"544461","4310599","30",CHGn,µg/l
"POINT (479257.000022821 4360728.00004519)","400675",CLOROFILA A,1.00000000000,No eutrófico,"479257","4360728","30",CHGn,µg/l
"POINT (514392.000030328 4356110.00004357)","400676",CLOROFILA A,82.00000000000,Eutrófico,"514392","4356110","30",CHGn,µg/l
"POINT (242632.000023704 4341988.99995048)","400677",CLOROFILA A,50.50000000000,Eutrófico,"242632","4341989","30",CHGn,µg/l
"POINT (272430.999952317 4257756.99997296)","400678",CLOROFILA A,18.50000000000,No eutrófico,"272431","4257757","30",CHGn,µg/l
"POINT (482680.999971651 4287149.0000025)","400679",CLOROFILA A,2.55000000000,No eutrófico,"482681","4287149","30",CHGn,µg/l
"POINT (274811.000010441 4340936.00001543)","400680",CLOROFILA A,0.00000000000,No eutrófico,"274811","4340936","30",CHGn,µg/l
"POINT (121102.000006251 4167947.00002004)","400681",CLOROFILA A,11.20000000000,No eutrófico,"121102","4167947","30",CHGn,µg/l
"POINT (127873.402818617 4259101.63724148)","400682",CLOROFILA A,22.00000000000,No eutrófico,"127873","4259102","30",CHGn,µg/l
"POINT (188503.000026339 4270777.00003778)","400683",CLOROFILA A,30.45000000000,Eutrófico,"188503","4270777","30",CHGn,µg/l
"POINT (404132.00001385 4264820.99998935)",GV08360002,CLOROFILA A,7.54000000000,No eutrófico,"404132","4264821","30",CHGv,µg/l
"POINT (445170.000039279 4267957.00000344)",GV08370002,CLOROFILA A,14.07500000000,No eutrófico,"445170","4267957","30",CHGv,µg/l
"POINT (496593.999950808 4251061.99997167)",GV08640002,CLOROFILA A,3.79000000000,No eutrófico,"496594","4251062","30",CHGv,µg/l
"POINT (507599.999964261 4246253.00005075)",GV08640003,CLOROFILA A,0.95500000000,No eutrófico,"507600","4246253","30",CHGv,µg/l
"POINT (305497.000024282 4236788.00000893)",GV08790001,CLOROFILA A,22.16000000000,No eutrófico,"305497","4236788","30",CHGv,µg/l
"POINT (450055.000032322 4225915.99997908)",GV08840002,CLOROFILA A,1.84000000000,No eutrófico,"450055","4225916","30",CHGv,µg/l
"POINT (331093.000020667 4217269.99997723)",GV09010001,CLOROFILA A,9.05500000000,No eutrófico,"331093","4217270","30",CHGv,µg/l
"POINT (353183.999980103 4211796.00002979)",GV09020001,CLOROFILA A,2.33000000000,No eutrófico,"353184","4211796","30",CHGv,µg/l
"POINT (390250.000041551 4213985.99997928)",GV09030002,CLOROFILA A,3.82500000000,No eutrófico,"390250","4213986","30",CHGv,µg/l
"POINT (382559.000012556 4216858.00001417)",GV09030003,CLOROFILA A,5.16500000000,No eutrófico,"382559","4216858","30",CHGv,µg/l
"POINT (413012.999974642 4224561.99999938)",GV09040004,CLOROFILA A,3.87000000000,No eutrófico,"413013","4224562","30",CHGv,µg/l
"POINT (429462.000046406 4223980.00004667)",GV09050003,CLOROFILA A,1.78500000000,No eutrófico,"429462","4223980","30",CHGv,µg/l
"POINT (458133.999960477 4223855.00002159)",GV09060003,CLOROFILA A,55.05000000000,Eutrófico,"458134","4223855","30",CHGv,µg/l
"POINT (463670.000013509 4218841.00000805)",GV09069001,CLOROFILA A,2.99000000000,No eutrófico,"463670","4218841","30",CHGv,µg/l
"POINT (518252.999957561 4216627.99998887)",GV09089001,CLOROFILA A,0.41000000000,No eutrófico,"518253","4216628","30",CHGv,µg/l
"POINT (240548.00005022 4208201.00004186)",GV09190002,CLOROFILA A,5.84500000000,No eutrófico,"240548","4208201","30",CHGv,µg/l
"POINT (305647.999961235 4197207.99995924)",GV09210001,CLOROFILA A,1.99500000000,No eutrófico,"305648","4197208","30",CHGv,µg/l
"POINT (321563.999972019 4191681.00004275)",GV09229001,CLOROFILA A,0.92000000000,No eutrófico,"321564","4191681","30",CHGv,µg/l
"POINT (357130.999967366 4202419.00000075)",GV09230002,CLOROFILA A,1.82500000000,No eutrófico,"357131","4202419","30",CHGv,µg/l
"POINT (342017.000045824 4209644.99996041)",GV09230005,CLOROFILA A,32.98000000000,Eutrófico,"342017","4209645","30",CHGv,µg/l
"POINT (531329.000028419 4190853.00001282)",GV09299001,CLOROFILA A,1.72500000000,No eutrófico,"531329","4190853","30",CHGv,µg/l
"POINT (224806.999994732 4178829.00003384)",GV09400002,CLOROFILA A,9.11000000000,No eutrófico,"224807","4178829","30",CHGv,µg/l
"POINT (245927.000016361 4179018.99996718)",GV09400004,CLOROFILA A,8.34000000000,No eutrófico,"245927","4179019","30",CHGv,µg/l
"POINT (303092.999983225 4188795.00000959)",GV09420001,CLOROFILA A,4.40000000000,No eutrófico,"303093","4188795","30",CHGv,µg/l
"POINT (296524.999950042 4180065.99999084)",GV09420002,CLOROFILA A,4.88500000000,No eutrófico,"296525","4180066","30",CHGv,µg/l
"POINT (281078.000016206 4180752.00004413)",GV09420004,CLOROFILA A,1.86000000000,No eutrófico,"281078","4180752","30",CHGv,µg/l
"POINT (508498.00000682 4179345.00002363)",GV09490001,CLOROFILA A,1.82000000000,No eutrófico,"508498","4179345","30",CHGv,µg/l
"POINT (518677.999974575 4184170.99997934)",GV09500001,CLOROFILA A,0.41000000000,No eutrófico,"518678","4184171","30",CHGv,µg/l
"POINT (209851.000023386 4158962.99998068)",GV09610001,CLOROFILA A,0.91000000000,No eutrófico,"209851","4158963","30",CHGv,µg/l
"POINT (218932.000037993 4173656.99996248)",GV09620003,CLOROFILA A,3.55000000000,No eutrófico,"218932","4173657","30",CHGv,µg/l
"POINT (230704.000043694 4162180.00004533)",GV09620004,CLOROFILA A,9.13500000000,No eutrófico,"230704","4162180","30",CHGv,µg/l
"POINT (263484.99995764 4183648.99997149)",GV09630001,CLOROFILA A,5.05000000000,No eutrófico,"263485","4183649","30",CHGv,µg/l
"POINT (394470.999957276 4163620.99996921)",GV09679001,CLOROFILA A,2.29000000000,No eutrófico,"394471","4163621","30",CHGv,µg/l
"POINT (410758.000027866 4166258.99995373)",GV09680003,CLOROFILA A,10.46500000000,No eutrófico,"410758","4166259","30",CHGv,µg/l
"POINT (435736.000018828 4165313.99997821)",GV09690001,CLOROFILA A,0.99000000000,No eutrófico,"435736","4165314","30",CHGv,µg/l
"POINT (512456.00001904 4159593.99997737)",GV09719001,CLOROFILA A,0.26500000000,No eutrófico,"512456","4159594","30",CHGv,µg/l
"POINT (437217.000016674 4140235.00001654)",GV09919001,CLOROFILA A,1.24000000000,No eutrófico,"437217","4140235","30",CHGv,µg/l
"POINT (377014.000013271 4126366.00001204)",GV10070002,CLOROFILA A,2.42500000000,No eutrófico,"377014","4126366","30",CHGv,µg/l
"POINT (439587.999965274 4125594.0000425)",GV10090004,CLOROFILA A,8.48500000000,No eutrófico,"439588","4125594","30",CHGv,µg/l
"POINT (461087.999993228 4117494.00004515)",GV10100001,CLOROFILA A,0.73000000000,No eutrófico,"461088","4117494","30",CHGv,µg/l
"POINT (477496.000043322 4129607.00003934)",GV10100005,CLOROFILA A,0.00000000000,No eutrófico,"477496","4129607","30",CHGv,µg/l
"POINT (302905.000047322 4109904.00002247)",GV10219001,CLOROFILA A,6.01000000000,No eutrófico,"302905","4109904","30",CHGv,µg/l
"POINT (457345.00002487 4112779.99998186)",GV10270001,CLOROFILA A,2.16000000000,No eutrófico,"457345","4112780","30",CHGv,µg/l
"POINT (420483.999964101 4094774.99997341)",GV10400001,CLOROFILA A,0.83500000000,No eutrófico,"420484","4094775","30",CHGv,µg/l
"POINT (293258.999993464 4190824.99998207)",GV41300,CLOROFILA A,5.00000000000,No eutrófico,"293259","4190825","30",CHGv,µg/l
"POINT (347554.000036763 4135065.00003)",GV51009,CLOROFILA A,1.51500000000,No eutrófico,"347554","4135065","30",CHGv,µg/l
"POINT (399051.999987735 4161816.99996231)",GV90003,CLOROFILA A,0.00000000000,No eutrófico,"399052","4161817","30",CHGv,µg/l
"POINT (350190.000019708 4149635.00003214)",GV90005,CLOROFILA A,5.58000000000,No eutrófico,"350190","4149635","30",CHGv,µg/l
"POINT (356020.000004327 4147078.99997456)",GV90007,CLOROFILA A,6.94000000000,No eutrófico,"356020","4147079","30",CHGv,µg/l
"POINT (356938.999959558 4130964.99996207)",GV90010,CLOROFILA A,0.00000000000,No eutrófico,"356939","4130965","30",CHGv,µg/l
"POINT (239909.00001212 4087079.0000091)",GV90020,CLOROFILA A,10.23000000000,No eutrófico,"239909","4087079","30",CHGv,µg/l
"POINT (244537.999969857 4083967.00000316)",GV90021,CLOROFILA A,8.39000000000,No eutrófico,"244538","4083967","30",CHGv,µg/l
"POINT (197576.000024314 4119581.99997429)",GV90026,CLOROFILA A,12.80000000000,No eutrófico,"197576","4119582","30",CHGv,µg/l
"POINT (213626.000038653 4096010.99995206)",GV90028,CLOROFILA A,3.35000000000,No eutrófico,"213626","4096011","30",CHGv,µg/l
"POINT (193714.999956448 4099292.00004607)",GV90033,CLOROFILA A,9.45000000000,No eutrófico,"193715","4099292","30",CHGv,µg/l
"POINT (288395.999966605 4071473.00003345)",AA00000692,CLOROFILA A,1.18666666667,No eutrófico,"288396","4071473","30",GB,µg/l
"POINT (287018.999951789 4081417.99996291)",AA00000747,CLOROFILA A,1.28933333333,No eutrófico,"287019","4081418","30",GB,µg/l
"POINT (271045.000016629 4060475.99997454)",AA00000748,CLOROFILA A,2.30800000000,No eutrófico,"271045","4060476","30",GB,µg/l
"POINT (250979.999971652 4061660.9999695)",AA00000749,CLOROFILA A,0.69175000000,No eutrófico,"250980","4061661","30",GB,µg/l
"POINT (254136.999996102 4029006.00001398)",AA00000750,CLOROFILA A,13.85000000000,Eutrófico,"254137","4029006","30",GB,µg/l
"POINT (250740.000016673 4020789.00000242)",AA00000751,CLOROFILA A,5.49888888889,No eutrófico,"250740","4020789","30",GB,µg/l
"POINT (261684.000005001 4004333.0000488)",AA00000752,CLOROFILA A,2.82650000000,No eutrófico,"261684","4004333","30",GB,µg/l
"POINT (250496.999959327 4071011.99998233)",AA00000758,CLOROFILA A,2.55700000000,No eutrófico,"250497","4071012","30",GB,µg/l
"POINT (227282.999972616 4056719.99996007)",AA00000793,CLOROFILA A,13.70857142860,Eutrófico,"227283","4056720","30",GB,µg/l
"POINT (229007.999999617 4046448.00003098)",AA00000798,CLOROFILA A,25.60000000000,Eutrófico,"229008","4046448","30",GB,µg/l
"POINT (210674.000037511 4060355.99997685)",AA00000819,CLOROFILA A,8.31500000000,Eutrófico,"210674","4060356","30",GB,µg/l
"POINT (223676.999977093 4037251.99999668)",AA00000840,CLOROFILA A,6.30000000000,No eutrófico,"223677","4037252","30",GB,µg/l
"POINT (224747.999986243 4039331.9999804)",AA00000841,CLOROFILA A,72.98000000000,Eutrófico,"224748","4039332","30",GB,µg/l
"POINT (226314.999996453 4047696.99999896)",AA00000842,CLOROFILA A,2.16000000000,No eutrófico,"226315","4047697","30",GB,µg/l
"POINT (264545.000039644 4040529.00002737)",AA10700003,CLOROFILA A,1.44975000000,No eutrófico,"264545","4040529","30",GB,µg/l
"POINT (76182.0000389023 4758103.99996363)",14.RW.05.120,CLOROFILA A,10.98200000000,No eutrófico,"76182","4758104","30",GC,µg/l
"POINT (121325.999979695 4714231.00002686)",NO01880025,CLOROFILA A,4.25000000000,No eutrófico,"121326","4714231","30",CHMS,µg/l
"POINT (138111.999978439 4688315.00003137)",NO02270001,CLOROFILA A,5.52222222222,No eutrófico,"138112","4688315","30",CHMS,µg/l
"POINT (156950.999984897 4118930.0000038)",AA00000746,CLOROFILA A,171.88888888900,Eutrófico,"156951","4118930","30",TOP,µg/l
"POINT (180978.000014869 4188673.00003031)",AA00000753,CLOROFILA A,6.15333333333,No eutrófico,"180978","4188673","30",TOP,µg/l
"POINT (127311.999965005 4138068.99995425)",AA00000754,CLOROFILA A,9.85117647059,Eutrófico,"127312","4138069","30",TOP,µg/l
"POINT (147687.000016748 4153581.99999959)",AA00000755,CLOROFILA A,2.88536363636,No eutrófico,"147687","4153582","30",TOP,µg/l
"POINT (164354.00000203 4180798.00000567)",AA00000756,CLOROFILA A,4.09033333333,No eutrófico,"164354","4180798","30",TOP,µg/l
"POINT (122115.999963337 4144220.99998983)",AA00000757,CLOROFILA A,9.17000000000,Eutrófico,"122116","4144221","30",TOP,µg/l
"POINT (184030.999982384 4150651.00002324)",AA00000796,CLOROFILA A,10.13238095240,Eutrófico,"184031","4150651","30",TOP,µg/l
"POINT (141001.999961918 4126115.99999767)",AA00000797,CLOROFILA A,17.63375000000,Eutrófico,"141002","4126116","30",TOP,µg/l
"POINT (154826.999980239 4120270.0000107)",AA00000816,CLOROFILA A,169.42000000000,Eutrófico,"154827","4120270","30",TOP,µg/l
"POINT (155079.000017284 4120023.99999759)",AA00000817,CLOROFILA A,101.40000000000,Eutrófico,"155079","4120024","30",TOP,µg/l
"POINT (154423.999957805 4120988.00003898)",AA00000818,CLOROFILA A,22.06000000000,Eutrófico,"154424","4120988","30",TOP,µg/l
"POINT (190529.000024199 4174752.99995686)",AA00000821,CLOROFILA A,1.50176190476,No eutrófico,"190529","4174753","30",TOP,µg/l
"POINT (165397.999979218 4188819.00002622)",AA00000839,CLOROFILA A,5.32666666667,No eutrófico,"165398","4188819","30",TOP,µg/l
