PARÁMETROS DE HETEROGENEIDAD =================
Number of nodes in the graph: 1521
Number of edges in the graph: 1100
Maximum degree of the Graph: 58
Minimum degree of the Graph: 1
Average degree of the nodes in the Graph: 1.4464168310322156
PARÁMETROS COMPONENTE GIGANTE =================
Connected graph: FALSE
Number of connected components: 0
Number of nodes of the largest subgraph in the graph: 1521
Number of edges of the largest subgraph in the graph: 1100
Connected largest subgraph: FALSE
Diameter of the largest subgraph: 0
PARÁMETROS DE CENTRALIDAD =================
GRAPH CENTRALITY:
 Nodo (708315.2043, 4429153.5663): 0.0006578947368421052
 Nodo (710030.7833, 4424974.0009): 0.0013157894736842105
 Nodo (710277.6523, 4420928.6806): 0.0006578947368421052
 Nodo (711427.6367, 4418703.7269): 0.001973684210526316
 Nodo (708315.2043, 4429153.5663): 0.0006578947368421052
 Nodo (705390.1449, 4423466.0781): 0.0006578947368421052
 Nodo (706331.9935, 4423051.0583): 0.0013157894736842105
 Nodo (705390.1449, 4423466.0781): 0.0006578947368421052
 Nodo (704777.6572, 4426178.5407): 0.001973684210526316
 Nodo (706408.1608, 4424592.0375): 0.0013157894736842105
 Nodo (704777.6572, 4426178.5407): 0.002631578947368421
 Nodo (701490.199, 4429890.9967): 0.0006578947368421052
 Nodo (702901.6342, 4426662.7697): 0.0013157894736842105
 Nodo (705577.6637, 4420778.6572): 0.0006578947368421052
 Nodo (701490.199, 4429890.9967): 0.0006578947368421052
 Nodo (700290.1659, 4422578.5869): 0.0006578947368421052
 Nodo (701899.2477, 4422040.5959): 0.0013157894736842105
 Nodo (703152.6648, 4420778.6342): 0.0006578947368421052
 Nodo (700290.1659, 4422578.5869): 0.0006578947368421052
 Nodo (697602.7042, 4417178.7766): 0.001973684210526316
 Nodo (697772.5219, 4417943.4822): 0.0013157894736842105
 Nodo (698177.6983, 4418628.733): 0.0006578947368421052
 Nodo (697602.7042, 4417178.7766): 0.003947368421052632
 Nodo (693327.6811, 4419828.6595): 0.001973684210526316
 Nodo (694772.8345, 4419820.7133): 0.0013157894736842105
 Nodo (696727.6916, 4419603.6947): 0.0006578947368421052
 Nodo (693327.6811, 4419828.6595): 0.005263157894736842
 Nodo (695515.1996, 4423891.0237): 0.0006578947368421052
 Nodo (695174.4499, 4424748.3597): 0.0013157894736842105
 Nodo (694377.7104, 4424678.4949): 0.0006578947368421052
 Nodo (693177.7064, 4422853.5252): 0.005263157894736842
 Nodo (695515.1996, 4423891.0237): 0.0006578947368421052
 Nodo (696165.2192, 4428315.9888): 0.0006578947368421052
 Nodo (695036.6814, 4427088.18): 0.0013157894736842105
 Nodo (694527.716, 4426153.486): 0.0006578947368421052
 Nodo (696165.2192, 4428315.9888): 0.0006578947368421052
 Nodo (687677.7493, 4427715.9776): 0.0006578947368421052
 Nodo (690607.9089, 4427701.6447): 0.0013157894736842105
 Nodo (693802.7259, 4427653.4648): 0.0006578947368421052
 Nodo (687677.7493, 4427715.9776): 0.0006578947368421052
 Nodo (685740.2834, 4428016.0241): 0.0006578947368421052
 Nodo (688663.9439, 4428679.2159): 0.0013157894736842105
 Nodo (691402.7355, 4428478.4524): 0.0006578947368421052
 Nodo (685740.2834, 4428016.0241): 0.0006578947368421052
 Nodo (688890.1909, 4418178.7567): 0.0006578947368421052
 Nodo (690526.8826, 4420923.7948): 0.0013157894736842105
 Nodo (691952.7106, 4422853.5252): 0.0006578947368421052
 Nodo (688890.1909, 4418178.7567): 0.0006578947368421052
 Nodo (690027.7168, 4422816.0291): 0.0006578947368421052
 Nodo (689928.7057, 4423359.2143): 0.0013157894736842105
 Nodo (690102.7239, 4423903.4804): 0.0006578947368421052
 Nodo (690027.7168, 4422816.0291): 0.0006578947368421052
 Nodo (689177.7286, 4424653.4775): 0.001973684210526316
 Nodo (689830.8392, 4424601.4367): 0.0013157894736842105
 Nodo (689752.7249, 4423903.4808): 0.0006578947368421052
 Nodo (689177.7286, 4424653.4775): 0.002631578947368421
 Nodo (732140.1965, 4400653.7052): 0.0006578947368421052
 Nodo (731392.6392, 4398460.6002): 0.0013157894736842105
 Nodo (732827.6241, 4396053.685): 0.0006578947368421052
 Nodo (732140.1965, 4400653.7052): 0.0006578947368421052
 Nodo (726340.2463, 4394166.2649): 0.0006578947368421052
 Nodo (728529.7387, 4394455.8665): 0.0013157894736842105
 Nodo (730552.6545, 4395503.7109): 0.0006578947368421052
 Nodo (726340.2463, 4394166.2649): 0.0006578947368421052
 Nodo (731627.6966, 4400891.2115): 0.0006578947368421052
 Nodo (730258.5638, 4398913.7121): 0.0013157894736842105
 Nodo (728677.696, 4397478.7414): 0.0006578947368421052
 Nodo (731627.6966, 4400891.2115): 0.0006578947368421052
 Nodo (724190.2541, 4395141.2749): 0.0006578947368421052
 Nodo (726207.0178, 4396499.3352): 0.0013157894736842105
 Nodo (728252.7003, 4397878.7475): 0.0006578947368421052
 Nodo (724190.2541, 4395141.2749): 0.0006578947368421052
 Nodo (722690.2676, 4398316.2922): 0.0006578947368421052
 Nodo (724163.4547, 4399155.9509): 0.0013157894736842105
 Nodo (725777.7176, 4399753.773): 0.0006578947368421052
 Nodo (727427.7031, 4398753.7586): 0.003947368421052632
 Nodo (722690.2676, 4398316.2922): 0.0006578947368421052
 Nodo (723427.7654, 4400378.7907): 0.001973684210526316
 Nodo (724098.9498, 4400557.2018): 0.0013157894736842105
 Nodo (725052.7409, 4400778.777): 0.0006578947368421052
 Nodo (723427.7654, 4400378.7907): 0.002631578947368421
 Nodo (719990.2972, 4399903.8209): 0.0006578947368421052
 Nodo (721350.3413, 4399953.1133): 0.0013157894736842105
 Nodo (722427.8044, 4400953.796): 0.0006578947368421052
 Nodo (719990.2972, 4399903.8209): 0.0006578947368421052
 Nodo (719065.3384, 4402203.8119): 0.0006578947368421052
 Nodo (720507.2976, 4401825.5489): 0.0013157894736842105
 Nodo (719065.3384, 4402203.8119): 0.0006578947368421052
 Nodo (727115.2062, 4401616.2593): 0.0006578947368421052
 Nodo (728015.1288, 4401625.2669): 0.0013157894736842105
 Nodo (728727.6995, 4401153.7432): 0.0006578947368421052
 Nodo (727115.2062, 4401616.2593): 0.0006578947368421052
 Nodo (724640.2924, 4402841.2736): 0.0006578947368421052
 Nodo (725946.049, 4403008.8976): 0.0013157894736842105
 Nodo (726952.7234, 4403553.7566): 0.0006578947368421052
 Nodo (724640.2924, 4402841.2736): 0.0006578947368421052
 Nodo (728327.7216, 4405716.2435): 0.0006578947368421052
 Nodo (727812.7744, 4405205.8936): 0.0013157894736842105
 Nodo (726977.733, 4404728.7539): 0.0006578947368421052
 Nodo (728327.7216, 4405716.2435): 0.0006578947368421052
 Nodo (722965.3838, 4404078.78): 0.0006578947368421052
 Nodo (723545.3275, 4404557.811): 0.0013157894736842105
 Nodo (723652.8877, 4405328.7714): 0.0006578947368421052
 Nodo (726527.7557, 4405378.7552): 0.003947368421052632
 Nodo (722965.3838, 4404078.78): 0.0006578947368421052
 Nodo (717527.8249, 4400966.3325): 0.0006578947368421052
 Nodo (719049.9676, 4403654.5467): 0.0013157894736842105
 Nodo (721452.9508, 4405553.7809): 0.0006578947368421052
 Nodo (717527.8249, 4400966.3325): 0.0006578947368421052
 Nodo (715065.3718, 4402066.3216): 0.0006578947368421052
 Nodo (716020.6405, 4404497.2933): 0.0013157894736842105
 Nodo (715065.3718, 4402066.3216): 0.0006578947368421052
 Nodo (716352.8487, 4402016.3227): 0.0006578947368421052
 Nodo (716598.259, 4404093.4976): 0.0013157894736842105
 Nodo (716352.8487, 4402016.3227): 0.0006578947368421052
 Nodo (727440.2387, 4406466.2468): 0.0006578947368421052
 Nodo (726929.0937, 4406250.5965): 0.0013157894736842105
 Nodo (726327.7718, 4406053.7547): 0.0006578947368421052
 Nodo (727440.2387, 4406466.2468): 0.0006578947368421052
 Nodo (727227.7447, 4407566.2376): 0.0006578947368421052
 Nodo (726958.8282, 4406805.9757): 0.0013157894736842105
 Nodo (726077.7868, 4406378.7546): 0.0006578947368421052
 Nodo (727227.7447, 4407566.2376): 0.0006578947368421052
 Nodo (722515.2815, 4415916.1374): 0.0006578947368421052
 Nodo (723580.2694, 4414500.662): 0.0013157894736842105
 Nodo (724927.7854, 4412928.6862): 0.0006578947368421052
 Nodo (724577.8471, 4407528.7494): 0.006578947368421052
 Nodo (722515.2815, 4415916.1374): 0.0006578947368421052
 Nodo (726552.7569, 4415128.6433): 0.001973684210526316
 Nodo (725842.2668, 4414349.6653): 0.0013157894736842105
 Nodo (725102.7826, 4413103.6826): 0.0006578947368421052
 Nodo (726552.7569, 4415128.6433): 0.0006578947368421052
 Nodo (727340.2251, 4416978.6168): 0.0006578947368421052
 Nodo (728103.7666, 4414927.2087): 0.0013157894736842105
 Nodo (727077.7567, 4412753.6876): 0.0006578947368421052
 Nodo (727340.2251, 4416978.6168): 0.0006578947368421052
 Nodo (731365.1193, 4416078.6624): 0.0006578947368421052
 Nodo (729811.0784, 4415584.0135): 0.0013157894736842105
 Nodo (731365.1193, 4416078.6624): 0.0006578947368421052
 Nodo (721402.953, 4406866.2688): 0.0006578947368421052
 Nodo (722168.2632, 4407428.2745): 0.0013157894736842105
 Nodo (722627.9137, 4408103.7513): 0.0006578947368421052
 Nodo (721402.953, 4406866.2688): 0.0006578947368421052
 Nodo (717765.378, 4408978.7266): 0.0006578947368421052
 Nodo (719463.1847, 4408858.1392): 0.0013157894736842105
 Nodo (721352.9002, 4409228.7377): 0.0006578947368421052
 Nodo (717765.378, 4408978.7266): 0.0006578947368421052
 Nodo (721952.8308, 4411891.209): 0.0006578947368421052
 Nodo (722248.2496, 4410912.4789): 0.0013157894736842105
 Nodo (720902.8725, 4410528.7178): 0.0006578947368421052
 Nodo (721952.8308, 4411891.209): 0.0006578947368421052
 Nodo (723990.2524, 4419578.5729): 0.0006578947368421052
 Nodo (721507.3699, 4416429.4324): 0.0013157894736842105
 Nodo (720277.8669, 4411078.7051): 0.0006578947368421052
 Nodo (723990.2524, 4419578.5729): 0.0006578947368421052
 Nodo (718465.3832, 4409516.2194): 0.0006578947368421052
 Nodo (719250.7428, 4409924.2165): 0.0013157894736842105
 Nodo (719627.8766, 4410653.7067): 0.0006578947368421052
 Nodo (719877.8703, 4411078.7019): 0.001973684210526316
 Nodo (718465.3832, 4409516.2194): 0.0006578947368421052
 Nodo (716927.8685, 4408466.2361): 0.0006578947368421052
 Nodo (716958.7535, 4409276.115): 0.0013157894736842105
 Nodo (716927.8685, 4408466.2361): 0.0006578947368421052
 Nodo (712415.2755, 4410816.1861): 0.0006578947368421052
 Nodo (715158.7283, 4410802.4158): 0.0013157894736842105
 Nodo (712415.2755, 4410816.1861): 0.0006578947368421052
 Nodo (718815.2917, 4415291.1205): 0.0006578947368421052
 Nodo (718153.977, 4414173.1561): 0.0013157894736842105
 Nodo (718477.8568, 4413078.6545): 0.0006578947368421052
 Nodo (718815.2917, 4415291.1205): 0.0006578947368421052
 Nodo (705740.3338, 4409466.3313): 0.0006578947368421052
 Nodo (707777.9219, 4410204.0234): 0.0013157894736842105
 Nodo (709402.7685, 4412353.7427): 0.0006578947368421052
 Nodo (705740.3338, 4409466.3313): 0.0006578947368421052
 Nodo (705640.3109, 4411966.2937): 0.0006578947368421052
 Nodo (707384.2973, 4412612.9902): 0.0013157894736842105
 Nodo (709327.7694, 4412353.7448): 0.0006578947368421052
 Nodo (705640.3109, 4411966.2937): 0.0006578947368421052
 Nodo (701665.2671, 4414316.2872): 0.0006578947368421052
 Nodo (703451.0238, 4414766.1196): 0.0013157894736842105
 Nodo (705027.7647, 4414303.7701): 0.0006578947368421052
 Nodo (701665.2671, 4414316.2872): 0.0006578947368421052
 Nodo (698715.2473, 4414166.344): 0.0006578947368421052
 Nodo (700389.8746, 4413701.1728): 0.0013157894736842105
 Nodo (701577.8046, 4412278.8203): 0.0006578947368421052
 Nodo (698715.2473, 4414166.344): 0.0006578947368421052
 Nodo (709415.2064, 4415503.7392): 0.0006578947368421052
 Nodo (712206.5579, 4415392.027): 0.0013157894736842105
 Nodo (714602.7812, 4413403.6532): 0.0006578947368421052
 Nodo (709415.2064, 4415503.7392): 0.0006578947368421052
 Nodo (714265.1588, 4419928.6375): 0.0006578947368421052
 Nodo (715057.5354, 4419139.971): 0.0013157894736842105
 Nodo (716177.6703, 4418953.5797): 0.0006578947368421052
 Nodo (716027.7907, 4414503.6314): 0.007894736842105263
 Nodo (714265.1588, 4419928.6375): 0.0006578947368421052
 Nodo (716790.2034, 4422516.0479): 0.0006578947368421052
 Nodo (717625.5206, 4421798.7995): 0.0013157894736842105
 Nodo (717852.7064, 4420703.5523): 0.0006578947368421052
 Nodo (716790.2034, 4422516.0479): 0.0006578947368421052
 Nodo (723165.2616, 4421366.0531): 0.0006578947368421052
 Nodo (720850.7706, 4420908.7786): 0.0013157894736842105
 Nodo (718677.7211, 4420853.555): 0.0006578947368421052
 Nodo (723165.2616, 4421366.0531): 0.0006578947368421052
 Nodo (720790.2682, 4423591.0392): 0.0006578947368421052
 Nodo (719672.4318, 4422838.5365): 0.0013157894736842105
 Nodo (718802.7305, 4422053.5495): 0.0006578947368421052
 Nodo (720790.2682, 4423591.0392): 0.0006578947368421052
 Nodo (713677.641, 4418316.1789): 0.0006578947368421052
 Nodo (713647.6025, 4417900.2799): 0.0013157894736842105
 Nodo (713477.6567, 4417478.6835): 0.0006578947368421052
 Nodo (713402.6579, 4417378.6856): 0.0006578947368421052
 Nodo (713677.641, 4418316.1789): 0.0006578947368421052
 Nodo (715515.1796, 4421053.5885): 0.0006578947368421052
 Nodo (714018.3351, 4420142.9618): 0.0013157894736842105
 Nodo (712327.6342, 4419178.7141): 0.0006578947368421052
 Nodo (715515.1796, 4421053.5885): 0.0006578947368421052
 Nodo (714415.1725, 4421553.6148): 0.0006578947368421052
 Nodo (713207.4512, 4421044.4904): 0.0013157894736842105
 Nodo (712352.642, 4420203.6944): 0.0006578947368421052
 Nodo (714415.1725, 4421553.6148): 0.0006578947368421052
 Nodo (714215.2094, 4425553.5798): 0.0006578947368421052
 Nodo (713165.5329, 4424688.851): 0.0013157894736842105
 Nodo (712152.6648, 4423553.6382): 0.0006578947368421052
 Nodo (712252.648, 4421153.68): 0.010526315789473684
 Nodo (714215.2094, 4425553.5798): 0.0006578947368421052
 Nodo (710565.2296, 4429028.574): 0.0006578947368421052
 Nodo (711567.9481, 4427862.406): 0.0013157894736842105
 Nodo (712452.717, 4427028.5922): 0.0006578947368421052
 Nodo (710565.2296, 4429028.574): 0.0006578947368421052
 Nodo (710990.2598, 4430716.0604): 0.0006578947368421052
 Nodo (711875.1102, 4429223.7778): 0.0013157894736842105
 Nodo (712702.7323, 4427828.5817): 0.0006578947368421052
 Nodo (710990.2598, 4430716.0604): 0.0006578947368421052
 Nodo (716277.7637, 4427866.0394): 0.0006578947368421052
 Nodo (714674.5807, 4427921.2865): 0.0013157894736842105
 Nodo (713152.7466, 4428478.5709): 0.0006578947368421052
 Nodo (716277.7637, 4427866.0394): 0.0006578947368421052
 Nodo (712752.6644, 4422691.1406): 0.0006578947368421052
 Nodo (712582.5639, 4422265.7747): 0.0013157894736842105
 Nodo (712827.6585, 4421803.6532): 0.0006578947368421052
 Nodo (712752.6644, 4422691.1406): 0.0006578947368421052
 Nodo (714540.1762, 4421891.1079): 0.0006578947368421052
 Nodo (714080.5086, 4421710.3243): 0.0013157894736842105
 Nodo (713702.6687, 4422003.628): 0.0006578947368421052
 Nodo (714540.1762, 4421891.1079): 0.0006578947368421052
 Nodo (716465.1923, 4421478.5594): 0.0006578947368421052
 Nodo (715234.351, 4422181.2541): 0.0013157894736842105
 Nodo (714302.6786, 4422528.607): 0.0006578947368421052
 Nodo (716465.1923, 4421478.5594): 0.0006578947368421052
 Nodo (713790.1901, 4424591.0937): 0.0006578947368421052
 Nodo (714174.644, 4424408.3937): 0.0013157894736842105
 Nodo (714377.6897, 4423903.5907): 0.0006578947368421052
 Nodo (713790.1901, 4424591.0937): 0.0006578947368421052
 Nodo (714465.2071, 4425253.578): 0.0006578947368421052
 Nodo (714655.345, 4424857.2497): 0.0013157894736842105
 Nodo (714777.6969, 4424328.5793): 0.0006578947368421052
 Nodo (714627.6937, 4424103.5841): 0.001973684210526316
 Nodo (714465.2071, 4425253.578): 0.0006578947368421052
 Nodo (716640.2274, 4425216.0439): 0.0006578947368421052
 Nodo (715782.2465, 4424738.4457): 0.0013157894736842105
 Nodo (715002.7001, 4424453.5744): 0.0006578947368421052
 Nodo (716640.2274, 4425216.0439): 0.0006578947368421052
 Nodo (716140.2337, 4425953.5488): 0.0006578947368421052
 Nodo (715703.9222, 4425781.32): 0.0013157894736842105
 Nodo (715252.7219, 4425728.563): 0.0006578947368421052
 Nodo (716140.2337, 4425953.5488): 0.0006578947368421052
 Nodo (718465.2401, 4424391.0385): 0.0006578947368421052
 Nodo (717433.5998, 4423695.4832): 0.0013157894736842105
 Nodo (715802.7044, 4423953.5635): 0.0006578947368421052
 Nodo (718465.2401, 4424391.0385): 0.0006578947368421052
 Nodo (720815.2716, 4424316.0326): 0.0006578947368421052
 Nodo (719725.3694, 4424690.1003): 0.0013157894736842105
 Nodo (718952.7558, 4425328.5332): 0.0006578947368421052
 Nodo (720815.2716, 4424316.0326): 0.0006578947368421052
 Nodo (717965.284, 4428516.0261): 0.0006578947368421052
 Nodo (717015.1514, 4427201.3848): 0.0013157894736842105
 Nodo (717152.7436, 4425953.538): 0.0006578947368421052
 Nodo (717965.284, 4428516.0261): 0.0006578947368421052
 Nodo (709940.1876, 4416178.7334): 0.0006578947368421052
 Nodo (710533.867, 4416726.1603): 0.0013157894736842105
 Nodo (710627.6526, 4417653.734): 0.0006578947368421052
 Nodo (711452.6364, 4418678.7274): 0.0013157894736842105
 Nodo (709940.1876, 4416178.7334): 0.0006578947368421052
 Nodo (709740.183, 4416528.7359): 0.0006578947368421052
 Nodo (710398.7226, 4416817.09): 0.0013157894736842105
 Nodo (710477.6569, 4417503.7338): 0.0006578947368421052
 Nodo (709740.183, 4416528.7359): 0.0006578947368421052
 Nodo (708352.6682, 4425766.0864): 0.0006578947368421052
 Nodo (708908.469, 4423850.784): 0.0013157894736842105
 Nodo (710177.6577, 4422978.6377): 0.0006578947368421052
 Nodo (710277.6523, 4420928.6806): 0.001973684210526316
 Nodo (708352.6682, 4425766.0864): 0.0006578947368421052
 Nodo (710052.7105, 4428066.0799): 0.0006578947368421052
 Nodo (710254.6498, 4425457.4212): 0.0013157894736842105
 Nodo (710502.6594, 4423378.6317): 0.0006578947368421052
 Nodo (710052.7105, 4428066.0799): 0.0006578947368421052
 Nodo (710115.2332, 4429678.5674): 0.0006578947368421052
 Nodo (710148.0292, 4429005.6578): 0.0013157894736842105
 Nodo (709652.7104, 4428378.5759): 0.0006578947368421052
 Nodo (710115.2332, 4429678.5674): 0.0006578947368421052
 Nodo (705102.6947, 4429841.0332): 0.0006578947368421052
 Nodo (704668.7237, 4427901.6239): 0.0013157894736842105
 Nodo (705102.6947, 4429841.0332): 0.0006578947368421052
 Nodo (703690.1603, 4426753.5232): 0.0006578947368421052
 Nodo (704342.6993, 4426658.3565): 0.0013157894736842105
 Nodo (703690.1603, 4426753.5232): 0.0006578947368421052
 Nodo (708402.6765, 4417541.2425): 0.0006578947368421052
 Nodo (709334.6144, 4418108.2796): 0.0013157894736842105
 Nodo (710352.6454, 4418328.7345): 0.0006578947368421052
 Nodo (708402.6765, 4417541.2425): 0.0006578947368421052
 Nodo (706265.1823, 4417941.2384): 0.0006578947368421052
 Nodo (707830.57, 4418073.7961): 0.0013157894736842105
 Nodo (709102.6571, 4419003.7197): 0.0006578947368421052
 Nodo (706265.1823, 4417941.2384): 0.0006578947368421052
 Nodo (706240.1784, 4418266.2319): 0.0006578947368421052
 Nodo (707461.3057, 4418852.5284): 0.0013157894736842105
 Nodo (708602.6604, 4419353.7112): 0.0006578947368421052
 Nodo (706240.1784, 4418266.2319): 0.0006578947368421052
 Nodo (707052.6708, 4419116.2134): 0.0006578947368421052
 Nodo (707478.146, 4419302.558): 0.0013157894736842105
 Nodo (708002.664, 4419553.7056): 0.0006578947368421052
 Nodo (707052.6708, 4419116.2134): 0.0006578947368421052
 Nodo (703715.1708, 4427728.521): 0.0006578947368421052
 Nodo (703098.8237, 4427359.0228): 0.0013157894736842105
 Nodo (703177.6551, 4426403.5166): 0.0006578947368421052
 Nodo (705577.6637, 4420778.6572): 0.002631578947368421
 Nodo (703715.1708, 4427728.521): 0.0006578947368421052
 Nodo (702552.7012, 4430491.0002): 0.0006578947368421052
 Nodo (702293.1847, 4428919.805): 0.0013157894736842105
 Nodo (702702.6592, 4426878.5087): 0.0006578947368421052
 Nodo (702552.7012, 4430491.0002): 0.0006578947368421052
 Nodo (700315.1852, 4427528.5106): 0.0006578947368421052
 Nodo (700792.2633, 4427747.8992): 0.0013157894736842105
 Nodo (701177.682, 4427978.5058): 0.0006578947368421052
 Nodo (700315.1852, 4427528.5106): 0.0006578947368421052
 Nodo (700452.7114, 4430390.9923): 0.0006578947368421052
 Nodo (700417.779, 4430158.6121): 0.0013157894736842105
 Nodo (700477.7057, 4429903.4944): 0.0006578947368421052
 Nodo (700452.7114, 4430390.9923): 0.0006578947368421052
 Nodo (702365.1992, 4417841.2306): 0.0006578947368421052
 Nodo (704900.292, 4418123.1276): 0.0013157894736842105
 Nodo (705452.6708, 4419778.6848): 0.0006578947368421052
 Nodo (702365.1992, 4417841.2306): 0.0006578947368421052
 Nodo (703215.1794, 4419366.182): 0.0006578947368421052
 Nodo (703930.6927, 4419460.1767): 0.0013157894736842105
 Nodo (704552.6724, 4419803.6774): 0.0006578947368421052
 Nodo (703215.1794, 4419366.182): 0.0006578947368421052
 Nodo (704190.158, 4421503.6214): 0.0006578947368421052
 Nodo (704225.0079, 4420914.7641): 0.0013157894736842105
 Nodo (703902.668, 4420403.6534): 0.0006578947368421052
 Nodo (704190.158, 4421503.6214): 0.0006578947368421052
 Nodo (702152.6358, 4423828.5272): 0.001973684210526316
 Nodo (702598.5783, 4422461.0089): 0.0013157894736842105
 Nodo (703002.6606, 4421178.6192): 0.0006578947368421052
 Nodo (703152.6648, 4420778.6342): 0.0013157894736842105
 Nodo (702152.6358, 4423828.5272): 0.0013157894736842105
 Nodo (700315.1624, 4423028.5715): 0.0006578947368421052
 Nodo (700790.8065, 4422762.218): 0.0013157894736842105
 Nodo (701252.6592, 4422353.5862): 0.0006578947368421052
 Nodo (700315.1624, 4423028.5715): 0.0006578947368421052
 Nodo (697390.1892, 4423016.087): 0.0006578947368421052
 Nodo (699581.153, 4421184.8005): 0.0013157894736842105
 Nodo (702127.6759, 4420003.6602): 0.0006578947368421052
 Nodo (697390.1892, 4423016.087): 0.0006578947368421052
