Node,Status
"(808553.6803, 4733996.8466)",0
"(807142.2688, 4733537.5717)",0
"(809404.6423, 4735000.0648)",0
"(811466.5536, 4732604.7559)",0
"(812367.1496, 4731737.6809)",0
"(810454.6693, 4732950.1396)",0
"(812754.7304, 4729062.6848)",0
"(808692.3604, 4728425.1946)",0
"(804392.5635, 4727475.1974)",0
"(809517.1694, 4733937.5985)",0
"(807942.242, 4733150.0995)",0
"(809242.2128, 4732725.1314)",0
"(811917.1865, 4730975.1925)",0
"(806642.307, 4733025.0829)",0
"(807467.3028, 4731800.1427)",0
"(806617.356, 4731362.6459)",0
"(811116.2626, 4729884.4246)",0
"(810104.7123, 4731850.1651)",0
"(809930.0705, 4729673.9928)",0
"(809779.7262, 4731700.1673)",0
"(804944.7373, 4727897.0814)",0
"(805105.0109, 4728350.1855)",0
"(812579.7378, 4733195.1029)",0
"(812179.5743, 4734300.1388)",0
"(812919.3686, 4733430.0875)",0
"(812429.5656, 4734325.143)",0
"(814563.5559, 4735670.4774)",0
"(814229.4662, 4734725.231)",0
"(814856.9039, 4733131.1422)",0
"(815279.4667, 4732737.8096)",0
"(814529.4843, 4733550.2606)",0
"(813167.1448, 4730725.2212)",0
"(814792.0646, 4730137.8059)",0
"(812767.2001, 4729862.6925)",0
"(813634.5205, 4730678.0503)",0
"(814079.5897, 4730775.2687)",0
"(814272.261, 4730163.4647)",0
"(814054.5972, 4730575.2668)",0
"(813173.9152, 4730463.179)",0
"(813929.6116, 4730350.2593)",0
"(816094.7636, 4736497.6251)",0
"(816179.3718, 4734650.3359)",0
"(816176.0319, 4732711.7601)",0
"(815791.9509, 4732262.8421)",0
"(816554.3872, 4733175.3722)",0
"(816576.5733, 4730768.4751)",0
"(817429.3933, 4730700.4453)",0
"(820257.2833, 4727420.6802)",0
"(819666.7943, 4726763.1634)",0
"(819404.3063, 4728125.6108)",0
"(818005.5073, 4728360.1321)",0
"(817004.4363, 4729425.4363)",0
"(815216.016, 4726765.5071)",0
"(815929.5296, 4728425.3776)",0
"(815388.8839, 4727755.3315)",0
"(815554.5606, 4728250.3542)",0
"(816263.3113, 4730433.2518)",0
"(816529.4513, 4730375.4004)",0
"(817054.268, 4735735.3821)",0
"(816954.331, 4734750.3762)",0
"(817050.8401, 4737778.9843)",0
"(816754.265, 4738337.8029)",0
"(817879.2362, 4737575.3602)",0
"(819181.2598, 4740355.6785)",0
"(818091.6481, 4741775.2358)",0
"(820279.1204, 4738900.3824)",0
"(818241.6369, 4742062.7311)",0
"(821091.4929, 4744537.7541)",0
"(819591.5472, 4745037.705)",0
"(818616.6985, 4738100.3631)",0
"(822216.5623, 4738962.927)",0
"(822241.5552, 4739287.9181)",0
"(818741.6895, 4738325.3595)",0
"(821491.5552, 4739987.8816)",0
"(817516.6435, 4743175.1764)",0
"(819504.0517, 4744887.7046)",0
"(817191.6472, 4744075.1512)",0
"(816991.6518, 4744462.6396)",0
"(822216.5757, 4738300.4464)",0
"(821366.5644, 4739662.8884)",0
"(818016.617, 4743862.6775)",0
"(818940.5205, 4741495.622)",0
"(819979.0843, 4741350.3006)",0
"(820872.6065, 4743078.4065)",0
"(819979.0659, 4742300.2721)",0
"(818765.8989, 4745440.6722)",0
"(818079.1022, 4745450.1557)",0
"(822136.8036, 4730304.2907)",0
"(823516.6908, 4730000.7352)",0
"(821354.204, 4731075.6345)",0
"(823404.171, 4723163.4904)",0
"(820479.2387, 4725313.2694)",0
"(822191.6399, 4723138.4635)",0
"(819616.7562, 4732750.513)",0
"(819766.7665, 4731800.5397)",0
"(820866.7162, 4728050.7138)",0
"(822541.6329, 4725575.9069)",0
"(822229.1202, 4724863.4281)",0
"(823438.0699, 4725070.8034)",0
"(821954.1415, 4727200.8239)",0
"(820851.5706, 4726182.1343)",0
"(821729.1538, 4726800.8222)",0
"(821946.4642, 4723616.7161)",0
"(821779.1479, 4724375.9069)",0
"(826809.5022, 4735208.9481)",0
"(827616.5891, 4735525.6645)",0
"(826179.1189, 4734925.6205)",0
"(823377.2966, 4734255.0333)",0
"(822979.1485, 4733875.5928)",0
"(824133.0538, 4731477.1011)",0
"(824304.1911, 4732000.6724)",0
"(825758.1641, 4730923.4357)",0
"(825179.2145, 4730975.7231)",0
"(824317.4748, 4728947.038)",0
"(824434.8736, 4728260.7587)",0
"(825529.2135, 4728825.8252)",0
"(824592.6426, 4727766.4464)",0
"(825029.2013, 4727700.8651)",0
"(825020.3084, 4725796.2542)",0
"(824929.1953, 4726750.905)",0
"(825815.7079, 4726256.063)",0
"(825304.2021, 4726425.927)",0
"(800960.7136, 4748869.6824)",0
"(801854.8599, 4749199.8443)",0
"(800798.8093, 4749650.0589)",0
"(800769.0677, 4750055.3417)",0
"(801878.1845, 4740253.5645)",0
"(802354.8871, 4740449.8547)",0
"(801855.0963, 4739449.9228)",0
"(801217.4865, 4739299.9181)",0
"(802404.8943, 4739524.8698)",0
"(799958.1087, 4729905.0889)",0
"(800530.2493, 4730150.224)",0
"(801682.5816, 4726731.0258)",0
"(801330.2514, 4727050.2822)",0
"(803393.5782, 4737354.4514)",0
"(802867.3895, 4736912.4007)",0
"(803854.8227, 4737599.8813)",0
"(805397.3401, 4735846.8928)",0
"(804904.7971, 4736149.9336)",0
"(804342.9288, 4736029.8338)",0
"(804779.8065, 4736024.9362)",0
"(803902.3991, 4735268.987)",0
"(804354.8548, 4735049.9666)",0
"(803482.2575, 4735030.6539)",0
"(803042.4191, 4735249.9529)",0
"(803829.8873, 4734774.9684)",0
"(803348.0985, 4733589.1959)",0
"(803829.9224, 4733600.0143)",0
"(804443.9404, 4732748.6071)",0
"(803979.9416, 4732725.051)",0
"(803419.5536, 4732575.9398)",0
"(803929.9462, 4732650.0531)",0
"(809709.5546, 4741947.03)",0
"(809404.5053, 4741999.8698)",0
"(813909.0016, 4744011.333)",0
"(813691.7912, 4744525.0017)",0
"(813804.2955, 4743450.0174)",0
"(817802.562, 4742159.3658)",0
"(817891.637, 4742762.6997)",0
"(817429.1768, 4741600.2229)",0
"(810194.5793, 4738945.0702)",0
"(810779.4868, 4739887.4762)",0
"(809404.5659, 4738324.9702)",0
"(812149.761, 4738162.9216)",0
"(812429.4651, 4737775.0877)",0
"(813316.2992, 4739108.5725)",0
"(813891.8691, 4739387.6239)",0
"(813054.4237, 4738475.1037)",0
"(811291.9488, 4740849.9698)",0
"(815016.8031, 4740262.6574)",0
"(814166.822, 4741162.5907)",0
"(812366.8238, 4740712.6724)",0
"(813354.3796, 4740025.0801)",0
"(814116.2117, 4740387.315)",0
"(813379.3775, 4740075.0801)",0
"(814135.2339, 4740534.9716)",0
"(813379.374, 4740250.0756)",0
"(814650.3527, 4738856.7056)",0
"(814504.3675, 4738125.1894)",0
"(808317.2343, 4734487.7559)",0
"(807417.235, 4734275.0483)",0
"(809179.6554, 4734800.0656)",0
"(807217.2684, 4733425.0772)",0
"(807814.4451, 4733575.8057)",0
"(808104.7165, 4733850.076)",0
"(810116.7021, 4734220.1599)",0
"(810629.6295, 4734100.1142)",0
"(808934.001, 4733327.7669)",0
"(810429.6597, 4733300.1305)",0
"(809700.8068, 4732671.8473)",0
"(810454.6783, 4732650.1471)",0
"(811059.4286, 4731192.9377)",0
"(810254.7042, 4731975.1628)",0
"(812012.9251, 4729053.573)",0
"(812104.7743, 4728312.6821)",0
"(811879.7331, 4729650.191)",0
"(812254.7633, 4728512.6828)",0
"(812211.1606, 4728797.1937)",0
"(812204.7269, 4729575.1898)",0
"(807587.2996, 4732304.0901)",0
"(808504.7671, 4731575.1636)",0
"(807820.7143, 4731598.128)",0
"(808129.787, 4731250.1736)",0
"(807318.6148, 4731270.7301)",0
"(808004.7953, 4731150.1757)",0
"(812638.9879, 4733180.1119)",0
"(812729.6131, 4732462.6779)",0
"(812654.5774, 4733675.1594)",0
"(813175.1179, 4733223.3336)",0
"(813542.057, 4732850.2163)",0
"(812954.5604, 4733725.1747)",0
"(816395.4316, 4737062.9306)",0
"(816866.7771, 4737450.3356)",0
"(816104.3297, 4736575.3106)",0
"(815091.8625, 4737075.2496)",0
"(815592.0497, 4736942.4938)",0
"(816004.3276, 4736850.3021)",0
"(819484.1143, 4737989.7619)",0
"(820329.1403, 4737775.4175)",0
"(821407.6195, 4738773.351)",0
"(820554.1222, 4738275.4083)",0
"(821233.3993, 4738976.945)",0
"(820529.1216, 4738350.4054)",0
"(819449.6835, 4738647.1831)",0
"(820304.1214, 4738800.386)",0
"(818091.9119, 4739859.4013)",0
"(817391.7221, 4739287.794)",0
"(819079.1431, 4740075.3149)",0
"(821008.5094, 4739828.0799)",0
"(820529.0954, 4739700.365)",0
"(818624.3766, 4742976.7192)",0
"(819679.0687, 4742750.2501)",0
"(819501.2838, 4744109.4688)",0
"(819029.0791, 4743675.2083)",0
"(817919.9039, 4743938.8786)",0
"(818554.0943, 4744100.189)",0
"(817726.3737, 4744368.1718)",0
"(818329.1001, 4744475.1772)",0
"(820349.1031, 4732553.2662)",0
"(820854.2028, 4732675.5682)",0
"(820271.5143, 4731826.0434)",0
"(820804.2151, 4732050.5819)",0
"(821532.0388, 4728157.8807)",0
"(822179.1532, 4728075.7926)",0
"(823035.4549, 4724700.9868)",0
"(822866.6419, 4724438.4503)",0
"(823404.1501, 4725200.9411)",0
"(822068.679, 4725866.7539)",0
"(821704.1527, 4726350.8373)",0
"(822081.0484, 4725381.7617)",0
"(821629.1552, 4725875.8489)",0
"(822281.7314, 4723757.505)",0
"(822316.6391, 4723475.9592)",0
"(821854.149, 4723950.9214)",0
"(801408.028, 4748804.805)",0
"(801292.3992, 4748587.3582)",0
"(801479.8849, 4749049.8553)",0
"(800592.4431, 4749187.3873)",0
"(799392.5222, 4749149.9278)",0
"(800785.0346, 4748970.6799)",0
"(800979.9184, 4748874.8703)",0
"(800088.966, 4749090.5717)",0
"(800654.9403, 4748749.88)",0
"(800628.0392, 4749745.3064)",0
"(800779.9293, 4749649.8865)",0
"(812312.9012, 4741066.5719)",0
"(811966.9159, 4741149.9869)",0
"(812529.4, 4740775.0203)",0
"(811309.5677, 4731410.1992)",0
"(811892.1747, 4731375.1851)",0
"(810879.7054, 4731325.1826)",0
"(821230.5059, 4738349.8729)",0
"(820404.1331, 4738000.4127)",0
"(820651.3111, 4739264.3758)",0
"(820354.1205, 4738750.3888)",0
"(818678.5458, 4738750.0968)",0
"(817991.7106, 4738700.3282)",0
"(819579.1487, 4738800.367)",0
"(818527.1321, 4743578.2013)",0
"(819004.0821, 4743400.2116)",0
"(799832.9741, 4749106.9421)",0
"(799717.5011, 4749062.4158)",0
"(799979.9835, 4749149.9078)",0
"(799792.4943, 4749562.4189)",0
"(799868.9414, 4749389.9798)",0
"(799929.9866, 4749199.9101)",0
