OBJECTID,cod_mar,PFAFRIO,COD_UNI,nom_rio,Shape_Leng,color
1,M,20011112,621873,BARRANCO HONDO,1861.84823165,4
2,M,200111132,621559,BARRANCO DE LAS ANIMAS,771.473754116,5
3,M,20011114,621677,BARRANCO DE OLIVEROS,1040.4681732,4
4,M,200111152,621719,BARRANCO DEL CABALLO,991.838412607,5
5,M,20011116,621382,ARROYO VIÑAS,3026.14765025,4
6,M,200111162,624578,SIN NOMBRE,1045.67216102,5
7,M,200111164,624576,SIN NOMBRE,1546.00444744,5
8,M,20011118,620597,ARROYO DE LOS ALHELIES,3243.57034108,4
9,M,2001112,622126,RIO GUADALMESI,8771.26456563,3
10,M,20011122,624572,SIN NOMBRE,1499.55750895,4
11,M,20011124,620925,ARROYO DEL BUJEO,603.17239539,4
12,M,20011126,622078,GARGANTA SECA,1239.90827736,4
13,M,20011132,620520,ARROYO DE LAS ESTANCIAS,979.60064428,4
14,M,20011134,620009,ARROYO ARENILLAS,1407.95837317,4
15,M,2001114,600837,ARROYO DE MARABER,1852.32258642,3
16,M,20011142,600501,ARROYO DE LA VENTILLA,2717.31099143,4
17,M,20011152,601145,ARROYO DEL CULANTRILLO,2047.60549968,4
18,M,200111522,603195,BARRANCO DEL SORDO,1809.03826482,5
19,M,2001115222,601214,ARROYO DEL LAUREL,1773.80382403,6
20,M,200111532,601165,ARROYO DEL FRAILE,1075.95532618,5
21,M,20011154,600110,ARROYO DE CALAFATES,1042.80922856,4
22,M,200111552,600424,ARROYO DE LA MORISCA,1664.24255521,5
23,M,20011156,600264,ARROYO DE LA ALCARRACILLA DEL PERAL,1767.68673853,4
24,M,200111572,600315,ARROYO DE LA CONTADERA,788.127551071,5
25,M,200111574,600261,ARROYO DE LA AGUADILLA,1324.11223997,5
26,M,200111576,601519,ARROYO URALES,784.428063676,5
27,M,20011158,601220,ARROYO DEL LOBO,3952.02490212,4
28,M,2001116,604493,RIO PICARO,2991.00597695,3
29,M,20011162,601482,ARROYO O GARGANTA DE MARCHENILLA,8204.90965738,4
30,M,200111622,601462,ARROYO MARIN,1194.75952302,5
31,M,200111624,600841,ARROYO DE MARIN,1228.46743975,5
32,M,200111626,604520,SIN NOMBRE,2060.20360825,5
33,M,2001116262,605437,SIN NOMBRE,1030.67114419,6
34,M,200111628,601074,ARROYO DEL CAÑUELO,882.76966993,5
35,M,20011164,630001,SIN NOMBRE,1640.09987198,4
36,M,20011166,601177,ARROYO DEL GUIJO,4915.773878,4
37,M,20011172,601352,ARROYO DEL SALADILLO,2883.61732718,4
38,M,2001118,604406,RIO DE LA MIEL,10185.9399779,3
39,M,20011182,606775,SIN NOMBRE,1164.56554096,4
40,M,20011184,606773,SIN NOMBRE,1099.76498653,4
41,M,20011186,606772,SIN NOMBRE,1035.51145217,4
42,M,200112,604413,RIO DE LAS CAÑAS O PALMONES,38341.2871012,2
43,M,20011212,606786,SIN NOMBRE,1847.36567303,4
44,M,2001122,604452,RIO GUADACORTES,11692.0216417,3
45,M,20011222,601643,BARRANCO DE CAÑADA TOSCA,3095.36106392,4
46,M,20011224,601232,ARROYO DEL MAJOLETO,1462.15720823,4
47,M,200112242,602731,BARRANCO DEL BOCHORNO,2457.95301358,5
48,M,200112252,601317,ARROYO DEL POZO DEL ACEBUCHE,1473.83470797,5
49,M,200112254,601125,ARROYO DEL CONEJO,1131.3226707,5
50,M,2001122552,606801,SIN NOMBRE,1202.02475595,6
51,M,200112256,601115,ARROYO DEL CHORRERON,2293.26519168,5
52,M,200112258,606808,SIN NOMBRE,1012.76987803,5
53,M,20011226,603582,GARGANTA DE LAS CUEVAS DEL HOSPITAL,6489.59218195,4
54,M,200112262,601263,ARROYO DEL NEGRITO,1138.93241894,5
55,M,20011228,603602,GARGANTA DEL CABRERO,2534.6274653,4
56,M,2001124,603604,GARGANTA DEL CAPITAN O BOTAFUEGOS,9022.48734723,3
57,M,20011242,600308,ARROYO DE LA CAVA,4581.19812365,4
58,M,200112422,606783,SIN NOMBRE,1129.58069732,5
59,M,20011244,601321,ARROYO DEL PRIOR,6676.2282534,4
60,M,20011246,603565,GARGANTA DE LA FUENTE SANTA,3517.54438314,4
61,M,200112462,606776,SIN NOMBRE,1258.90342993,5
62,M,20011248,606781,SIN NOMBRE,1861.83147068,4
63,M,200112492,606777,SIN NOMBRE,1275.03748667,5
64,M,200112494,600317,ARROYO DE LA CORZA,1106.95185298,5
65,M,200112496,606774,SIN NOMBRE,1113.37351796,5
66,M,20011252,600847,ARROYO DE MATAVACAS,2712.38990295,4
67,M,20011254,601479,ARROYO O GARGANTA DE BENHARAS,6358.13350751,4
68,M,200112542,600934,ARROYO DE SADRES O VADRES,3327.75911387,5
69,M,200112544,603577,GARGANTA DE LA SEPULTURA,2780.17000422,5
70,M,200112552,601141,ARROYO DEL CUCO,1225.85046938,5
71,M,20011256,601251,ARROYO DEL MORAL,2552.07059702,4
72,M,200112562,600121,ARROYO DE CANUTO HONDO,1301.027171,5
73,M,200112572,600057,ARROYO DE AGUIRRE,1518.85240328,5
74,M,200112574,601253,ARROYO DEL MORENITO,1074.05844339,5
75,M,20011258,600419,ARROYO DE LA MISERICORDIA,3542.25110211,4
76,M,200112582,600679,ARROYO DE LOS BACALAOS,2466.92229117,5
77,M,2001125822,606794,SIN NOMBRE,1504.7722883,6
78,M,200112584,606804,SIN NOMBRE,2273.00993341,5
79,M,200112586,600892,ARROYO DE PAPARRATAS,3417.18571619,5
80,M,2001125862,600407,ARROYO DE LA MAJADA DE BUSTOS,1997.04717215,6
81,M,20011258622,606799,SIN NOMBRE,1067.04123372,7
82,M,200112592,606796,SIN NOMBRE,1104.19077632,5
83,M,2001126,601338,ARROYO DEL RAUDAL,4007.07102253,3
84,M,20011262,606789,SIN NOMBRE,1016.2353498,4
85,M,20011264,606788,SIN NOMBRE,1034.68507526,4
86,M,20011266,600485,ARROYO DE LA TEJERA,3847.25338341,4
87,M,20011268,601387,ARROYO DEL TIRADERO,5076.00067669,4
88,M,2001126812,603574,GARGANTA DE LA MULA,1429.60763272,6
89,M,2001126814,601062,ARROYO DEL CABALLO,1432.99482503,6
90,M,200112682,601064,ARROYO DEL CABRILLO,2992.36499531,5
91,M,2001126822,606787,SIN NOMBRE,1081.5833782,6
92,M,200112684,604521,SIN NOMBRE,1753.82408957,5
93,M,2001126842,605436,SIN NOMBRE,1298.08954268,6
94,M,2001126852,606785,SIN NOMBRE,2680.36892084,6
95,M,200112686,603600,GARGANTA DEL AHOGADO,1928.69486855,5
96,M,2001126862,606784,SIN NOMBRE,1392.97950495,6
97,M,2001126864,601092,ARROYO DEL CEBRILLO,2182.5064192,6
98,M,200112688,603597,GARGANTA DE OJEN,4919.0686309,5
99,M,2001126882,603614,GARGANTA DEL PINO,3109.80047154,6
100,M,20011268822,601570,BARRANCO CHICO,2004.13250058,7
101,M,20011268824,603603,GARGANTA DEL CANDELAR,3091.28232464,7
102,M,2001126884,606779,SIN NOMBRE,1615.59137968,6
103,M,2001126886,606780,SIN NOMBRE,1834.83316984,6
104,M,2001128,600389,ARROYO DE LA HOYA DE AHOJIZ O DE LA GRANJA,10525.9421775,3
105,M,200112812,600079,ARROYO DE BACINETE,2370.22530063,5
106,M,200112814,603557,GARGANTA DE JUAN RAMOS,3255.04375989,5
107,M,2001128142,606680,SIN NOMBRE,1121.05734136,6
108,M,20011282,600978,ARROYO DE VALDEINFIERNO,10275.9834014,4
109,M,200112822,600045,ARROYO CHOCOLATERO,1907.2352747,5
110,M,200112824,606681,SIN NOMBRE,1599.1561391,5
111,M,200112826,603413,CANUTO DE LA BARCILLA O ARROYO DE VALDESPERA,6504.03433098,5
112,M,2001128262,606679,SIN NOMBRE,1059.22194565,6
113,M,20011282712,603417,CANUTO DE LOS TAJOS,714.275833291,7
114,M,2001128272,600834,ARROYO DE MALAS PASADAS,719.764292458,6
115,M,2001128274,606676,SIN NOMBRE,1253.02526733,6
116,M,2001128276,606805,SIN NOMBRE,1027.98722481,6
117,M,2001128278,601489,ARROYO PALANCA,1222.33212996,6
118,M,200112828,600232,ARROYO DE HORCA GRANDE,1629.39648641,5
119,M,200112832,600614,ARROYO DE LAS NOQUES,839.604514057,5
120,M,20011284,603618,GARGANTA DEL VIGUETON,3349.03883256,4
121,M,20011286,600725,ARROYO DE LOS HELECHOS,3595.05660155,4
122,M,20011288,603571,GARGANTA DE LA HOYA,2273.7083212,4
123,M,200112882,603609,GARGANTA DEL NIÑO,2329.68022766,5
124,M,2001128822,606791,SIN NOMBRE,1312.68831074,6
125,M,200112892,603612,GARGANTA DEL PANTANO,2100.36270002,5
126,M,2001128932,600591,ARROYO DE LAS CUEVAS DEL OBISPO,1966.96841221,6
127,M,2001128934,600946,ARROYO DE SAN PEDRO,1452.05078895,6
128,M,200112912,606807,SIN NOMBRE,1117.66637565,5
129,M,20011292,600374,ARROYO DE LA GARGANTA DEL MUERTO,5281.03461631,4
130,M,200112922,600642,ARROYO DE LAS TUNAS,2550.45345593,5
131,M,200112924,606677,SIN NOMBRE,1374.82276877,5
132,M,200112932,601093,ARROYO DEL CEBRILLO,3733.378071,5
133,M,2001129322,600125,ARROYO DE CAÑADA HONDA,828.362015161,6
134,M,2001129324,601367,ARROYO DEL TAJO AMARILLO,1949.92055342,6
135,M,2001129326,600250,ARROYO DE JUAN PEREZ,952.814747172,6
136,M,200112934,601313,ARROYO DEL POZO,1978.45945221,5
137,M,200112936,600726,ARROYO DE LOS HELECHOS,2903.80681527,5
138,M,200112938,603605,GARGANTA DEL CURA,3122.62218206,5
139,M,20011294,600718,ARROYO DE LOS GARLITOS,4559.14949917,4
140,M,200112942,601335,ARROYO DEL RABISCO,1194.98089205,5
141,M,200112944,603419,CANUTO HONDO,2305.23526855,5
142,M,200112952,600527,ARROYO DE LA ZORRERA,2234.46361004,5
143,M,200112954,601424,ARROYO HONDO,1253.91427921,5
144,M,200112956,601153,ARROYO DEL ESCRIBANO,1718.88888645,5
145,M,20011296,603592,GARGANTA DE LOS MOLINOS,6200.97319705,4
146,M,2001129612,600432,ARROYO DE LA OSCURIDAD,1018.87863422,6
147,M,2001129614,600329,ARROYO DE LA CUEVA DE LOS ARRIEROS,853.638643877,6
148,M,200112962,601067,ARROYO DEL CANCHO DE LOS CUERNOS,1771.5075695,5
149,M,200112964,603416,CANUTO DE LOS PALOS,1347.36806484,5
150,M,200112966,603414,CANUTO DE LA BRUJA,927.297173833,5
151,M,200112968,601228,ARROYO DEL MADROÑAL,1695.23588843,5
152,M,200112972,601264,ARROYO DEL NEGRITO,2864.05963765,5
153,M,2001129722,601089,ARROYO DEL CASTAÑO,3825.71071664,6
154,M,20011297222,601301,ARROYO DEL PILAR,2259.71032436,7
155,M,200112974,603554,GARGANTA DE FATIGAS O DEL CAMBULLON,4026.62587249,5
156,M,200112976,601484,ARROYO O GARGANTA DEL PARROSO,6466.23794866,5
157,M,2001129762,606706,SIN NOMBRE,1072.31400373,6
158,M,20011298,600874,ARROYO DE MURTA,6799.9318164,4
159,M,200112982,600599,ARROYO DE LAS HIGUERITAS,1129.22460101,5
160,M,2001129822,606701,SIN NOMBRE,997.374465357,6
161,M,2001129832,600069,ARROYO DE ANGEL,610.255927946,6
162,M,200112984,603619,GARGANTA EL CAÑUELO,2079.80312877,5
163,M,2001129852,600621,ARROYO DE LAS PERDICES O DE LA ROZA,1035.06308078,6
164,M,200112986,603599,GARGANTA DEL AGUA,4295.09716814,5
165,M,2001129862,600967,ARROYO DE TALAVERA,1509.32638692,6
166,M,2001129872,600433,ARROYO DE LA OVEJERA,1656.65107126,6
167,M,200112988,603593,GARGANTA DE LOS PILONES,2101.46895328,5
168,M,2001129892,601450,ARROYO LAS POSAS,943.776208812,6
169,M,2001129894,603586,GARGANTA DE LAS YEGUAS,1406.84829495,6
170,M,2001129896,600708,ARROYO DE LOS FRAILECILLOS,1100.73472027,6
171,M,2001129898,601449,ARROYO LAS BEATAS,766.057795282,6
172,M,200114,604462,RIO GUADARRANQUE,43529.5548285,2
173,M,2001142,600404,ARROYO DE LA MADRE VIEJA O DE ALHAJA,12685.0592623,3
174,M,20011422,600429,ARROYO DE LA MUJER O DE LA COLMENA,7635.72662876,4
175,M,200114222,601303,ARROYO DEL PIMIENTO O DE LA CARACOLERA,3382.97636333,5
176,M,200114224,600339,ARROYO DE LA DOCTORA,2167.26523386,5
177,M,2001142242,606678,SIN NOMBRE,1017.66801059,6
178,M,200114232,606810,SIN NOMBRE,2999.8701991,5
179,M,20011424,601120,ARROYO DEL COLMENAR,3317.21028245,4
180,M,200114252,606683,SIN NOMBRE,1327.54197605,5
181,M,20011426,606684,SIN NOMBRE,2730.81872893,4
182,M,200114272,606685,SIN NOMBRE,2134.63577537,5
183,M,200114274,606686,SIN NOMBRE,1710.72994947,5
184,M,20011428,600773,ARROYO DE LOS PALANCEROS,3258.93061117,4
185,M,200114312,606792,SIN NOMBRE,2988.57513899,5
186,M,200114314,601642,BARRANCO DE CAÑADA HONDA,2453.49021308,5
187,M,200114316,606803,SIN NOMBRE,2218.76761325,5
188,M,20011432,600858,ARROYO DE MIRAFLORES,3237.55724247,4
189,M,200114332,606806,SIN NOMBRE,2054.7837629,5
190,M,200114334,606809,SIN NOMBRE,1780.26450705,5
191,M,20011434,600318,ARROYO DE LA COTILLA,5222.67803758,4
192,M,200114342,603564,GARGANTA DE LA CURTIDORA,1586.24708902,5
193,M,20011436,601412,ARROYO DULCE,3012.00653482,4
194,M,20011438,601202,ARROYO DEL JARAL,3905.11591975,4
195,M,200114392,606764,SIN NOMBRE,1701.44434196,5
196,M,2001144,600634,ARROYO DE LAS RAICES,6974.17846306,3
197,M,20011442,600709,ARROYO DE LOS FRAILES,3229.42161386,4
198,M,20011452,600490,ARROYO DE LA TOSCA,1463.29493929,4
199,M,20011454,600276,ARROYO DE LA ARANDILLA,2881.95691534,4
200,M,200114542,601229,ARROYO DEL MADROÑAL,1386.42769254,5
201,M,2001145422,606700,SIN NOMBRE,1466.96610008,6
202,M,2001146,604417,RIO DE LOS CODOS,6506.50897286,3
203,M,20011462,606698,SIN NOMBRE,1369.63750219,4
204,M,20011464,601197,ARROYO DEL INFIERNO,2838.68159493,4
205,M,20011466,601480,ARROYO O GARGANTA DE JUAN DE SEVILLA,5780.49444321,4
206,M,200114662,606694,SIN NOMBRE,1947.88972772,5
207,M,200114664,600878,ARROYO DE NAVAHERMOSA,4558.88137506,5
208,M,200114666,606690,SIN NOMBRE,1717.16995056,5
209,M,200114668,603578,GARGANTA DE LA TAJANERA,3025.54624422,5
210,M,2001146682,601221,ARROYO DEL LOBO,2344.94164834,6
211,M,2001146684,600707,ARROYO DE LOS ESCALONES,1508.0322376,6
212,M,2001146686,603418,CANUTO DEL CEDRO,2097.27977772,6
213,M,20011468,603556,GARGANTA DE JUAN ALONSO,2914.85906854,4
214,M,200114682,601410,ARROYO DEL ZUMAJO,4265.99169043,5
215,M,2001146822,606696,SIN NOMBRE,1107.20300236,6
216,M,200114684,601277,ARROYO DEL PALO,835.273668847,5
217,M,200114686,601329,ARROYO DEL QUEJIGO,4328.90018585,5
218,M,2001146862,606704,SIN NOMBRE,1126.15959193,6
219,M,2001146864,603581,GARGANTA DE LAS CORCHAS,3441.9928573,6
220,M,200114712,601131,ARROYO DEL CORCHADILLO,1905.7567601,5
221,M,2001147122,600779,ARROYO DE LOS PILONES,763.989678744,6
222,M,200114714,606707,SIN NOMBRE,1379.40327374,5
223,M,200114716,601180,ARROYO DEL HELECHAR,2116.62475545,5
224,M,20011472,600757,ARROYO DE LOS MONTESES,5212.89730711,4
225,M,200114722,606708,SIN NOMBRE,1184.63495654,5
226,M,20011474,600558,ARROYO DE LAS CAÑAS,6509.57371534,4
227,M,200114742,600409,ARROYO DE LA MANCEBA,1672.73584012,5
228,M,200114744,606724,SIN NOMBRE,1702.83416898,5
229,M,200114752,606715,SIN NOMBRE,2813.77651101,5
230,M,200114754,606720,SIN NOMBRE,1628.08357709,5
231,M,20011476,600375,ARROYO DE LA GARGANTA HONDA,5088.56033199,4
232,M,200114762,606733,SIN NOMBRE,1762.52744222,5
233,M,20011478,601385,ARROYO DEL TIESTO,5626.75088057,4
234,M,200114782,606714,SIN NOMBRE,1391.43472964,5
235,M,200114792,600676,ARROYO DE LOS ASERRADORES,1565.24328378,5
236,M,200114794,600519,ARROYO DE LA ZAPATA,1846.66052963,5
237,M,2001148,603580,GARGANTA DE LAS ARENAS DE MALDIA,5658.91805085,3
238,M,20011482,603551,GARGANTA CANUTO DEL AGUA,1247.59214236,4
239,M,20011484,600312,ARROYO DE LA CIERVA,2683.37418918,4
240,M,200114842,601237,ARROYO DEL MARQUES,3988.78231054,5
241,M,2001148422,606732,SIN NOMBRE,1096.94944189,6
242,M,20011486,603617,GARGANTA DEL VELI,1206.86578273,4
243,M,20011492,603590,GARGANTA DE LOS HIERROS,4102.10938368,4
244,M,200114922,600307,ARROYO DE LA CASA,1403.46569332,5
245,M,200114932,606731,SIN NOMBRE,1288.48924314,5
246,M,20011494,606735,SIN NOMBRE,1689.35217845,4
247,M,20011496,606742,SIN NOMBRE,2179.63087775,4
248,M,200114972,600122,ARROYO DE CANUTO LARGO,1646.59669003,5
249,M,20011498,604524,SIN NOMBRE,2102.42342851,4
250,M,200114982,605435,SIN NOMBRE,1193.29558518,5
251,M,2001152,600024,ARROYO CACHON,1188.90976135,3
252,M,20011522,600715,ARROYO DE LOS GALLEGOS O DEL ESCOBERO,3443.52752033,4
253,M,200115222,601179,ARROYO DEL HECHERO,1174.72132894,5
254,M,200115224,600395,ARROYO DE LA LAJA,1143.73605207,5
255,M,20011524,600557,ARROYO DE LAS CAÑAS,1665.99176824,4
256,M,20011526,600106,ARROYO DE CAGANCHA,3039.98256757,4
257,M,200115262,600266,ARROYO DE LA ALEGRIA O DEL AGUILA,2426.23941904,5
258,M,2001154,601065,ARROYO DEL CACHON DE JIMENA,1309.85679934,3
259,M,2001156,600696,ARROYO DE LOS CHARCONES,3286.02133927,3
260,M,20011562,601266,ARROYO DEL NEGRO O DE CAÑADA HONDA,3061.60618665,4
261,M,200115622,606798,SIN NOMBRE,2364.11112442,5
262,M,200115624,606797,SIN NOMBRE,2034.7808359,5
263,M,20011572,600269,ARROYO DE LA ALMADRABA,2561.17150934,4
264,M,200115722,606802,SIN NOMBRE,1143.40188785,5
265,M,20011574,601326,ARROYO DEL PUERTO DEL HIGUERON,2921.9580993,4
266,M,20011576,600855,ARROYO DE MIGUELETES,876.703239997,4
267,M,20011578,600986,ARROYO DE VEA O DE LAS AGUZADERAS,3181.35287487,4
268,M,2001158,601176,ARROYO DEL GUADALQUITON,9016.27496232,3
269,M,20011582,600101,ARROYO DE BORONDO,2560.32984162,4
270,M,200115822,600460,ARROYO DE LA REJUERGA,2949.44908088,5
271,M,200115824,600173,ARROYO DE DIENTES,2722.63789624,5
272,M,2001158242,600180,ARROYO DE ESCUDETES,1849.46335916,6
273,M,2001158244,600382,ARROYO DE LA HIGUERA,2118.47959515,6
274,M,20011584,600553,ARROYO DE LAS CANTERAS,2131.30202533,4
275,M,20011586,606687,SIN NOMBRE,1089.31901636,4
276,M,20011588,606691,SIN NOMBRE,2483.36460533,4
277,M,200116,604463,RIO GUADIARO,83075.7633058,2
278,M,20011612,600867,ARROYO DE MONTILLA O CHULLERA,5524.59900033,4
279,M,20011614,600427,ARROYO DE LA MORRA,4920.81004269,4
280,M,200116142,606688,SIN NOMBRE,1393.29927722,5
281,M,200116144,606692,SIN NOMBRE,2813.77944467,5
282,M,20011616,600932,ARROYO DE RUTE,4272.40336512,4
283,M,200116162,600854,ARROYO DE MICAELA,1041.95481965,5
284,M,200116172,606762,SIN NOMBRE,1701.02460369,5
285,M,20011618,601409,ARROYO DEL ZAUZAL,2503.11211599,4
286,M,200116182,600425,ARROYO DE LA MORISCA,834.092691801,5
287,M,200116192,600511,ARROYO DE LA VIÑUELA,2762.78706044,5
288,M,2001162,604467,RIO HOZGARGANTA,42931.6665226,3
289,M,2001162112,606766,SIN NOMBRE,1961.91858926,6
290,M,2001162114,600500,ARROYO DE LA VENTA NUEVA,3262.6947982,6
291,M,20011621142,606697,SIN NOMBRE,1298.81947663,7
292,M,20011621144,600632,ARROYO DE LAS PRESILLAS,1478.70477946,7
293,M,200116212,600580,ARROYO DE LAS CASTAÑUELAS,3687.8771427,5
294,M,2001162122,603436,CAÑADA DE LA COLERA,5189.61980252,6
295,M,20011621222,601469,ARROYO MONTENEGRAL,1353.27988649,7
296,M,2001162132,600255,ARROYO DE LA ABEJERA,2801.60192502,6
297,M,2001162134,606702,SIN NOMBRE,4554.10403419,6
298,M,2001162136,601238,ARROYO DEL MARQUES O DEL ALAMILLO,4956.66514754,6
299,M,20011621362,606718,SIN NOMBRE,2552.80606209,7
300,M,2001162138,600664,ARROYO DE LOS ALAMOS O BATANERO,4305.74010554,6
301,M,200116214,600403,ARROYO DE LA MADRE VIEJA,9130.67132574,5
302,M,2001162142,604522,SIN NOMBRE,2164.25503953,6
303,M,20011621422,605434,SIN NOMBRE,1607.81083474,7
304,M,2001162144,600274,ARROYO DE LA ANGULA,2356.33972592,6
305,M,2001162146,606705,SIN NOMBRE,1399.30391511,6
306,M,2001162148,604523,SIN NOMBRE,3497.94546838,6
307,M,20011621482,605432,SIN NOMBRE,1751.37816166,7
308,M,20011621492,606711,SIN NOMBRE,1398.16179213,7
309,M,2001162152,600278,ARROYO DE LA BALSILLA,3345.51002306,6
310,M,2001162154,600595,ARROYO DE LAS GALLINAS,2587.38496737,6
311,M,20011621542,606717,SIN NOMBRE,1121.96344202,7
312,M,200116216,600673,ARROYO DE LOS ARENALES,3987.96330127,5
313,M,2001162162,600950,ARROYO DE SANCHO,4088.34047188,6
314,M,20011621622,606722,SIN NOMBRE,1534.01589234,7
315,M,20011621624,600426,ARROYO DE LA MORISCA,2522.83879607,7
316,M,2001162164,606730,SIN NOMBRE,2039.7695224,6
317,M,2001162166,600914,ARROYO DE POZO MERINO,863.602543752,6
318,M,2001162172,601504,ARROYO SALADO,4554.12089551,6
319,M,20011621722,606719,SIN NOMBRE,1193.15846002,7
320,M,20011621724,601443,ARROYO JUCAR,4105.25133553,7
321,M,200116217242,606727,SIN NOMBRE,1075.32294172,8
322,M,20011621726,606725,SIN NOMBRE,1225.19049173,7
323,M,20011621732,600688,ARROYO DE LOS CANALONES,1718.69741809,7
324,M,2001162174,601358,ARROYO DEL SANGUINAR O DE LA BORDALLA,4694.00632772,6
325,M,20011621752,600753,ARROYO DE LOS MOLEROS,1005.03031097,7
326,M,20011621754,606744,SIN NOMBRE,2216.97971693,7
327,M,20011621756,600393,ARROYO DE LA HUERTEZUELA,2698.38277667,7
328,M,2001162176,606758,SIN NOMBRE,3218.89868291,6
329,M,2001162178,600928,ARROYO DE ROMAN,4127.10007657,6
330,M,20011621782,600760,ARROYO DE LOS MUERTOS,2439.84524893,7
331,M,200116217822,600206,ARROYO DE GARCIA BRAVO,2983.03210582,8
332,M,2001162178222,606567,SIN NOMBRE,1523.38338827,9
333,M,200116218,601075,ARROYO DEL CAÑUELO,6404.19806716,5
334,M,2001162182,606741,SIN NOMBRE,1448.7945755,6
335,M,2001162184,606746,SIN NOMBRE,1780.78606847,6
336,M,2001162186,606743,SIN NOMBRE,991.931940064,6
337,M,20011621912,603591,GARGANTA DE LOS HORNILLOS,1365.83544957,7
338,M,2001162192,603555,GARGANTA DE GAMERO,4871.87868324,6
339,M,20011621932,600732,ARROYO DE LOS HOYONES,2342.33247684,7
340,M,20011621934,606551,SIN NOMBRE,1219.20110406,7
341,M,20011621936,606559,SIN NOMBRE,1086.00644108,7
342,M,20011621938,603607,GARGANTA DEL JATEADERO,2522.45394016,7
343,M,2001162194,600528,ARROYO DE LA ZORRILLA,3137.60202607,6
344,M,20011621942,606574,SIN NOMBRE,1154.91646338,7
345,M,2001162196,600092,ARROYO DE BENAZAINA,2660.38820016,6
346,M,2001162198,600665,ARROYO DE LOS ALISOS,3761.65194913,6
347,M,20011621982,606620,SIN NOMBRE,1570.47253543,7
348,M,20011621992,606571,SIN NOMBRE,1162.37096559,7
349,M,20011622,601483,ARROYO O GARGANTA DEL HUEVO,10135.7414,4
350,M,2001162212,601166,ARROYO DEL FRAILE,1405.24316054,6
351,M,2001162214,603587,GARGANTA DE LORA,1291.83988653,6
352,M,200116222,603569,GARGANTA DE LA HIGUERA,3329.57133459,5
353,M,2001162222,606553,SIN NOMBRE,1060.29786646,6
354,M,2001162224,603568,GARGANTA DE LA GREDERA,2134.17465852,6
355,M,200116224,603567,GARGANTA DE LA GOLETA,3970.11872774,5
356,M,2001162252,606573,SIN NOMBRE,1173.124473,6
357,M,200116226,606576,SIN NOMBRE,1218.78272387,5
358,M,200116228,603559,GARGANTA DE LA ARNEDA,3751.79264633,5
359,M,2001162282,606581,SIN NOMBRE,1277.40725113,6
360,M,2001162292,606561,SIN NOMBRE,1184.51942303,6
361,M,200116232,606615,SIN NOMBRE,1500.15469071,5
362,M,20011624,603596,GARGANTA DE MORACHA,6845.28838768,4
363,M,200116242,601400,ARROYO DEL VAQUERO,2131.90463165,5
364,M,200116244,601116,ARROYO DEL CHORRERON,2078.76560202,5
365,M,2001162452,606589,SIN NOMBRE,1387.60274054,6
366,M,2001162454,606591,SIN NOMBRE,1247.19467741,6
367,M,2001162456,606612,SIN NOMBRE,1053.15795491,6
368,M,2001162458,606623,SIN NOMBRE,1263.53640886,6
369,M,200116246,600293,ARROYO DE LA CANCHA,3107.00807823,5
370,M,2001162462,606614,SIN NOMBRE,2024.18778462,6
371,M,2001162464,600487,ARROYO DE LA TOMA,1616.20795005,6
372,M,200116248,600412,ARROYO DE LA MANTULERA,2369.35512303,5
373,M,200116252,603560,GARGANTA DE LA BALSA,5874.70057551,5
374,M,2001162522,606642,SIN NOMBRE,1659.92101925,6
375,M,2001162524,606672,SIN NOMBRE,1411.916392,6
376,M,200116254,603616,GARGANTA DEL REINOSO,2169.84183196,5
377,M,200116256,603615,GARGANTA DEL RAMBLAZO,3884.40760509,5
378,M,20011626,600894,ARROYO DE PASADA BLANCA,7541.28973635,4
379,M,200116260,600390,ARROYO DE LA HOYA DE LA MUJER,2155.15053578,5
380,M,200116262,601284,ARROYO DEL PARRON,3957.48427785,5
381,M,2001162622,606495,SIN NOMBRE,1307.6376613,6
382,M,2001162632,601481,ARROYO O GARGANTA DE LOS CORCITOS,2716.02330663,6
383,M,20011626322,603570,GARGANTA DE LA HIGUERA,2813.63458813,7
384,M,2001162634,606544,SIN NOMBRE,844.329666437,6
385,M,200116264,603613,GARGANTA DEL PARRALEJO,4746.61738323,5
386,M,200116266,603606,GARGANTA DEL ENEMIGO,4759.15515846,5
387,M,2001162662,603573,GARGANTA DE LA MIEL,1970.60905134,6
388,M,200116268,603589,GARGANTA DE LOS CHARCONES O DE BAÑUELOS,7139.6999783,5
389,M,2001162682,608723,VERTIENTE DE LOS CHARCONES,3896.4291851,6
390,M,20011626822,601142,ARROYO DEL CUERNO,1057.32648298,7
391,M,20011626824,606372,SIN NOMBRE,3243.65359723,7
392,M,200116272,603553,GARGANTA DE DIEGO DURO,2857.51702259,5
393,M,2001162722,630002,SIN NOMBRE,2583.54646925,6
394,M,20011628,603576,GARGANTA DE LA SAUCEDA,7506.16877574,4
395,M,200116282,606674,SIN NOMBRE,3946.96446212,5
396,M,2001162832,606483,SIN NOMBRE,1919.79342739,6
397,M,200116284,606492,SIN NOMBRE,1966.87438141,5
398,M,200116286,603598,GARGANTA DE PASADALLANA,4409.26972042,5
399,M,200116288,603608,GARGANTA DEL MORAL,3709.8281042,5
400,M,20011632,600231,ARROYO DE HONDA CAVA,3093.6197267,4
401,M,20011634,600835,ARROYO DE MALAS PASADAS,5327.24281462,4
