OBJECTID,cod_mar,PFAFRIO,COD_UNI,nom_rio,Shape_Leng,color
16982,M,200222322,803018,BARRANCO DE LA QUEMADA,1353.03105899,5
16983,M,200222324,812507,VAGUADA PINEDA,1177.1760919,5
16984,M,20022234,804989,BARRANCO SAN VICENTE O BARRANCO SIMON,6475.20901718,4
16985,M,20022236,802475,BARRANCO DE LA BAIBA O DEL HONDICO,6892.49256196,4
16986,M,20022238,804781,BARRANCO DEL ZAPATERO,5156.26261134,4
16987,M,2002224,805953,RIO JUANES O RIO CHICO,5556.8640431,3
16988,M,20022242,805202,RAMBLA BOSNA,11233.7308538,4
16989,M,2002224212,803001,BARRANCO DE LA PICHERA,1952.15276439,6
16990,M,20022242122,812436,SIN NOMBRE,1374.38684434,7
16991,M,200222422,802994,BARRANCO DE LA PEÑUELA,4348.1330594,5
16992,M,200222424,804976,BARRANCO RONCORAL O DEL JAQUE,6082.40189273,5
16993,M,2002224242,804930,BARRANCO MOLONDANGO,3884.25913992,6
16994,M,20022242422,812451,SIN NOMBRE,1359.75885483,7
16995,M,200222426,804730,BARRANCO DEL TOLLO,3990.7378256,5
16996,M,200222428,803585,BARRANCO DE LOS YEGUEROS,4734.96475641,5
16997,M,2002224292,812432,SIN NOMBRE,1059.8599006,6
16998,M,2002224294,804500,BARRANCO DEL PERRO,2489.12239802,6
16999,M,2002224296,812453,SIN NOMBRE,1272.78933279,6
17000,M,2002224298,812455,SIN NOMBRE,973.946234672,6
17001,M,200222512,803136,BARRANCO DE LA VENTA,925.820629458,5
17002,M,200222514,804061,BARRANCO DEL CANDELL,1114.88147772,5
17003,M,20022252,803137,BARRANCO DE LA VENTA,3827.11721303,4
17004,M,200222522,806067,SIN NOMBRE,1331.18766037,5
17005,M,20022254,803773,BARRANCO DE RIPOLL,2496.66726599,4
17006,M,200222542,803099,BARRANCO DE LA TEJERIA,3600.53938892,5
17007,M,200222552,802298,BARRANCO DE COHETES,1061.332789,5
17008,M,20022256,802072,BARRANCO AGRIO,2558.43321022,4
17009,M,200222572,802114,BARRANCO COCHERO,683.119876132,5
17010,M,20022258,803781,BARRANCO DE ROMA O DE LA GARNACHA,2203.56211935,4
17011,M,200222582,802584,BARRANCO DE LA CASERNA,1163.52546058,5
17012,M,200222592,812492,SIN NOMBRE,1304.91381491,5
17013,M,200222594,806064,SIN NOMBRE,1521.41123726,5
17014,M,200222596,802399,BARRANCO DE GALAN,1276.54250082,5
17015,M,2002226,803643,BARRANCO DE MONERI,9187.53062385,3
17016,M,20022262,806108,SIN NOMBRE,1180.46058086,4
17017,M,20022264,806125,SIN NOMBRE,2038.41921702,4
17018,M,20022266,806132,SIN NOMBRE,2461.51135439,4
17019,M,200222672,806120,SIN NOMBRE,1277.85134604,5
17020,M,20022268,806138,SIN NOMBRE,1815.65330297,4
17021,M,20022272,802374,BARRANCO DE FARNESA,3321.66208482,4
17022,M,20022274,806080,SIN NOMBRE,1277.34785216,4
17023,M,200222752,804866,BARRANCO HONDO DE MASEGAR,5039.41931068,5
17024,M,2002228,813000,RAMBLA DE LOS RIOS,5432.87370967,3
17025,M,20022282,806086,SIN NOMBRE,1888.89423294,4
17026,M,20022284,804126,BARRANCO DEL COLLADO DEL PERRO,3330.09181918,4
17027,M,20022286,805736,RAMBLA DEL PAPAN,4956.77938205,4
17028,M,200222862,804478,BARRANCO DEL PANTANO,3543.81434443,5
17029,M,200222864,800264,ARROYO DE LOS BARRANCOS,2831.77032809,5
17030,M,200222866,805449,RAMBLA DE LA VALLESA,6173.39427325,5
17031,M,2002228662,802619,BARRANCO DE LA CONEJA,4669.32001345,6
17032,M,20022286622,806156,SIN NOMBRE,1564.35286444,7
17033,M,20022286624,806161,SIN NOMBRE,1106.256032,7
17034,M,2002228664,806152,SIN NOMBRE,1224.00149743,6
17035,M,20022288,806074,SIN NOMBRE,1117.75428983,4
17036,M,200223112,802091,BARRANCO BENITO,1746.91396802,5
17037,M,20022312,804462,BARRANCO DEL NEL,3722.80048056,4
17038,M,200223122,812333,SIN NOMBRE,2185.41405687,5
17039,M,20022314,803210,BARRANCO DE LAS CAÑADAS,2030.72651501,4
17040,M,20022316,802160,BARRANCO DE ANTONIA,3976.18363559,4
17041,M,200223162,812313,SIN NOMBRE,1657.51922421,5
17042,M,200223164,812308,SIN NOMBRE,1138.42152857,5
17043,M,200223166,812302,SIN NOMBRE,1592.95883133,5
17044,M,200223168,812297,SIN NOMBRE,982.627148478,5
17045,M,200223172,804937,BARRANCO MORATILLA,713.623266217,5
17046,M,20022318,802944,BARRANCO DE LA MURTA,673.192950368,4
17047,M,200223182,804042,BARRANCO DEL BURRO,3236.22112307,5
17048,M,200223184,804517,BARRANCO DEL PITO,1698.15625819,5
17049,M,200223192,812314,SIN NOMBRE,1045.26913777,5
17050,M,200223194,802080,BARRANCO ARIO,1061.20603161,5
17051,M,2002232,805824,RAMBLA LLAMORET,6557.47280698,3
17052,M,200223212,804914,BARRANCO MARANCHON,734.649090245,5
17053,M,20022322,805270,RAMBLA DE CHAVETA,6127.62434377,4
17054,M,200223222,800505,ARROYO GARROFERAS,3922.55239002,5
17055,M,2002232222,812259,SIN NOMBRE,2819.63408748,6
17056,M,20022322222,812235,SIN NOMBRE,1088.55211491,7
17057,M,200223224,812231,SIN NOMBRE,2114.91027986,5
17058,M,200223226,812219,SIN NOMBRE,1128.65995348,5
17059,M,200223228,812216,SIN NOMBRE,1410.55675314,5
17060,M,20022324,812268,SIN NOMBRE,1109.87822266,4
17061,M,200223252,812265,SIN NOMBRE,1166.7478224,5
17062,M,20022326,812261,SIN NOMBRE,1412.83754055,4
17063,M,20022328,812254,SIN NOMBRE,994.812574162,4
17064,M,20022332,804977,BARRANCO ROSEL,2982.54216604,4
17065,M,20022334,803877,BARRANCO DE TURESANO,5225.00433869,4
17066,M,200223342,803863,BARRANCO DE TOMAS,2005.16852364,5
17067,M,200223344,812365,SIN NOMBRE,1188.19048903,5
17068,M,20022336,812293,SIN NOMBRE,1177.55201542,4
17069,M,2002234,802234,BARRANCO DE CAIRON,5640.55387924,3
17070,M,20022352,812341,SIN NOMBRE,1378.60441739,4
17071,M,20022354,812317,SIN NOMBRE,3594.54303636,4
17072,M,2002236,800518,ARROYO PICASTRE,2945.72299993,3
17073,M,20022362,812358,SIN NOMBRE,1437.34510969,4
17074,M,20022364,812373,SIN NOMBRE,1462.01970739,4
17075,M,20022366,804959,BARRANCO PICANDO,2576.94785221,4
17076,M,200223662,803479,BARRANCO DE LOS HORNOS,2084.11769131,5
17077,M,200223664,812385,SIN NOMBRE,1051.97325011,5
17078,M,20022368,802606,BARRANCO DE LA CIERVA,4668.47882155,4
17079,M,2002238,804694,BARRANCO DEL SOMERON,4760.89112324,3
17080,M,20022382,812256,SIN NOMBRE,4195.04414908,4
17081,M,200223822,812255,SIN NOMBRE,2198.62290009,5
17082,M,200223824,812264,SIN NOMBRE,1018.92771577,5
17083,M,20022384,812240,SIN NOMBRE,4309.11897735,4
17084,M,20022392,803159,BARRANCO DE LA ZARZA,3601.23393411,4
17085,M,200223932,802321,BARRANCO DE CUEVA LARGA,1231.44595533,5
17086,M,20022394,804871,BARRANCO HORCHANDO,1564.78171775,4
17087,M,20022396,804882,BARRANCO LA GARITA,1815.47371989,4
17088,M,200223962,804342,BARRANCO DEL LUCERO,1265.38296452,5
17089,M,20022398,804905,BARRANCO MADROÑAL,3448.18265564,4
17090,M,200224,805968,RIO MIJARES,8793.32712992,2
17091,M,20022412,804192,BARRANCO DEL CHULO,1894.72376757,4
17092,M,200224122,803354,BARRANCO DE LAS VACAS,2307.22583832,5
17093,M,20022414,802351,BARRANCO DE DOROTEA,2562.72665874,4
17094,M,20022416,803794,BARRANCO DE SALINAS,2227.03979749,4
17095,M,20022418,803719,BARRANCO DE PEÑAMALA,2777.71519888,4
17096,M,200224182,812414,SIN NOMBRE,1970.52783498,5
17097,M,2002242,803536,BARRANCO DE LOS PILARES,3350.16441706,3
17098,M,20022422,812412,SIN NOMBRE,2024.93359964,4
17099,M,20022432,812381,SIN NOMBRE,1026.97342576,4
17100,M,2002244,812391,SIN NOMBRE,1815.7367466,3
17101,M,20022452,802955,BARRANCO DE LA OLIVERA,3706.9888122,4
17102,M,20022454,804971,BARRANCO REPIQUETE,3990.40520803,4
17103,M,200224542,812431,SIN NOMBRE,1180.32640175,5
17104,M,2002246,802593,BARRANCO DE LA CASTELLANA,6213.59134335,3
17105,M,20022462,812410,SIN NOMBRE,1087.32837637,4
17106,M,20022464,812459,SIN NOMBRE,2136.58021947,4
17107,M,2002248,805589,RAMBLA DE QUISAL,3708.99900521,3
17108,M,200224812,812446,SIN NOMBRE,2122.6741634,5
17109,M,20022482,812457,SIN NOMBRE,3624.18153287,4
17110,M,200224822,812458,SIN NOMBRE,1030.88215163,5
17111,M,20022484,804240,BARRANCO DEL FRESNAL,3638.70183767,4
17112,M,200224842,812467,SIN NOMBRE,1959.82094199,5
17113,M,20022486,804241,BARRANCO DEL FRESNAL,5476.59375944,4
17114,M,200224862,812479,SIN NOMBRE,1387.08021676,5
17115,M,20022488,805932,RIO DEL FRESNAL,5303.86683803,4
17116,M,200224882,812490,SIN NOMBRE,2917.39476323,5
17117,M,2002248832,812495,SIN NOMBRE,1515.69503189,6
17118,M,200224884,803503,BARRANCO DE LOS MANZANOS,5703.8763648,5
17119,M,2002248842,806072,SIN NOMBRE,1177.96642578,6
17120,M,200224886,803926,BARRANCO DE VILLINGORDO O DEL FRAILE,4384.88665832,5
17121,M,2002248862,802136,BARRANCO DE AGUAS BLANCAS,7946.88905781,6
17122,M,20022488622,804968,BARRANCO RAIDON,3550.73095683,7
17123,M,200224888,805912,RIO DE LA VENTA,4961.5349331,5
17124,M,2002248882,805761,RAMBLA DEL REBOLLAR,7249.72044859,6
17125,M,20022488822,805905,RIO DE LA CAÑADA DEL ESTANQUE,4176.94459269,7
17126,M,200224888222,806127,SIN NOMBRE,1275.63446365,8
17127,M,20022488824,805302,RAMBLA DE LA BOQUERA,2357.73177261,7
17128,M,200224888242,806091,SIN NOMBRE,1170.18968812,8
17129,M,200224888244,803272,BARRANCO DE LAS CHOCLAS,1759.96098573,8
17130,M,20022488826,800030,ARROYO CAÑADA CERRUCO,4736.82351536,7
17131,M,2002248884,804399,BARRANCO DEL MATUTANO,3229.96180025,6
17132,M,200225112,812357,SIN NOMBRE,1638.47986151,5
17133,M,200225114,804247,BARRANCO DEL GALLO,2838.72904113,5
17134,M,20022512,812321,SIN NOMBRE,3120.88380653,4
17135,M,20022514,803299,BARRANCO DE LAS HUEÑAS,2920.44722347,4
17136,M,200225152,812361,SIN NOMBRE,1330.13941717,5
17137,M,200225154,804088,BARRANCO DEL CARRIZAL,1236.01015821,5
17138,M,200225156,803300,BARRANCO DE LAS LOMBRICES,1453.9581816,5
17139,M,20022516,804872,BARRANCO HORTOLILLA,3015.36696808,4
17140,M,200225162,812319,SIN NOMBRE,1254.46442251,5
17141,M,20022518,812344,SIN NOMBRE,2040.25651192,4
17142,M,200225192,804259,BARRANCO DEL HINOJAR,2379.78323492,5
17143,M,2002252,805278,RAMBLA DE FUEN VICH,9227.59966935,3
17144,M,200225212,812356,SIN NOMBRE,1340.09442323,5
17145,M,200225214,812348,SIN NOMBRE,1934.45436798,5
17146,M,200225216,812367,SIN NOMBRE,2082.0887377,5
17147,M,200225218,812330,SIN NOMBRE,1433.91384214,5
17148,M,20022522,802196,BARRANCO DE BERNABE,2973.175223,4
17149,M,200225232,812366,SIN NOMBRE,2646.21911532,5
17150,M,20022524,802453,BARRANCO DE LA CANALEJA,3718.43158538,4
17151,M,20022526,804808,BARRANCO EL BADEN,3318.84880119,4
17152,M,200225262,812286,SIN NOMBRE,1320.72052234,5
17153,M,20022528,805090,CAÑADA DE LAS HORMIGAS,1803.14395191,4
17154,M,20022532,803485,BARRANCO DE LOS HUESOS,1834.4985752,4
17155,M,200225332,803488,BARRANCO DE LOS JUNCOS,1287.53618167,5
17156,M,20022534,804909,BARRANCO MALO,4246.08863553,4
17157,M,200225342,803906,BARRANCO DE VALENTIN,1870.85943767,5
17158,M,200225352,812403,SIN NOMBRE,1287.86936524,5
17159,M,20022536,803138,BARRANCO DE LA VEREDILLA,2907.5770592,4
17160,M,200225362,812428,SIN NOMBRE,1281.11736133,5
17161,M,20022538,803514,BARRANCO DE LOS MORENETES,4935.03228498,4
17162,M,200225382,802719,BARRANCO DE LA FORTUNA,3946.32577135,5
17163,M,200225384,802082,BARRANCO ARRIMADIZOS,2115.51621946,5
17164,M,2002254,803558,BARRANCO DE LOS RINCONES,5801.12633802,3
17165,M,20022542,802968,BARRANCO DE LA PARRILLA,2481.40029212,4
17166,M,200225432,803948,BARRANCO DEL AGUA,2163.13450523,5
17167,M,20022544,803697,BARRANCO DE PATACA,2366.15743964,4
17168,M,20022546,812430,SIN NOMBRE,2056.96281236,4
17169,M,20022548,805368,RAMBLA DE LA HIGUERA,4316.5683029,4
17170,M,200225512,803456,BARRANCO DE LOS CHORRILLOS,6692.36560233,5
17171,M,2002255122,812501,SIN NOMBRE,1288.32007206,6
17172,M,2002255124,812487,SIN NOMBRE,1268.00636856,6
17173,M,20022551242,812498,SIN NOMBRE,1104.5902998,7
17174,M,2002255132,812461,SIN NOMBRE,1411.45880227,6
17175,M,200225514,803390,BARRANCO DE LOS ALAMILLOS,2241.50582144,5
17176,M,200225516,804934,BARRANCO MONTENEGRO,2962.97867025,5
17177,M,200225518,802078,BARRANCO AREVALO,2153.44492777,5
17178,M,2002255182,812481,SIN NOMBRE,1097.50780188,6
17179,M,2002255192,812503,SIN NOMBRE,1148.9026831,6
17180,M,2002255194,804958,BARRANCO PERRUNO,1204.47158205,6
17181,M,2002255196,804946,BARRANCO OLLERO,1974.20816855,6
17182,M,2002255198,804918,BARRANCO MARTINEZ,2343.08838497,6
17183,M,20022551992,803607,BARRANCO DE MANDUCA,1516.80161815,7
17184,M,20022552,804979,BARRANCO RUBIO,6075.95669316,4
17185,M,200225522,804528,BARRANCO DEL POCILLO,2007.28705981,5
17186,M,200225532,804195,BARRANCO DEL DESPEÑADERO,2519.55123482,5
17187,M,2002255322,806118,SIN NOMBRE,2461.79213881,6
17188,M,20022553222,806131,SIN NOMBRE,1028.7154869,7
17189,M,200225534,806095,SIN NOMBRE,934.031052354,5
17190,M,200225536,805335,RAMBLA DE LA CONVENIENCIA,2965.26582577,5
17191,M,20022554,805592,RAMBLA DE REINAS,3130.47280488,4
17192,M,20022556,805260,RAMBLA DE CASA NUEVA,10977.523456,4
17193,M,200225562,804765,BARRANCO DEL VALLEJO ESTRECHO,2543.9998121,5
17194,M,200225564,804135,BARRANCO DEL CORDELERO,1901.34453153,5
17195,M,200225566,803233,BARRANCO DE LAS CASILLAS,4471.22082271,5
17196,M,2002255662,803997,BARRANCO DEL ARTESON,2627.12062737,6
17197,M,2002255664,802149,BARRANCO DE ALMAGRERO,1835.22636786,6
17198,M,200225568,803472,BARRANCO DE LOS HIGOS,2786.37686318,5
17199,M,200225572,804842,BARRANCO HONDO,3649.68309005,5
17200,M,20022558,803686,BARRANCO DE PALLETAS,6557.45129522,4
17201,M,200225592,802274,BARRANCO DE CASA MOSCA,3362.98626804,5
17202,M,2002256,805599,RAMBLA DE SAN ANTONIO,8618.33209631,3
17203,M,20022562,802733,BARRANCO DE LA FUENTE,4825.38886472,4
17204,M,20022564,803416,BARRANCO DE LOS CAÑIZOS,6399.53739976,4
17205,M,200225642,804502,BARRANCO DEL PICO DE JUAN NAVARRO,2591.75448192,5
17206,M,20022566,802346,BARRANCO DE DON VITORIO,4184.90221775,4
17207,M,20022568,802118,BARRANCO CORRAL DE NUESTRA SEÑORA,1990.75344132,4
17208,M,2002258,805276,RAMBLA DE ESTENAS,16429.1188565,3
17209,M,20022582,805344,RAMBLA DE LA CHULA,3334.0418257,4
17210,M,20022584,805764,RAMBLA DEL REMEDIO,5941.74718614,4
17211,M,200225842,806327,SIN NOMBRE,2800.18566605,5
17212,M,200225844,806370,SIN NOMBRE,2959.42928096,5
17213,M,20022586,803567,BARRANCO DE LOS SIDROS,2802.66314153,4
17214,M,20022588,802083,BARRANCO BADIL,2895.19159419,4
17215,M,200225882,803577,BARRANCO DE LOS TORNAJOS,1370.02497108,5
17216,M,200225892,806304,SIN NOMBRE,1477.35989021,5
17217,M,20022592,805822,RAMBLA LA PASTORA,2437.98714601,4
17218,M,200225922,806172,SIN NOMBRE,2884.61680406,5
17219,M,20022594,805416,RAMBLA DE LA PASTORA,2536.34083027,4
17220,M,20022596,805802,RAMBLA DEL TUERTO,6400.32164666,4
17221,M,200225962,806298,SIN NOMBRE,1545.92776597,5
17222,M,200225964,806306,SIN NOMBRE,1887.86193982,5
17223,M,20022598,802556,BARRANCO DE LA CAÑADA MAYOR,6584.98945238,4
17224,M,200226,805446,RAMBLA DE LA TORRE,20943.8235702,2
17225,M,20022612,806331,SIN NOMBRE,7926.90330397,4
17226,M,20022614,805813,RAMBLA EL COLMENAR,12265.5292567,4
17227,M,200226142,805455,RAMBLA DE LA VERICUTILLA,4260.19588213,5
17228,M,200226144,804281,BARRANCO DEL HONTANAR,2217.21428532,5
17229,M,200226146,802273,BARRANCO DE CASA IÑIGUEZ,1652.21203946,5
17230,M,20022616,806308,SIN NOMBRE,9220.60639038,4
17231,M,20022618,805308,RAMBLA DE LA CALERA,8323.03583438,4
17232,M,2002262,812895,VERTIENTE DE LA CAÑADA DE GILOTA,10980.3601479,3
17233,M,20022622,804319,BARRANCO DEL JUDIO,4611.91133926,4
17234,M,20022624,812849,VALLEJO GONZALEZ,3018.23007353,4
17235,M,20022626,806429,SIN NOMBRE,1261.35810246,4
17236,M,20022632,812505,VAGUADA DE LA MADERA,5916.94078539,4
17237,M,2002264,805135,CAÑADA DEL ESPINO,11071.5421589,3
17238,M,20022642,804467,BARRANCO DEL OLLERO,5501.64776473,4
17239,M,200226422,804701,BARRANCO DEL TALEGON O DE LA HOCECILLA,9536.91642039,5
17240,M,2002264222,804086,BARRANCO DEL CARRIL,908.679790766,6
17241,M,20022644,803428,BARRANCO DE LOS CIERVOS O VALLEJO DE MOLINA,4718.45445121,4
17242,M,20022652,806548,SIN NOMBRE,8394.7442211,4
17243,M,2002266,800001,ACEQUIA DE LA COBAÑERA,4280.40494423,3
17244,M,20022662,800014,ACEQUIA DE RANERA,6453.88254127,4
17245,M,200226622,806728,SIN NOMBRE,1758.63255171,5
17246,M,2002266222,806729,SIN NOMBRE,1148.87818777,6
17247,M,20022664,805314,RAMBLA DE LA CANALEJA,7298.95767775,4
17248,M,200226642,805089,CAÑADA DE LAS HITAS,2195.90595173,5
17249,M,200226644,804970,BARRANCO REBOLLO,1053.79770864,5
17250,M,20022666,805318,RAMBLA DE LA CAÑADA DE LAS FIERAS,7768.07577788,4
17251,M,200226662,806860,SIN NOMBRE,2292.91245379,5
17252,M,200226664,806903,SIN NOMBRE,2708.23148803,5
17253,M,2002268,800143,ARROYO DE LA HOZ,14773.0617583,3
17254,M,200226812,805832,RAMBLA PIEZA CABERA,925.420364635,5
17255,M,200226814,812624,VALLEJO DE LA PARRA,848.923350405,5
17256,M,20022682,806723,SIN NOMBRE,1868.89842064,4
17257,M,200226822,806739,SIN NOMBRE,1290.80630982,5
17258,M,200226832,804721,BARRANCO DEL TOCONAR,1693.03948194,5
17259,M,200226834,806722,SIN NOMBRE,1331.75234577,5
17260,M,20022684,805322,RAMBLA DE LA CAÑADA DEL PUERTO,1970.863913,4
17261,M,200226842,804940,BARRANCO MOYA,2810.5128991,5
17262,M,2002268422,804877,BARRANCO JUAN PEREZ,940.991510534,6
17263,M,20022686,806743,SIN NOMBRE,1412.11404338,4
17264,M,20022688,806757,SIN NOMBRE,3386.20751243,4
17265,M,200228,805958,RIO MADRE,26854.2838565,2
17266,M,2002282,803288,BARRANCO DE LAS FUENTEZUELAS,8935.00753421,3
17267,M,20022832,806228,SIN NOMBRE,2093.2786021,4
17268,M,20022834,806264,SIN NOMBRE,3532.56213511,4
17269,M,2002284,806292,SIN NOMBRE,10179.2656565,3
17270,M,20022842,806312,SIN NOMBRE,2242.2797148,4
17271,M,20022844,806328,SIN NOMBRE,1612.99678511,4
17272,M,20022846,806343,SIN NOMBRE,2228.60584526,4
17273,M,2002286,806367,SIN NOMBRE,2941.50449747,3
17274,M,2002288,806455,SIN NOMBRE,14028.1450486,3
17275,M,20022882,806487,SIN NOMBRE,1243.40172155,4
17276,M,200232,802943,BARRANCO DE LA MURTA,10156.8853178,2
17277,M,2002322,802999,BARRANCO DE LA PERRERA,1659.18772216,3
17278,M,2002324,804487,BARRANCO DEL PEDREGAL,1021.84187533,3
17279,M,2002326,804543,BARRANCO DEL POZO,1226.87796773,3
17280,M,20023262,804590,BARRANCO DEL RACO DE VIÑES,951.50302492,4
17281,M,200234,806055,RIU VERT O ULLAL,11225.9856251,2
17282,M,20023412,801466,BARRANC DE VELASCO,1556.93252662,4
17283,M,2002342,801311,BARRANC DE MONTORTAL,4751.72868383,3
17284,M,20023422,801369,BARRANC DE PRADA,7429.26395892,4
17285,M,200234222,801010,BARRANC DE LA GARROFERA,10683.3885305,5
17286,M,2002342222,805363,RAMBLA DE LA GARROFERA,2215.35035261,6
17287,M,2002342224,801482,BARRANC DE XIMO,1409.27833578,6
17288,M,20023422242,811910,SIN NOMBRE,1474.61963722,7
17289,M,200234224,806050,RIU SEC O RAMBLA DE GARCIA,17802.4177732,5
17290,M,2002342242,805415,RAMBLA DE LA PARRA,13808.0712963,6
17291,M,200234224212,812030,SIN NOMBRE,1535.16106564,8
17292,M,20023422422,801302,BARRANC DE MATAMONT,3360.01384443,7
17293,M,200234224222,812029,SIN NOMBRE,1314.15853565,8
17294,M,200234224224,800607,BARRANC DE BARRER,1076.06927326,8
17295,M,200234224232,812023,SIN NOMBRE,1233.75918493,8
17296,M,200234224234,802023,BARRANC LES COVES,1527.80184545,8
17297,M,200234224236,800550,BARRANC CANTERO,2034.50867525,8
17298,M,200234224238,812041,SIN NOMBRE,2059.84892665,8
17299,M,20023422424,802036,BARRANC PENYA-ROJA,3551.09049761,7
17300,M,200234224242,812002,SIN NOMBRE,1726.04352482,8
17301,M,20023422426,812013,SIN NOMBRE,3307.04366841,7
17302,M,200234224272,812039,SIN NOMBRE,1995.51573487,8
17303,M,20023422428,802022,BARRANC LES CORINES,2721.16354432,7
17304,M,200234224292,802063,BARRANC TRAMOJERA,2321.74384537,8
17305,M,2002342242922,812025,SIN NOMBRE,975.577683601,9
17306,M,20023422432,812051,SIN NOMBRE,1321.6365959,7
17307,M,20023422434,812055,SIN NOMBRE,1970.07380316,7
17308,M,20023422436,801397,BARRANC DE SACA,1593.32107994,7
17309,M,200234224362,800556,BARRANC CORZA,1010.74337275,8
17310,M,20023422438,812109,SIN NOMBRE,1472.25597628,7
17311,M,2002342244,801486,BARRANC DE XOLLS,5849.07350172,6
17312,M,20023422442,812082,SIN NOMBRE,1235.61010617,7
17313,M,20023422444,812069,SIN NOMBRE,1440.20139234,7
17314,M,200234224452,812066,SIN NOMBRE,1136.28208503,8
17315,M,20023422446,801457,BARRANC DE TRENCALL,3736.68064469,7
17316,M,200234224462,801813,BARRANC DEL PUR,907.745511818,8
17317,M,20023422448,812058,SIN NOMBRE,3282.92483909,7
17318,M,200234224482,812056,SIN NOMBRE,1089.70612088,8
17319,M,2002342246,801140,BARRANC DE LA ROMANA,6156.45928613,6
17320,M,20023422462,801650,BARRANC DEL FRANCES,3893.58271013,7
17321,M,200234224622,803560,BARRANCO DE LOS ROBLES,2216.20831853,8
17322,M,2002342246222,812108,SIN NOMBRE,3198.92276548,9
17323,M,20023422462222,812110,SIN NOMBRE,1972.10309173,10
17324,M,200234224632,812075,SIN NOMBRE,971.383150414,8
17325,M,20023422464,800911,BARRANC DE LA CONTIENDA,2595.09392801,7
17326,M,200234224642,812087,SIN NOMBRE,1261.31135533,8
17327,M,200234224644,812100,SIN NOMBRE,1401.53577554,8
17328,M,200234224652,800539,BARRANC AIGUAMOLL,1148.74760361,8
17329,M,20023422466,805193,FORCAT DE L'AVENC,2898.40093923,7
17330,M,200234224662,812040,SIN NOMBRE,1235.45493296,8
17331,M,200234224664,812052,SIN NOMBRE,2506.33740287,8
17332,M,200234224666,812034,SIN NOMBRE,1272.69953443,8
17333,M,200234224668,812026,SIN NOMBRE,1382.31165855,8
17334,M,20023422468,801623,BARRANC DEL CHARCO CLARO,4779.31897605,7
17335,M,200234224682,812073,SIN NOMBRE,1979.10924772,8
17336,M,2002342248,801666,BARRANC DEL GOS,3680.15775546,6
17337,M,20023422482,801333,BARRANC DE PABLO,3599.35944098,7
17338,M,200234224822,801715,BARRANC DEL MINGO,3221.87166173,8
17339,M,2002342248222,812155,SIN NOMBRE,4052.23705291,9
17340,M,200234226,805873,RIERA DE SABONER,9497.38613691,5
17341,M,2002342262,801978,BARRANC EL PERNIL O DE LES COVES DEL PUIG O RIERA MATAMOROS,9948.01022889,6
17342,M,20023422622,800666,BARRANC DE CANILLES,3458.58392209,7
17343,M,20023422624,802008,BARRANC GATO,3247.79384447,7
17344,M,200234226242,805608,RAMBLA DE SARRIER,1095.62698688,8
17345,M,2002342262422,801982,BARRANC FLORS,1660.10650385,9
17346,M,2002342262424,802017,BARRANC LA CURRA,2514.66448626,9
17347,M,2002342264,811999,SIN NOMBRE,2256.51448684,6
17348,M,2002344,811668,SIN NOMBRE,8185.27294416,3
17349,M,20023442,811686,SIN NOMBRE,2394.18852753,4
17350,M,2002346,811802,SIN NOMBRE,5602.87102852,3
17351,M,2002348,803309,BARRANCO DE LAS MORERAS,9706.25636722,3
17352,M,20023482,805430,RAMBLA DE LA SEÑORA,10288.5136463,4
17353,M,200234822,811827,SIN NOMBRE,7456.78516664,5
17354,M,2002348222,811878,SIN NOMBRE,2482.01380543,6
17355,M,2002348224,811846,SIN NOMBRE,2074.3392432,6
17356,M,2002348226,811825,SIN NOMBRE,1156.59144855,6
17357,M,2002348232,811898,SIN NOMBRE,1185.05050102,6
17358,M,200234824,811840,SIN NOMBRE,1961.74330324,5
17359,M,2002348242,811836,SIN NOMBRE,1006.16116134,6
17360,M,200234826,811877,SIN NOMBRE,1037.44229024,5
17361,M,200234828,802061,BARRANC TIO MIQUEL DE CASTELLO,3357.17533791,5
17362,M,2002348282,811864,SIN NOMBRE,1808.0757197,6
17363,M,20023482822,811865,SIN NOMBRE,981.142314748,7
17364,M,2002348284,811889,SIN NOMBRE,1122.46515999,6
17365,M,2002348286,811896,SIN NOMBRE,1973.8534152,6
17366,M,20023482862,811900,SIN NOMBRE,1101.81394293,7
17367,M,2002348288,811918,SIN NOMBRE,1743.39564468,6
17368,M,20023484,811779,SIN NOMBRE,4203.72032873,4
17369,M,200234842,811761,SIN NOMBRE,2968.42353979,5
17370,M,200234844,811783,SIN NOMBRE,1332.59346451,5
17371,M,200234846,811787,SIN NOMBRE,1671.54920496,5
17372,M,20023486,811747,SIN NOMBRE,2241.1799266,4
17373,M,20023488,802359,BARRANCO DE ENMEDIO,1495.99382036,4
17374,M,200234892,811715,SIN NOMBRE,1313.41405423,5
17375,M,2002352,802691,BARRANCO DE LA ENQUERENCIA,986.727180259,3
17376,M,200236,805330,RAMBLA DE LA CASELLA,15049.5424861,2
17377,M,2002362,800605,BARRANC DE BARCHETA,15285.5577029,3
17378,M,200236212,802077,BARRANCO AMPLE,4123.21460439,5
17379,M,200236214,803698,BARRANCO DE PAU,5845.29889886,5
17380,M,200236216,802310,BARRANCO DE CUBELLAS,2732.73468672,5
17381,M,20023622,805187,EL BARRANQUET,3681.9464711,4
17382,M,200236222,804840,BARRANCO HONDO,2591.23274187,5
17383,M,200236224,803550,BARRANCO DE LOS PRINCIPES,1712.99323604,5
