Node,Status
"(631351.2721, 4170042.4596)",0
"(623288.8826, 4178654.9384)",0
"(620376.3582, 4172729.9418)",0
"(616263.8892, 4173667.4418)",0
"(614826.3943, 4173592.4445)",0
"(618988.8975, 4176829.9359)",0
"(608451.4258, 4177717.4402)",0
"(601088.9498, 4169267.5624)",0
"(598763.9733, 4171405.0531)",0
"(604713.956, 4184092.3757)",0
"(665376.5617, 4198017.3651)",0
"(665064.0573, 4197554.8659)",0
"(659414.0381, 4194117.3744)",0
"(649664.1082, 4201929.8283)",0
"(654001.5434, 4193867.3695)",0
"(644464.0503, 4198779.8126)",0
"(650589.0139, 4188754.8965)",0
"(649539.0099, 4187992.4035)",0
"(647201.4984, 4185842.4248)",0
"(647376.4986, 4185892.4239)",0
"(629138.7738, 4168767.4551)",0
"(629138.7766, 4169492.4537)",0
"(630313.7697, 4169117.4576)",0
"(612038.892, 4170217.4615)",0
"(611888.8929, 4170242.4619)",0
"(611188.8969, 4170367.4636)",0
"(610751.3983, 4170117.4675)",0
"(608751.4063, 4168967.4875)",0
"(604613.929, 4169317.5253)",0
"(606813.916, 4172342.4853)",0
"(606638.9165, 4172392.4861)",0
"(607188.9151, 4174954.9679)",0
"(606613.9175, 4175942.4632)",0
"(601588.9503, 4175329.9953)",0
"(606313.9201, 4176479.9587)",0
"(603263.939, 4176267.4739)",0
"(604401.4415, 4179992.4211)",0
"(661114.0464, 4195542.3714)",0
"(658539.0386, 4194004.8739)",0
"(656089.0438, 4194142.3714)",0
"(655201.5552, 4195342.3674)",0
"(655539.0403, 4193567.3729)",0
"(644964.0616, 4200267.299)",0
"(652976.5231, 4190842.3828)",0
"(652376.536, 4192842.3713)",0
"(650964.0148, 4189042.3942)",0
"(650639.0324, 4192242.3724)",0
"(609701.4047, 4171017.4719)",0
"(602338.9456, 4176579.973)",0
"(655051.5613, 4195967.3663)",0
"(653951.5604, 4195942.3629)",0
"(649076.5229, 4190867.3821)",0
"(621372.2403, 4165942.9246)",0
"(626801.3056, 4173179.9418)",0
"(614105.7788, 4177270.1385)",0
"(611076.4009, 4171654.9596)",0
"(614351.518, 4187442.3966)",0
"(615114.0195, 4187317.4005)",0
"(614564.1045, 4195754.8895)",0
"(621539.0675, 4190904.9133)",0
"(614389.0089, 4186604.8997)",0
"(619464.0595, 4190154.9102)",0
"(619764.0681, 4190779.9088)",0
"(595674.751, 4182034.0853)",0
"(584026.2162, 4179342.3654)",0
"(587051.4146, 4181242.3805)",0
"(586063.8676, 4181042.372)",0
"(586013.865, 4179742.4002)",0
"(569362.5585, 4190954.6992)",0
"(582513.6058, 4178954.8401)",0
"(568637.9782, 4181992.4941)",0
"(573000.9261, 4172592.5284)",0
"(586288.807, 4184092.2644)",0
"(586763.9041, 4181592.3684)",0
"(585476.316, 4181617.3444)",0
"(585213.7936, 4181667.337)",0
"(582288.5653, 4181479.7832)",0
"(583913.7034, 4180117.3465)",0
"(589376.3779, 4185104.7525)",0
"(593063.8978, 4187867.1971)",0
"(590476.3449, 4188192.1577)",0
"(588651.2659, 4189154.6273)",0
"(580863.456, 4181854.7577)",0
"(574600.4096, 4187192.0573)",0
"(579163.2032, 4186929.5361)",0
"(576188.0273, 4186404.5512)",0
"(575662.9946, 4186517.0602)",0
"(575425.5084, 4185792.1033)",0
"(575150.5043, 4185517.1244)",0
"(574262.8415, 4188279.5464)",0
"(574625.6766, 4180442.3628)",0
"(575963.2326, 4180229.8423)",0
"(574825.7805, 4177842.422)",0
"(568163.3092, 4175430.2298)",0
"(585163.7367, 4183492.2649)",0
"(586026.3562, 4181742.351)",0
"(584113.6741, 4182792.2705)",0
"(590851.3881, 4186617.2078)",0
"(588813.8438, 4185754.7227)",0
"(590088.8304, 4188254.6532)",0
"(587951.3358, 4185067.242)",0
"(585238.7281, 4183992.2469)",0
"(584551.1986, 4183142.2659)",0
"(583038.5834, 4183004.7402)",0
"(579875.8136, 4184742.1374)",0
"(578213.2302, 4184004.6664)",0
"(577788.277, 4181679.7799)",0
"(577575.7607, 4181792.2753)",0
"(577263.2593, 4181242.3007)",0
"(574713.0274, 4184354.6927)",0
"(575650.6788, 4181442.3173)",0
"(574788.1452, 4181442.3334)",0
"(583376.102, 4183292.2361)",0
"(582538.4967, 4184754.6628)",0
"(583113.5814, 4183292.2307)",0
"(582200.9655, 4184942.1489)",0
"(658138.8605, 4206785.5392)",0
"(658201.6609, 4205529.8824)",0
"(656256.8849, 4205345.5665)",0
"(656826.6552, 4205054.8755)",0
"(648422.2156, 4205478.3369)",0
"(656476.6939, 4208654.8817)",0
"(632639.1264, 4203542.34)",0
"(633914.1051, 4202279.8387)",0
"(631864.1291, 4203104.8425)",0
"(658210.3853, 4209828.6721)",0
"(657101.7037, 4209629.8864)",0
"(637416.6679, 4216547.4089)",0
"(635639.2328, 4218892.3379)",0
"(639376.6537, 4211254.8323)",0
"(635039.2463, 4220067.3379)",0
"(628351.6515, 4202404.8548)",0
"(606401.6088, 4205179.9286)",0
"(645639.1869, 4208754.8331)",0
"(643064.196, 4213517.3408)",0
"(640514.2173, 4217567.3396)",0
"(639851.6372, 4207854.8247)",0
"(637014.1647, 4212079.834)",0
"(636489.1523, 4209642.3309)",0
"(631176.7016, 4213067.3427)",0
"(620364.2526, 4213604.8964)",0
"(617301.6901, 4204917.4046)",0
"(610914.1368, 4202404.9103)",0
"(651039.2064, 4210367.359)",0
"(649539.2081, 4210754.8524)",0
"(649839.2302, 4213342.3607)",0
"(648726.7035, 4210417.3487)",0
"(645514.2146, 4213567.3459)",0
"(645076.6936, 4210192.3353)",0
"(644301.6853, 4209442.3316)",0
"(641139.1682, 4211942.3352)",0
"(631739.1928, 4212267.341)",0
"(629189.2247, 4214567.3501)",0
"(625701.7376, 4213817.3656)",0
"(624889.2275, 4211529.8683)",0
"(614914.1752, 4203942.4097)",0
"(610639.1977, 4209117.434)",0
"(649189.2073, 4210754.8512)",0
"(631201.702, 4213142.3427)",0
"(630489.2252, 4215517.3459)",0
"(630064.2226, 4214879.8464)",0
"(633369.9981, 4215998.8379)",0
"(638276.6589, 4211704.8334)",0
"(630205.2619, 4208018.1475)",0
"(635676.6618, 4210929.8327)",0
"(626939.1223, 4197492.3739)",0
"(614989.1147, 4196617.3933)",0
"(616814.0818, 4192417.3956)",0
"(625189.1192, 4195017.3827)",0
"(621914.162, 4200204.8889)",0
"(622989.1715, 4201692.3814)",0
"(619039.1753, 4202454.8992)",0
"(617426.6869, 4204467.4039)",0
"(628226.6315, 4199717.3613)",0
"(626439.1394, 4198829.8697)",0
"(624564.1245, 4195642.3831)",0
"(620814.1175, 4194454.8951)",0
"(619039.124, 4195892.3954)",0
"(609731.6286, 4206682.1754)",0
"(605089.0922, 4205579.931)",0
"(607076.5917, 4202342.4116)",0
"(604864.1047, 4207067.4397)",0
"(603776.5755, 4206392.4348)",0
"(651992.9067, 4224402.6405)",0
"(649526.7978, 4220954.8621)",0
"(655739.4213, 4230917.3172)",0
"(656339.4107, 4229442.3265)",0
"(658639.4293, 4230892.2958)",0
"(656839.4401, 4232817.3023)",0
"(658051.9651, 4235592.3031)",0
"(658139.4225, 4230117.3087)",0
"(644762.6593, 4235060.0405)",0
"(639301.8675, 4230804.8374)",0
"(657801.9773, 4237092.3104)",0
"(660339.608, 4254642.2144)",0
"(662314.5614, 4253692.1805)",0
"(664939.5418, 4254779.6489)",0
"(646227.0174, 4245092.356)",0
"(651389.6022, 4251892.3199)",0
"(645464.5434, 4248954.8703)",0
"(650902.0985, 4251742.3244)",0
"(652626.9659, 4236392.3325)",0
"(654239.49, 4238629.8264)",0
"(653402.0059, 4240867.3211)",0
"(652652.0316, 4244342.3138)",0
"(659314.4752, 4237429.7987)",0
"(653439.5496, 4245967.3063)",0
"(658889.4862, 4238642.3016)",0
"(659651.984, 4240742.2626)",0
"(661151.9647, 4240267.2393)",0
"(661389.5723, 4253329.6952)",0
"(661551.965, 4242767.1957)",0
"(663126.9428, 4241517.181)",0
"(646552.0031, 4243129.851)",0
"(649839.5497, 4246954.8337)",0
"(651189.5204, 4243354.8258)",0
"(653677.0149, 4241967.3155)",0
"(659589.4868, 4241417.2557)",0
"(636202.391, 4247195.0562)",0
"(635176.8982, 4234179.8452)",0
"(643814.6702, 4263992.4221)",0
"(647114.6821, 4263767.3752)",0
"(653314.7296, 4272092.2443)",0
"(650239.6873, 4262929.8345)",0
"(651314.69, 4262867.3207)",0
"(652177.1976, 4263992.3054)",0
"(653477.2039, 4265092.2835)",0
"(652602.2174, 4268642.2818)",0
"(643302.13, 4260392.4256)",0
"(642839.6255, 4260229.9308)",0
"(649714.7083, 4266504.8317)",0
"(650764.7122, 4267192.3144)",0
"(653614.7057, 4265817.2786)",0
"(653627.207, 4266242.2767)",0
"(652652.2166, 4268467.2817)",0
"(654264.7031, 4265942.2694)",0
"(632088.4737, 4239945.125)",0
"(635051.8979, 4234154.8453)",0
"(626551.9584, 4244092.4489)",0
"(624014.4747, 4246579.9743)",0
"(631639.4865, 4248217.4568)",0
"(627764.5015, 4250792.4862)",0
"(627464.5074, 4251567.4902)",0
"(630064.5273, 4254192.504)",0
"(631564.4875, 4248404.9587)",0
"(631701.9873, 4248342.4576)",0
"(629889.5266, 4254105.0036)",0
"(626022.1664, 4226939.9583)",0
"(629976.7834, 4222217.3522)",0
"(621051.849, 4228729.9233)",0
"(616076.7634, 4215017.4226)",0
"(607851.7147, 4213142.4583)",0
"(584075.8377, 4201454.7502)",0
"(567049.997, 4196992.3128)",0
"(568187.5089, 4197517.3138)",0
"(620489.3672, 4231342.4363)",0
"(624689.3626, 4230879.9001)",0
"(626639.3412, 4228267.3805)",0
"(619189.3612, 4230367.4444)",0
"(617201.8518, 4228767.4559)",0
"(615539.3339, 4225854.9574)",0
"(612539.2974, 4220392.4584)",0
"(619226.7864, 4218829.91)",0
"(613851.7327, 4211467.4266)",0
"(610476.7937, 4220117.4707)",0
"(612601.7576, 4215042.4412)",0
"(611476.739, 4213067.4411)",0
"(600826.5541, 4208317.4471)",0
"(597976.469, 4206804.9196)",0
"(596439.0881, 4214392.5027)",0
"(592588.8407, 4208854.9036)",0
"(623814.3638, 4231004.9076)",0
"(620976.8658, 4231167.4316)",0
"(619064.3574, 4229792.4435)",0
"(620451.8022, 4221542.4082)",0
"(619476.7963, 4220417.4122)",0
"(615439.3025, 4220867.4409)",0
"(617289.2951, 4219942.4256)",0
"(617014.2954, 4219954.9274)",0
"(617114.2949, 4219879.9265)",0
"(615314.3015, 4220704.9412)",0
"(613414.2978, 4220354.9525)",0
"(613689.2966, 4220142.4499)",0
"(611664.295, 4220154.9631)",0
"(610239.2842, 4218917.4665)",0
"(606076.6869, 4212067.4619)",0
"(602389.1609, 4213404.981)",0
"(604414.1501, 4210904.9607)",0
"(600864.123, 4212329.9793)",0
"(601026.5795, 4209617.4574)",0
"(599976.535, 4208217.4431)",0
"(599926.5612, 4209792.4572)",0
"(599989.1062, 4212329.9801)",0
"(598076.4398, 4203742.3845)",0
"(595526.3779, 4203217.354)",0
"(590813.7295, 4205904.8433)",0
"(593113.7904, 4201892.3001)",0
"(609551.7539, 4215867.4598)",0
"(602914.1665, 4213367.4789)",0
"(603076.6261, 4210592.4614)",0
"(600964.1195, 4212042.4767)",0
"(601189.0732, 4209092.4531)",0
"(600501.6118, 4212067.4775)",0
"(600276.6052, 4211942.4765)",0
"(597276.5549, 4212442.4833)",0
"(599451.5446, 4209392.4524)",0
"(596313.9097, 4204417.3792)",0
"(596163.9007, 4203679.8682)",0
"(615950.9477, 4217229.5489)",0
"(615826.7944, 4219629.9343)",0
"(609983.7942, 4215226.3351)",0
"(611101.7711, 4217104.9554)",0
"(588070.6398, 4203794.2249)",0
"(577000.2469, 4199542.2604)",0
"(574225.1217, 4198154.7494)",0
"(579425.4948, 4197542.1192)",0
"(606882.3107, 4219452.7194)",0
"(615376.8888, 4233854.9939)",0
"(579700.8119, 4214980.0526)",0
"(572825.7102, 4220317.7365)",0
"(584101.0999, 4219255.0971)",0
"(577813.4433, 4222917.7775)",0
"(591376.4738, 4218267.5289)",0
"(589588.8647, 4217692.5221)",0
"(588963.884, 4220992.6125)",0
"(588051.2941, 4218617.5416)",0
"(585538.6483, 4218230.0459)",0
"(584988.6249, 4218405.0571)",0
"(588001.317, 4220142.5907)",0
"(587451.3061, 4221267.6301)",0
"(587551.3241, 4221992.6531)",0
"(585401.247, 4223642.7262)",0
"(588538.9343, 4225480.2527)",0
"(587776.4251, 4227092.8073)",0
"(586763.8827, 4227442.8301)",0
"(586288.7957, 4224092.7338)",0
"(587238.8347, 4223542.7064)",0
"(589601.431, 4221792.6329)",0
"(589838.9758, 4223955.1954)",0
"(586001.2874, 4224417.7477)",0
"(585626.2716, 4224417.7506)",0
"(585638.7613, 4223855.2314)",0
"(608901.6889, 4232327.9358)",0
"(612451.9075, 4235455.0341)",0
"(590839.03, 4224155.1916)",0
"(584638.8885, 4232555.4345)",0
"(581738.741, 4230942.9149)",0
"(575675.9105, 4223842.8163)",0
"(600176.8985, 4232530.1982)",0
"(599826.9116, 4234767.7261)",0
"(598639.385, 4233017.7325)",0
"(593801.7732, 4232967.8245)",0
"(592189.1556, 4227667.7645)",0
"(590489.1482, 4234242.8923)",0
"(588951.4853, 4227292.7983)",0
"(586813.9518, 4231055.4283)",0
"(583838.783, 4228780.3764)",0
"(584876.2304, 4223942.7406)",0
"(581988.6357, 4225267.7976)",0
"(579426.198, 4231692.9205)",0
"(578626.1775, 4231542.9233)",0
"(576426.0971, 4230192.9221)",0
"(574713.5861, 4230867.935)",0
